train_or_valid,pattern_type,nprops,prop_perm,utterances,true_ltl,output_ltl,is_correct
valid,sequenced_visit,3,"['d', 'c', 'b']",visit d sometime afterwards visit c sometime afterwards visit b,F & d F & c F b,& & U! c d & U! b c F b & U! d U d U! d c U! c U c U! c b,False
valid,sequenced_visit,3,"['d', 'c', 'h']",visit d sometime afterwards visit c sometime afterwards visit h,F & d F & c F h,& & U! c d & U! h c F h & U! d U d U! d c U! c U c U! c h,False
valid,sequenced_visit,3,"['d', 'h', 'a']",visit d sometime afterwards visit h sometime afterwards visit a,F & d F & h F a,& & U! h d & U! a h F a & U! d U d U! d h U! h U h U! h a,False
valid,sequenced_visit,3,"['d', 'h', 'b']",visit d sometime afterwards visit h sometime afterwards visit b,F & d F & h F b,& & U! h d & U! b h F b & U! d U d U! d h U! h U h U! h b,False
valid,sequenced_visit,3,"['d', 'h', 'c']",visit d sometime afterwards visit h sometime afterwards visit c,F & d F & h F c,& & U! h d & U! c h F c & U! d U d U! d h U! h U h U! h c,False
valid,sequenced_visit,3,"['h', 'a', 'b']",visit h sometime afterwards visit a sometime afterwards visit b,F & h F & a F b,& & U! a h & U! b a F b & U! h U h U! h a U! a U a U! a b,False
valid,sequenced_visit,3,"['h', 'a', 'c']",visit h sometime afterwards visit a sometime afterwards visit c,F & h F & a F c,& & U! h a & U! c a F c & U! h U h U! h a,Syntax Error
valid,sequenced_visit,3,"['h', 'a', 'd']",visit h sometime afterwards visit a sometime afterwards visit d,F & h F & a F d,& & U! a h & U! d a F d & U! h U h U! h a U! a U a U! a d,False
valid,sequenced_visit,3,"['h', 'b', 'a']",visit h sometime afterwards visit b sometime afterwards visit a,F & h F & b F a,& & U! b h & U! a b F a & U! h U h U! h b U! b U b U! b a,False
valid,sequenced_visit,3,"['h', 'b', 'c']",visit h sometime afterwards visit b sometime afterwards visit c,F & h F & b F c,& & U! b h & U! c b F c & U! h U h U! h b U! b U b U! b c,False
valid,sequenced_visit,3,"['h', 'b', 'd']",visit h sometime afterwards visit b sometime afterwards visit d,F & h F & b F d,& & U! b h & U! d b F d & U! h U h U! h b U! b U b U! b d,False
valid,sequenced_visit,3,"['h', 'c', 'a']",visit h sometime afterwards visit c sometime afterwards visit a,F & h F & c F a,& & U! c h & U! a c F a & U! h U h U! h c U! c U c U! c a,False
valid,sequenced_visit,3,"['h', 'c', 'b']",visit h sometime afterwards visit c sometime afterwards visit b,F & h F & c F b,& & U! c h & U! b c F b & U! h U h U! h c U! c U c U! c b,False
valid,sequenced_visit,3,"['h', 'c', 'd']",visit h sometime afterwards visit c sometime afterwards visit d,F & h F & c F d,& & U! c h & U! d c F d & U! h U h U! h c U! c U c U! c d,False
valid,sequenced_visit,3,"['h', 'd', 'a']",visit h sometime afterwards visit d sometime afterwards visit a,F & h F & d F a,& & U! d h & U! a d F a & U! h U h U! h d U! d U d U! d a,False
valid,sequenced_visit,3,"['h', 'd', 'b']",visit h sometime afterwards visit d sometime afterwards visit b,F & h F & d F b,& & U! h d & U! b d F b & U! h U h U! h d U! d U d U! d b,False
valid,sequenced_visit,3,"['h', 'd', 'c']",visit h sometime afterwards visit d sometime afterwards visit c,F & h F & d F c,& & U! h d & U! c d F c & U! h U h U! h d U! d U d U! d c,False
valid,sequenced_visit,3,"['a', 'b', 'c']",in some sequence visit a b and c in that order,F & a F & b F c,& F a & F b F c,False
valid,sequenced_visit,3,"['a', 'b', 'd']",in some sequence visit a b and d in that order,F & a F & b F d,& F a & F b F d,False
valid,sequenced_visit,3,"['a', 'b', 'h']",in some sequence visit a b and h in that order,F & a F & b F h,& F a & F b F h,False
valid,sequenced_visit,3,"['a', 'c', 'b']",in some sequence visit a c and b in that order,F & a F & c F b,& F a & F c F b,False
valid,sequenced_visit,3,"['a', 'c', 'd']",in some sequence visit a c and d in that order,F & a F & c F d,& F a & F c F d,False
valid,sequenced_visit,3,"['a', 'c', 'h']",in some sequence visit a c and h in that order,F & a F & c F h,& F a & F c F h,False
valid,sequenced_visit,3,"['a', 'd', 'b']",in some sequence visit a d and b in that order,F & a F & d F b,& F a & F d F b,False
valid,sequenced_visit,3,"['a', 'd', 'c']",in some sequence visit a d and c in that order,F & a F & d F c,& F a & F d F c,False
valid,sequenced_visit,3,"['a', 'd', 'h']",in some sequence visit a d and h in that order,F & a F & d F h,& F a & F d F h,False
valid,sequenced_visit,3,"['a', 'h', 'b']",in some sequence visit a h and b in that order,F & a F & h F b,& F a & F h F b,False
valid,sequenced_visit,3,"['a', 'h', 'c']",in some sequence visit a h and c in that order,F & a F & h F c,& F a & F h F c,False
valid,sequenced_visit,3,"['a', 'h', 'd']",in some sequence visit a h and d in that order,F & a F & h F d,& F a & F h F d,False
valid,sequenced_visit,3,"['b', 'a', 'c']",in some sequence visit b a and c in that order,F & b F & a F c,& F b & F a F c,False
valid,sequenced_visit,3,"['b', 'a', 'd']",in some sequence visit b a and d in that order,F & b F & a F d,& F b & F a F d,False
valid,sequenced_visit,3,"['b', 'a', 'h']",in some sequence visit b a and h in that order,F & b F & a F h,& F b & F a F h,False
valid,sequenced_visit,3,"['b', 'c', 'a']",in some sequence visit b c and a in that order,F & b F & c F a,& F b & F c F a,False
valid,sequenced_visit,3,"['b', 'c', 'd']",in some sequence visit b c and d in that order,F & b F & c F d,& F b & F c F d,False
valid,sequenced_visit,3,"['b', 'c', 'h']",in some sequence visit b c and h in that order,F & b F & c F h,& F b & F c F h,False
valid,sequenced_visit,3,"['b', 'd', 'a']",in some sequence visit b d and a in that order,F & b F & d F a,& F b & F d F a,False
valid,sequenced_visit,3,"['b', 'd', 'c']",in some sequence visit b d and c in that order,F & b F & d F c,& F b & F d F c,False
valid,sequenced_visit,3,"['b', 'd', 'h']",in some sequence visit b d and h in that order,F & b F & d F h,& F b & F d F h,False
valid,sequenced_visit,3,"['b', 'h', 'a']",in some sequence visit b h and a in that order,F & b F & h F a,& F b & F h F a,False
valid,sequenced_visit,3,"['b', 'h', 'c']",in some sequence visit b h and c in that order,F & b F & h F c,& F b & F h F c,False
valid,sequenced_visit,3,"['b', 'h', 'd']",in some sequence visit b h and d in that order,F & b F & h F d,& F b & F h F d,False
valid,sequenced_visit,3,"['c', 'a', 'b']",in some sequence visit c a and b in that order,F & c F & a F b,& F c & F a F b,False
valid,sequenced_visit,3,"['c', 'a', 'd']",in some sequence visit c a and d in that order,F & c F & a F d,& F c & F a F d,False
valid,sequenced_visit,3,"['c', 'a', 'h']",in some sequence visit c a and h in that order,F & c F & a F h,& F c & F a F h,False
valid,sequenced_visit,3,"['c', 'b', 'a']",in some sequence visit c b and a in that order,F & c F & b F a,& F c & F b F a,False
valid,sequenced_visit,3,"['c', 'b', 'd']",in some sequence visit c b and d in that order,F & c F & b F d,& F c & F b F d,False
valid,sequenced_visit,3,"['c', 'b', 'h']",in some sequence visit c b and h in that order,F & c F & b F h,& F c & F b F h,False
valid,sequenced_visit,3,"['c', 'd', 'a']",in some sequence visit c d and a in that order,F & c F & d F a,& F c & F d F a,False
valid,sequenced_visit,3,"['c', 'd', 'b']",in some sequence visit c d and b in that order,F & c F & d F b,& F c & F d F b,False
valid,sequenced_visit,3,"['c', 'd', 'h']",in some sequence visit c d and h in that order,F & c F & d F h,& F c & F d F h,False
valid,sequenced_visit,3,"['c', 'h', 'a']",in some sequence visit c h and a in that order,F & c F & h F a,& F c & F h F a,False
valid,sequenced_visit,3,"['c', 'h', 'b']",in some sequence visit c h and b in that order,F & c F & h F b,& F c & F h F b,False
valid,sequenced_visit,3,"['c', 'h', 'd']",in some sequence visit c h and d in that order,F & c F & h F d,& F c & F h F d,False
valid,sequenced_visit,3,"['d', 'a', 'b']",in some sequence visit d a and b in that order,F & d F & a F b,& F d & F a F b,False
valid,sequenced_visit,3,"['d', 'a', 'c']",in some sequence visit d a and c in that order,F & d F & a F c,& F d & F a F c,False
valid,sequenced_visit,3,"['d', 'a', 'h']",in some sequence visit d a and h in that order,F & d F & a F h,& F d & F a F h,False
valid,sequenced_visit,3,"['d', 'b', 'a']",in some sequence visit d b and a in that order,F & d F & b F a,& F d & F b F a,False
valid,sequenced_visit,3,"['d', 'b', 'c']",in some sequence visit d b and c in that order,F & d F & b F c,& F d & F b F c,False
valid,sequenced_visit,3,"['d', 'b', 'h']",in some sequence visit d b and h in that order,F & d F & b F h,& F d & F b F h,False
valid,sequenced_visit,3,"['d', 'c', 'a']",in some sequence visit d c and a in that order,F & d F & c F a,& F d & F c F a,False
valid,sequenced_visit,3,"['d', 'c', 'b']",in some sequence visit d c and b in that order,F & d F & c F b,& F d & F c F b,False
valid,sequenced_visit,3,"['d', 'c', 'h']",in some sequence visit d c and h in that order,F & d F & c F h,& F d & F c F h,False
valid,sequenced_visit,3,"['d', 'h', 'a']",in some sequence visit d h and a in that order,F & d F & h F a,& F d & F h F a,False
valid,sequenced_visit,3,"['d', 'h', 'b']",in some sequence visit d h and b in that order,F & d F & h F b,& F d & F h F b,False
valid,sequenced_visit,3,"['d', 'h', 'c']",in some sequence visit d h and c in that order,F & d F & h F c,& F d & F h F c,False
valid,sequenced_visit,3,"['h', 'a', 'b']",in some sequence visit h a and b in that order,F & h F & a F b,& F h & F a F b,False
valid,sequenced_visit,3,"['h', 'a', 'c']",in some sequence visit h a and c in that order,F & h F & a F c,& F h & F a F c,False
valid,sequenced_visit,3,"['h', 'a', 'd']",in some sequence visit h a and d in that order,F & h F & a F d,& F h & F a F d,False
valid,sequenced_visit,3,"['h', 'b', 'a']",in some sequence visit h b and a in that order,F & h F & b F a,& F h & F b F a,False
valid,sequenced_visit,3,"['h', 'b', 'c']",in some sequence visit h b and c in that order,F & h F & b F c,& F h & F b F c,False
valid,sequenced_visit,3,"['h', 'b', 'd']",in some sequence visit h b and d in that order,F & h F & b F d,& F h & F b F d,False
valid,sequenced_visit,3,"['h', 'c', 'a']",in some sequence visit h c and a in that order,F & h F & c F a,& F h & F c F a,False
valid,sequenced_visit,3,"['h', 'c', 'b']",in some sequence visit h c and b in that order,F & h F & c F b,& F h & F c F b,False
valid,sequenced_visit,3,"['h', 'c', 'd']",in some sequence visit h c and d in that order,F & h F & c F d,& F h & F c F d,False
valid,sequenced_visit,3,"['h', 'd', 'a']",in some sequence visit h d and a in that order,F & h F & d F a,& F h & F d F a,False
valid,sequenced_visit,3,"['h', 'd', 'b']",in some sequence visit h d and b in that order,F & h F & d F b,& F h & F d F b,False
valid,sequenced_visit,3,"['h', 'd', 'c']",in some sequence visit h d and c in that order,F & h F & d F c,& F h & F d F c,False
valid,sequenced_visit,4,"['a', 'b', 'c', 'd']",eventually in some sequence visit a b c and d each must be followed by the next,F & a F & b F & c F d,& G F a & G F b & G F c G F d,False
valid,sequenced_visit,4,"['a', 'b', 'c', 'h']",eventually in some sequence visit a b c and h each must be followed by the next,F & a F & b F & c F h,& G F a & G F b & G F c G F h,False
valid,sequenced_visit,4,"['a', 'b', 'd', 'c']",eventually in some sequence visit a b d and c each must be followed by the next,F & a F & b F & d F c,& G F a & G F b & G F d G F c,False
valid,sequenced_visit,4,"['a', 'b', 'd', 'h']",eventually in some sequence visit a b d and h each must be followed by the next,F & a F & b F & d F h,& G F a & G F b & G F d G F h,False
valid,sequenced_visit,4,"['a', 'b', 'h', 'c']",eventually in some sequence visit a b h and c each must be followed by the next,F & a F & b F & h F c,& G F a & G F b & G F h G F c,False
valid,sequenced_visit,4,"['a', 'b', 'h', 'd']",eventually in some sequence visit a b h and d each must be followed by the next,F & a F & b F & h F d,& G F a & G F b & G F h G F d,False
valid,sequenced_visit,4,"['a', 'c', 'b', 'd']",eventually in some sequence visit a c b and d each must be followed by the next,F & a F & c F & b F d,& G F a & G F c & G F b G F d,False
valid,sequenced_visit,4,"['a', 'c', 'b', 'h']",eventually in some sequence visit a c b and h each must be followed by the next,F & a F & c F & b F h,& G F a & G F c & G F b G F h,False
valid,sequenced_visit,4,"['a', 'c', 'd', 'b']",eventually in some sequence visit a c d and b each must be followed by the next,F & a F & c F & d F b,& G F a & G F c & G F d G F b,False
valid,sequenced_visit,4,"['a', 'c', 'd', 'h']",eventually in some sequence visit a c d and h each must be followed by the next,F & a F & c F & d F h,& G F a & G F c & G F d G F h,False
valid,sequenced_visit,4,"['a', 'c', 'h', 'b']",eventually in some sequence visit a c h and b each must be followed by the next,F & a F & c F & h F b,& G F a & G F c & G F h G F b,False
valid,sequenced_visit,4,"['a', 'c', 'h', 'd']",eventually in some sequence visit a c h and d each must be followed by the next,F & a F & c F & h F d,& G F a & G F c & G F h G F d,False
valid,sequenced_visit,4,"['a', 'd', 'b', 'c']",eventually in some sequence visit a d b and c each must be followed by the next,F & a F & d F & b F c,& G F a & G F d & G F b G F c,False
valid,sequenced_visit,4,"['a', 'd', 'b', 'h']",eventually in some sequence visit a d b and h each must be followed by the next,F & a F & d F & b F h,& G F a & G F d & G F b G F h,False
valid,sequenced_visit,4,"['a', 'd', 'c', 'b']",eventually in some sequence visit a d c and b each must be followed by the next,F & a F & d F & c F b,& G F a & G F d & G F c G F b,False
valid,sequenced_visit,4,"['a', 'd', 'c', 'h']",eventually in some sequence visit a d c and h each must be followed by the next,F & a F & d F & c F h,& G F a & G F d & G F c G F h,False
