Language Command,LTL Formula
move into the red room and stay on the first square you end up on,F D
go to pink room,F D
go to the pink room,F D
go to the red room,F D
move to the red room,F D
go to the pink room,F D
go into the pink room,F D
go to the red room,F D
go to the red room,F D
move to the pink room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move into the red room,F D
go to the pink room,F D
move to the pink room,F D
move to the pink room,F D
go to the pink room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
go to the pink room,F D
move to the red room,F D
go to pink room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
move into the red room,F D
move to pink room,F D
go to the pink room,F D
move to the red room,F D
go to the red room,F D
move to the pink room,F D
move to the pink room,F D
go to the red room,F D
move to red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move into pink room,F D
go into the red room,F D
move to the red room,F D
go to the pink room,F D
move to the pink room and stop after entering,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the pink room,F D
move to the red room,F D
go to the red room,F D
go to the pink room,F D
go to the pink room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
go to the pink room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
move into the red room,F D
go to the red room,F D
move to pink room,F D
go to the pink room,F D
go to the red room,F D
go to the pink room,F D
go into the red room,F D
go to the red room,F D
go to the red room,F D
move to the pink room,F D
move to the red room,F D
enter the pink room,F D
go to the pink room,F D
go to the red room,F D
go to the pink room,F D
go to pink room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the pink room,F D
go to the red room,F D
go to the pink room,F D
go to the red room,F D
i want you to go into the red room,F D
go to the pink room,F D
move to the red room,F D
go to the red room,F D
go to the pink room,F D
move to red room,F D
go to the red room,F D
go to the red room,F D
move to pink room,F D
move to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to red room,F D
go to pink room,F D
move to the red room,F D
go to the pink room,F D
move to the pink room,F D
move to the red room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
move to the red room,F D
go to the red,F D
move to red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
move to the red room,F D
go into the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go to red room,F D
move to the red room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
move into the red room,F D
go to the red room,F D
go to the pink room,F D
move to the red room,F D
go to the pink room,F D
move to the red room,F D
go to the red room,F D
go to red room,F D
move to red room,F D
go to red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go only through rooms that are not yellow to get to the green room,& F C G ! Y
make your way to the green room while avoiding the yellow room,& F C G ! Y
proceed to green area while avoiding the yellow area,& F C G ! Y
move through the room that is not yellow into the green room,& F C G ! Y
go to green area avoiding yellow area,& F C G ! Y
do not go through the yellow room while going to the green room,& F C G ! Y
go into the green room without crossing the yellow room,& F C G ! Y
move to the green room but do not go through the yellow room,& F C G ! Y
the robot is to move towards the green room without entering a yellow room,& F C G ! Y
go to the green room without entering a yellow room,& F C G ! Y
the robot avoids yellow to get to the green,& F C G ! Y
avoid yellow area on way to green area each time,& F C G ! Y
while avoiding yellow navigate to green,& F C G ! Y
go to the green room without using the yellow room,& F C G ! Y
enter the green room without entering a yellow room,& F C G ! Y
go to the green room but do not enter the yellow room first,& F C G ! Y
enter green room via the non yellow room,& F C G ! Y
move to room not using yellow into the green room,& F C G ! Y
go to green area by avoiding yellow area,& F C G ! Y
avoid yellow find green,& F C G ! Y
go through the room that is not yellow to get to the green room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to the green room while avoiding the yellow rooms,& F C G ! Y
move to the large green room while avoiding the small yellow room,& F C G ! Y
avoid the yellow room and end at the green rectangular room,& F C G ! Y
enter the room that is not yellow and then proceed to the green room,& F C G ! Y
move to the room that is not yellow and then move into the green room,& F C G ! Y
enter the room through the door that is not yellow drive through the room and exit the other door to the green room,& F C G ! Y
to reach the green room do not go through the yellow room,& F C G ! Y
travel to the green room but do not go through the yellow room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to the green room avoiding the yellow room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to green room but do not enter yellow room,& F C G ! Y
go to the green room but avoid using the yellow room,& F C G ! Y
travel to the green room through the room that is not yellow,& F C G ! Y
go into the green room while totally avoiding the yellow room,& F C G ! Y
go to the green room but do not go to yellow,& F C G ! Y
go to the green room while avoiding the yellow rooms,& F C G ! Y
go to the green room but do not enter the yellow room,& F C G ! Y
avoid the yellow rooms on your way into the green rooms,& F C G ! Y
get to the green rectangle but do not go through the yellow square,& F C G ! Y
enter the green room without entering a yellow room,& F C G ! Y
do not go through the yellow room while going to the green room,& F C G ! Y
go to the green room but avoid going through the yellow room,& F C G ! Y
move into the red room and push the chair back into the purple room,F & D F E
go to the red room and push the chair in front of the blue room,F & D F E
go to red room get the chair go back to purple room,F & D F E
move to the red room retrieve the chair and push it back to the the blue room,F & D F E
move into the red room and then push the chair into the blue room,F & D F E
move into the red room get to the left of the chair and push the chair back up into the blue room,F & D F E
bring the chair in the red room back to the purple room,F & D F E
move to the red room push the chair to the blue room,F & D F E
go into the red room find the chair and bring it back into the purple room,F & D F E
go to red room push chair to blue room,F & D F E
go into the room and find the chair then push it back into blue room,F & D F E
go from the blue room to the red room then push the chair back into the blue room,F & D F E
move the chair in the red room to the blue room,F & D F E
move to the red room and push the chair back into the blue room,F & D F E
move to the red room bring chair to the blue room,F & D F E
go into the red room and push the chair back into the blue room,F & D F E
go to red room move red chair to blue room,F & D F E
move to the red room and push the chair into the blue room,F & D F E
move to the red room move the chair to the blue room,F & D F E
enter the red room and bring the chair back to the blue room,F & D F E
push the red chair back into the blue room,F & D F E
go to red room and move red chair to blue room,F & D F E
go to the red room get the chair then go to the blue room,F & D F E
move to the red room and push the chair into the blue room,F & D F E
go to the red room and push the chair back to the blue room,F & D F E
go to the red room go behind the chair then bring the chair to the blue room,F & D F E
go to the red room then push the chair into the blue room,F & D F E
move to the red room then move the chair to the blue room,F & D F E
go into the red room and push the chair into the purple room,F & D F E
move to the red room push the chair back to the blue room,F & D F E
go to the red room get the chair and bring it to the purple room,F & D F E
go to red room push chair to purple room,F & D F E
go to the red room move the red chair to the purple room,F & D F E
move to the red room and take the chair and go to violet room,F & D F E
go to the red room then get the chair then go back to the blue room,F & D F E
move to the red room and push the chair back into the blue room,F & D F E
move to the red room move to the chair move the chair into the blue room,F & D F E
push the chair from the red room into the blue room,F & D F E
move the chair from the red room into the blue room,F & D F E
move to the red room move behind the chair move the chair into the red room,F & D F E
go to the red room and push the red chair to the purple room,F & D F E
go to the red room grab the chair come back to the blue room,F & D F E
move to the red room and push the chair back into the blue room,F & D F E
move the chair from the red room to the blue room,F & D F E
move to the red room and push the chair into the blue room,F & D F E
go into the red room and push the chair into the blue room,F & D F E
go to the red room and push the chair back into the blue room,F & D F E
go to the red room find the chair and bring it back to the purple room,F & D F E
go to red room and push the chair over and push it into the purple room,F & D F E
move to the red room get the chair move to the blue room,F & D F E
go to the red room and move the chair to the blue room,F & D F E
go to the red room and bring the chair from there back to the purple room,F & D F E
go into the red room take the chair and carry it back to the blue room,F & D F E
move to the red room move the chair to the purple room,F & D F E
go into red room get chair go into blue room,F & D F E
go to the red room get the chair return to the blue room,F & D F E
go to the red room and take the chair to the blue room,F & D F E
go to the red room pick up the chair and go backto the blue room,F & D F E
move to the red room then push the chair to the blue room,F & D F E
go into the red room and bring the chair back to the purple room,F & D F E
go to the red room and get the chair and move it to the purple room,F & D F E
go to red room move chair to blue room,F & D F E
go to the red room and push the chair into the blue room,F & D F E
go the red room get dog and go back to blue room,F & D F E
move to the red room and push the chair to the blue room,F & D F E
move to the red room then move the chair to the blue room,F & D F E
go into the red room and move the chair to the blue room,F & D F E
go to the red room get the chair and then go back to the blue room,F & D F E
move to the red room push the chair into the blue room,F & D F E
go into the red room and move the chair into the blue room,F & D F E
go to the red room push the object to the blue room,F & D F E
move to the red room grab the chair then move to the blue room,F & D F E
go to the red room get the chair then go to the blue room,F & D F E
get the chair from the red room and return it to the blue room,F & D F E
go to the red room push the chair back up to the green room,F & D F E
go to the red room push the chair into the blue room,F & D F E
move down to the red room then move the chair up to the blue room,F & D F E
move to the red room move the chair to the blue room,F & D F E
go to the red room then push the chair into the blue room,F & D F E
go to the red room and get behind the chair and push it to the blue room,F & D F E
go to the chair in the red room and then push the chair into the blue room,F & D F E
go to the red room and push the chair into the blue room,F & D F E
go to red room bring chair back to blue room,F & D F E
go to red room get chair go to blue room,F & D F E
move to the red room and move the chair into the blue room,F & D F E
go to red room push chair into the blue room,F & D F E
go from the blue room to the red room then push the chair to the blue room,F & D F E
move to the red room and move the red chair to the blue room,F & D F E
go in the red room and bring the chair back to blue room,F & D F E
move to the red room push the chair into the blue room,F & D F E
go to the red room get the chair and take it to the blue room,F & D F E
go to red room go to chair move chair to blue room,F & D F E
move to the red room and push the object back into the blue room,F & D F E
move to the red room and pick up the chair then move the chair into the blue room,F & D F E
go to red room and bring chair back to blue room,F & D F E
go to red room go to far wall go to chair push chair to blue room,F & D F E
go to red room pick up the chair and come back,F & D F E
enter the red room go to the chair push the chair across the red room then push it into the blue room,F & D F E
move to the red room move to the red chair move the red chair to the blue room,F & D F E
go through the yellow or red room to reach the blue room,F & | D Y F B
go the red or yellow room into the blue room,F & | D Y F B
move the robot from the pink room to the yellow or red room to the big blue room,F & | D Y F B
go through the red or yellow room to reach the blue room,F & | D Y F B
go through the passage into the blue room but only if you go through a yellow or red room first,F & | D Y F B
move to the blue room by going through red or yellow only,F & | D Y F B
enter the yellow or red room and then continue to the blue room,F & | D Y F B
go through the red or yellow room and go to the blue room,F & | D Y F B
go through the red or yellow to get to the blue room,F & | D Y F B
go through the yellow or red room and enter the blue room,F & | D Y F B
move through the yellow or red room to the blue room,F & | D Y F B
pass thru either the red or yellow box to get to the blue box,F & | D Y F B
go through the red or the yellow room to get to the blue room,F & | D Y F B
go to blue room by using red or yellow rooms first,F & | D Y F B
go through the yellow or red room to the blue room,F & | D Y F B
the robot has to go through the yellow or red room to get to the blue room,F & | D Y F B
go to the blue room through red or yellow,F & | D Y F B
go through the red or green room into the blue room,F & | D Y F B
go from the blue room to the red room then go from the red room to the green room,F & D F C
go from the blue room to the green room,F & D F C
go to red room and then green room,F & D F C
go into the red room and then go into the green room,F & D F C
go to the red room then go to the green room,F & D F C
go to the red room go to the green room,F & D F C
go to red room go to green room,F & D F C
move to the red room then go to the green room,F & D F C
enter the red room then enter the green room,F & D F C
move to the red room move to the green room,F & D F C
go to the red room and then go to the green room,F & D F C
first go to red room then go to green room,F & D F C
go from the blue room to the red room and then go from the red room to the green room,F & D F C
go into the red room and enter the green room,F & D F C
move to red room move to green room,F & D F C
go to the red room and then the green room,F & D F C
go to the red room and then go into the green room,F & D F C
move to the red room then move to the green room,F & D F C
go to the red room then the green room,F & D F C
go to the red room then the green room,F & D F C
go to the red room and then go to the green room,F & D F C
move to the red room and move into the green room,F & D F C
go into the red room then go into the green room,F & D F C
move to the red room move to the green room,F & D F C
go to the red room then to the green room,F & D F C
go to the red room and then to green room,F & D F C
robot c move to the red room and then move to the green room,F & D F C
move from blue room to red room then move to green room,F & D F C
move to red room then move to green room,F & D F C
move into the red room then move into the green room,F & D F C
go to the red room and then go to the green room,F & D F C
go to the red room go to the green room,F & D F C
go to the red room and then go to the green room,F & D F C
move to the red room then move to the green room,F & D F C
go into the red room and then into the green room,F & D F C
move to the red room and then move to the green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
move to the red room and then move to the green room,F & D F C
go to the red room go to the green room,F & D F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
move to the green room,F C
go in and then go into the green room,F C
move to the green room,F C
go in and then go to the green room,F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
go to the other room,F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
move to the green room,F C
move to the middle of the green room,F C
go to the green room,F C
go to the green room,F C
go into the green room,F C
move to green room,F C
go to the green room,F C
move until you are one square into the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
leave this room and go into the green room,F C
go to the green room,F C
move to the green room,F C
move to green room,F C
go to the green room,F C
move to green room,F C
go into the green room,F C
go to the green room,F C
go to the green room,F C
exit room and go right to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go into the green room,F C
go from the blue room to the red room then to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
move to yellow or red room them move to green room,F & | D Y F C
the robot has to go through the red or yellow room to get to the green room,F & | D Y F C
go through the yellow or red room and enter the green room,F & | D Y F C
go through the yellow or red room into the green room,F & | D Y F C
go thru the yellow or red box to get to the green box,F & | D Y F C
go through either the red or the yellow room to get to the green room,F & | D Y F C
get to the green room through red or yellow rooms only,F & | D Y F C
move the robot through the yellow or red small room and then to the large green room,F & | D Y F C
go through the yellow or red room to the green room,F & | D Y F C
enter the yellow or red room and proceed to the green room,F & | D Y F C
move to the green room by going through the yellow or red room,F & | D Y F C
move through the yellow or red room to the green room,F & | D Y F C
go through the yellow or red room to the green room,F & | D Y F C
go through the yellow or red room to reach the green room,F & | D Y F C
only go through the red or yellow to get to the green,F & | D Y F C
go through yellow or red square to get to green square,F & | D Y F C
go through the yellow or red room to reach the green room,F & | D Y F C
go through red or yellow to get to green,F & | D Y F C
move through the yellow or green room to the blue room,F & | C Y F B
go green or yellow to blue,F & | C Y F B
go green to blue or yellow to blue,F & | C Y F B
move through the green or yellow rooms and enter the blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
go through the green or yellow room to get to the blue room,F & | C Y F B
go to green or yellow room to blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
pass through the green or yellow room and enter into the blue room,F & | C Y F B
move through the yellow or green room to the blue room,F & | C Y F B
go through the green or yellow room to the blue room,F & | C Y F B
up through the green or yellow box to reach the blue box,F & | C Y F B
go to blue room through green or yellow room,F & | C Y F B
move toward either the yellow or green room then into the blue room,F & | C Y F B
go through either the yellow or the green room to get to the blue room,F & | C Y F B
go through the green or yellow room to the blue room,F & | C Y F B
move the robot to the small yellow or green room and then to the large blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
took the yellow room to the blue room and the green room to the blue room,F & | C Y F B
while avoiding the red room follow the shortest path to the blue room,& F B G ! D
go to the blue room but do not pass through the red room,& F B G ! D
head to the blue rectangular room without passing through a red square room,& F B G ! D
go into the blue room without going through the red room,& F B G ! D
move to blue room but do not go through the red room,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
enter the blue room without crossing the red room,& F B G ! D
avoid the red room and move to the blue room,& F B G ! D
go through room that is not red to get to blue room,& F B G ! D
go to blue but not through red,& F B G ! D
take a path to reach the blue colour place by not taking the route which is red and black,& F B G ! D
go through the opposite of the red room to reach the blue room,& F B G ! D
go to blue but not through red,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
go to the blue room without going through the red room,& F B G ! D
the robot avoids the red to get to the blue,& F B G ! D
got to blue room without going through red room,& F B G ! D
go to blue room while avoiding red rooms,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
go to the blue but do not go through red,& F B G ! D
enter the blue room without going through the red room,& F B G ! D
go to the blue room while avoiding the red room,& F B G ! D
do not go through the red room towards the blue room,& F B G ! D
avoiding the red rectangle travel to the blue area,& F B G ! D
move to the large blue room while avoiding the small red room,& F B G ! D
go to the blue room but do not pass through the red room on your way,& F B G ! D
never follow red path to reach blue room,& F B G ! D
go to the blue area by avoiding red area,& F B G ! D
move to blue room not using red room,& F B G ! D
enter the blue room without entering a red room,& F B G ! D
go only through rooms that are not red to get to the blue room,& F B G ! D
the robot avoids the red room in going towards the blue room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
without stepping on red spaces move into the blue room then stop once you enter it,& F B G ! D
move to blue room but avoid the red room,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
go through the room that is not red and enter the blue room,& F B G ! D
enter blue room via the non red room,& F B G ! D
enter the blue room without entering a red room,& F B G ! D
move to the large blue room while avoiding the small red room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
go through the red and to the blue,& F B G ! D
move to the blue room avoiding the red room,& F B G ! D
go through the room which is not red to get to the blue room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
do not go through the red room towards the blue room,& F B G ! D
enter the blue room by any room that is not red,& F B G ! D
the robot avoids red to get to blue,& F B G ! D
enter the room that is not red which will lead to the blue room,& F B G ! D
go to the blue room while not passing through the red room on the way,& F B G ! D
go only through rooms that are not red to get to the blue room,& F B G ! D
go to blue but not through red,& F B G ! D
go to blue via green or yellow but not red,& F B G ! D
to reach the blue room do not go through the red room,& F B G ! D
avoid red rooms while going to the blue one,& F B G ! D
go to the blue area by avoiding red area,& F B G ! D
go towards the blue room and avoid the red room,& F B G ! D
move to the blue room without entering a red room,& F B G ! D
avoid the red room and end at the blue rectangular room,& F B G ! D
go through square that is not green to get the blue rectangular,& F B G ! C
go to blue but not through green,& F B G ! C
go through the room that is not green to get to the blue room,& F B G ! C
go to the blue room but avoid the green room,& F B G ! C
go to blue without going to green,& F B G ! C
enter the blue room without crossing the green one,& F B G ! C
enter the blue room without entering a green room,& F B G ! C
go to blue room avoiding green,& F B G ! C
walk to the blue room while avoiding the green room,& F B G ! C
walk through any room except the green room to enter the blue room,& F B G ! C
go to blue room without going to green room,& F B G ! C
go to the blue room but avoid using the green room,& F B G ! C
do not take the green room to reach the blue room,& F B G ! C
go to the blue room while avoiding the green room,& F B G ! C
reach blue room without going through green room,& F B G ! C
go to blue area by avoiding green area,& F B G ! C
get to the blue room by avoiding the green room,& F B G ! C
enter the room that is not green and proceed through to the blue room,& F B G ! C
only go through rooms that are not green to get to the blue room,& F B G ! C
go through the room that is not green and enter the blue room,& F B G ! C
drive through the room that is not green and enter the blue room,& F B G ! C
pass through any room that is not green to reach the blue room,& F B G ! C
do not go through the green room towards the blue room,& F B G ! C
avoid green go to blue,& F B G ! C
going through the red room or the yellow room straight to the blue room avoiding the green room,& F B G ! C
move to the blue room avoiding the green room,& F B G ! C
go to the blue area by avoiding green area,& F B G ! C
enter into the room that is not green and continue through that room into the blue room,& F B G ! C
move to the blue room without entering a green room,& F B G ! C
go to the blue room but do not go through the green room,& F B G ! C
go to blue but not through green,& F B G ! C
go through the room that is not green to the blue room,& F B G ! C
avoiding green navigate to blue,& F B G ! C
get to the blue area by avoiding the green room,& F B G ! C
go to the blue room through the room that is not green,& F B G ! C
enter the room that isnt green then go to the blue room,& F B G ! C
enter the blue room without entering a green room,& F B G ! C
travel to the blue room through the room that is not green,& F B G ! C
go towards the blue room and avoid the green room,& F B G ! C
go to the blue room without passing through the green room,& F B G ! C
move to the blue room without using the green room,& F B G ! C
do not enter the blue room through the green room but by the red room,& F B G ! C
go to the blue room and do not use the green room,& F B G ! C
go to the blue room while avoiding the green room,& F B G ! C
entering any room that is not green will lead you to the blue room,& F B G ! C
move to the large blue room while avoiding the small green room,& F B G ! C
go to the red room move chair to the green room,F & D F Z
push the object in the red room into the green room,F & D F Z
go to the red room and push the chair into the green room,F & D F Z
go to the red room and then go to the green room,F & D F Z
go into the pink room retrieve the yellow object move it to the green room,F & D F Z
push chair from red room to green room,F & D F Z
push the object from the red room into the green room,F & D F Z
go to the pink room push the yellow object into the green room,F & D F Z
go to pink room and push yellow object into green room,F & D F Z
go into the red room and push the object into the green room,F & D F Z
move to pink room pick up yellow thing move to green room,F & D F Z
go to the red room move the object into the green room,F & D F Z
go from the blue room to the red room then push the yellow object into the green room,F & D F Z
push the backpack in from the red room into the green room,F & D F Z
push the object in the pink room into the green room,F & D F Z
go to below yellow object then go to green door,F & D F Z
go into the red room and move the object into the green room,F & D F Z
go to the yellow object in the pink room and move it to the green room,F & D F Z
go to red room push item to green room,F & D F Z
go to the pink room go to the chair pick up the chair go to the green room,F & D F Z
go to the red room and push the box into the green room,F & D F Z
go to the red room and move the object to the green room,F & D F Z
go to red room push yellow thing into green room,F & D F Z
move to the red room then move the object into the green room,F & D F Z
go to the red room move behind the yellow object then move to the green room,F & D F Z
move to the red room move to the yellow item move the yellow item to the green room,F & D F Z
go to the pink room go to the chair go to the blue room,F & D F Z
leave the blue room and enter the red room and go behind the object and push it into the green room,F & D F Z
enter the red room and then push the object into green room,F & D F Z
go from the blue room to the red room then push the yellow object from the red room into the green room,F & D F Z
go into the red room and push the chair into the green room,F & D F Z
