Utterance,Ground truth,Output,Correct
"you must go to Christian place of worship, IESS, exactly once","{'Christian place of worship, IESS'}","{'Christian place of worship, IESS'}",True
"ensure that none among One Vanderbilt under construction with a final height of 427 meters, Sperry & Hutchinson commercial building, Cafe Metro, SUNY State College of Optometry, and Chipotle Mexican fast food, are ever visited","{'One Vanderbilt under construction with a final height of 427 meters', 'SUNY State College of Optometry', 'Cafe Metro', 'Sperry & Hutchinson commercial building', 'Chipotle Mexican fast food'}","{'SUNY State College of Optometry', 'Cafe Metro', 'Sperry & Hutchinson commercial building', 'Chipotle Mexican fast food', 'One Vanderbilt under construction with a final height of 427 meters'}",True
"go to Gertrude Stein Memorial, then Nat Sherman Townhouse, a tobacco shop on East 42nd Street, then Alden Shoes on Madison Avenue, and then The Forefront Law Group on 5th Avenue","{'The Forefront Law Group on 5th Avenue', 'Alden Shoes on Madison Avenue', 'Nat Sherman Townhouse, a tobacco shop on East 42nd Street', 'Gertrude Stein Memorial'}","{'The Forefront Law Group on 5th Avenue', 'Alden Shoes on Madison Avenue', 'Nat Sherman Townhouse, a tobacco shop on East 42nd Street', 'Gertrude Stein Memorial'}",True
"ensure that you never reach Zara clothing store, ensure that you never reach Gertrude Stein memorial, and ensure that you never reach building on 335 Madison Avenue","{'Gertrude Stein memorial', 'Zara clothing store', 'building on 335 Madison Avenue'}","{'Gertrude Stein memorial', 'Zara clothing store', 'building on 335 Madison Avenue'}",True
"visiting PNC Bank, more than five times is prohibited",{'PNC Bank'},{'PNC Bank'},True
"if and only if you observe One Vanderbilt under construction with a final height of 427m, you should ensure that you get to location Lefcourt National Building on 5th Avenue, at the next time instant","{'Lefcourt National Building on 5th Avenue', 'One Vanderbilt under construction with a final height of 427m'}","{'Lefcourt National Building on 5th Avenue', 'One Vanderbilt'}",False
"visit COS clothing store for men and women on 5th Avenue, at least twice",{'COS clothing store for men and women on 5th Avenue'},{'COS clothing store for men and women on 5th Avenue'},True
"you have to go to East 42nd Street and Madison Avenue intersection, two or more than two times",{'East 42nd Street and Madison Avenue intersection'},{'East 42nd Street and Madison Avenue intersection'},True
"you have to go to Car rental on Madison Avenue, four or more than four times",{'Car rental on Madison Avenue'},{'Car rental on Madison Avenue'},True
"you have to walk to Madison Avenue and East 42nd Street intersection, and then walk to Zara clothing store, and then walk to Chase Bank, and then walk to building on 335 Madison Avenue, and finally walk to Pret A Manger sandwich fast food chain","{'Chase Bank', 'Pret A Manger sandwich fast food chain', 'Zara clothing store', 'Madison Avenue and East 42nd Street intersection', 'building on 335 Madison Avenue'}","{'Madison Avenue and East 42nd Street intersection', 'Chase Bank', 'Pret A Manger sandwich fast food chain', 'Zara clothing store', 'building on 335 Madison Avenue'}",True
"never visit Sean John clothing store on East 42nd Street, again after you have visited it once",{'Sean John clothing store on East 42nd Street'},{'Sean John clothing store on East 42nd Street'},True
"never visit Nat Sherman Townhouse, a tobacco shop on East 42nd Street with a flat concrete roof, again after you have visited it four times","{'Nat Sherman Townhouse, a tobacco shop on East 42nd Street with a flat concrete roof'}","{'Nat Sherman Townhouse, a tobacco shop on East 42nd Street with a flat concrete roof'}",True
"if COS clothing store for women and men on 5th Avenue, is observed only and only then should Cafe Metro, be visited in the next time step otherwise Cafe Metro, should not be visited","{'Cafe Metro', 'COS clothing store for women and men on 5th Avenue'}","{'COS clothing store for women and men on 5th Avenue', 'Cafe Metro'}",True
"for all times in the future once Cafe Metro, occurs you must visit Urban Outfitters clothing store, in the future at least one time","{'Urban Outfitters clothing store', 'Cafe Metro'}","{'Urban Outfitters clothing store', 'Cafe Metro'}",True
"make sure to visit New York Public Library on 5th Avenue, on five separate occasions",{'New York Public Library on 5th Avenue'},{'New York Public Library on 5th Avenue'},True
"go to Pret A Manger sandwich fast food chain, Mexican fast-food chain Chipotle, Commercial building on 5th Avenue, SUNY State College of Optometry, and Gertrude Stein Memorial, an infinite number of times","{'Commercial building on 5th Avenue', 'Pret A Manger sandwich fast food chain', 'Gertrude Stein Memorial', 'SUNY State College of Optometry', 'Mexican fast-food chain Chipotle'}","{'Commercial building on 5th Avenue', 'SUNY State College of Optometry', 'Mexican fast-food chain Chipotle', 'Pret A Manger sandwich fast food chain', 'Gertrude Stein Memorial'}",True
"visit The Forefront Law Group on 5th Avenue, one time but not through Fila shoe store, Car rental on Madison Avenue, or Gertrude Stein Memorial, and then visit Fila shoe store, once but not through The Forefront Law Group on 5th Avenue, Car rental on Madison Avenue, or Gertrude Stein Memorial, and then visit Car rental on Madison Avenue, once but not through The Forefront Law Group on 5th Avenue, Fila shoe store, or Gertrude Stein Memorial, and then visit Gertrude Stein Memorial, once but not through The Forefront Law Group on 5th Avenue, Fila shoe store, or Car rental on Madison Avenue","{'The Forefront Law Group on 5th Avenue', 'Fila shoe store', 'Car rental on Madison Avenue', 'Gertrude Stein Memorial'}","{'The Forefront Law Group on 5th Avenue', 'Fila shoe store', 'Car rental on Madison Avenue', 'Gertrude Stein Memorial'}",True
"visiting New York Public Library on 5th Avenue, more than four times is prohibited",{'New York Public Library on 5th Avenue'},{'New York Public Library on 5th Avenue'},True
"if you visit Car rental on Madison Avenue, make your way right to Madison Avenue & East 42nd Street intersection, right after that","{'Madison Avenue & East 42nd Street intersection', 'Car rental on Madison Avenue'}","{'Madison Avenue & East 42nd Street intersection', 'Car rental on Madison Avenue'}",True
"do not visit Historic Croton Reservoir, any fewer than five separate times",{'Historic Croton Reservoir'},{'Historic Croton Reservoir'},True
"you have to go to M&T Bank, five or more than five times",{'M&T Bank'},{'M&T Bank'},True
"do not visit Jewish place of worship, less than one time",{'Jewish place of worship'},{'Jewish place of worship'},True
"you have to go to McDonald's fast food burger joint, one or more than one time","{""McDonald's fast food burger joint""}","{""McDonald's fast food burger joint""}",True
"reach Commercial building on 5th Avenue, on exactly four separate occations",{'Commercial building on 5th Avenue'},{'Commercial building on 5th Avenue'},True
"make sure you visit Cafe Metro, four or more times",{'Cafe Metro'},{'Cafe Metro'},True
"visit McDonald's fast food burger restaurant, at least twice","{""McDonald's fast food burger restaurant""}","{""McDonald's fast food burger restaurant""}",True
"go to Chipotle Mexican fast food, only once but keep away from H&M clothing store, and then visit H&M clothing store, but keep away from Chipotle Mexican fast food","{'H&M clothing store', 'Chipotle Mexican fast food'}","{'H&M clothing store', 'Chipotle Mexican fast food'}",True
"reach Cafe Metro, exactly once while staying away from McDonald's fast-food burger restaurant, then move to McDonald's fast-food burger restaurant","{""McDonald's fast-food burger restaurant"", 'Cafe Metro'}","{""McDonald's fast-food burger restaurant"", 'Cafe Metro'}",True
"visit New York Public Library on 5th Avenue, then visit Sathya Sai place of worship, finally reach East 42nd Street and Madison Avenue intersection","{'Sathya Sai place of worship', 'East 42nd Street and Madison Avenue intersection', 'New York Public Library on 5th Avenue'}","{'Sathya Sai place of worship', 'East 42nd Street and Madison Avenue intersection', 'New York Public Library on 5th Avenue'}",True
"visit Wendell L. Willkie Memorial, only once then visit Pret A Manger sandwich fast food chain, but do not visit Pret A Manger sandwich fast food chain, before visiting Wendell L. Willkie Memorial","{'Pret A Manger sandwich fast food chain', 'Wendell L. Willkie Memorial'}","{'Pret A Manger sandwich fast food chain', 'Wendell L. Willkie Memorial'}",True
eventually you must go to historic Croton Reservoir,{'historic Croton Reservoir'},{'historic Croton Reservoir'},True
"visit W. R. Grace commercial building on 6th Avenue, exactly once do not visit Christian place of worship, IESS (Inner Enlightenment Spiritist Society), or One Vanderbilt under construction with a final height of 427m, before W. R. Grace commercial building on 6th Avenue, then visit Christian place of worship, IESS (Inner Enlightenment Spiritist Society), exactly once do not visit One Vanderbilt under construction with a final height of 427m, before Christian place of worship, IESS (Inner Enlightenment Spiritist Society), finally visit One Vanderbilt under construction with a final height of 427m","{'W. R. Grace commercial building on 6th Avenue', 'One Vanderbilt under construction with a final height of 427m', 'Christian place of worship, IESS (Inner Enlightenment Spiritist Society)'}","{'W. R. Grace commercial building on 6th Avenue', 'One Vanderbilt under construction with a final height of 427m', 'Christian place of worship, IESS (Inner Enlightenment Spiritist Society)'}",True
make sure you never visit SUNY State College of Optometry,{'SUNY State College of Optometry'},{'SUNY State College of Optometry'},True
"after you visit Starbucks coffee shop, you must visit The Forefront Law Group on 5th Avenue, right after Starbucks coffee shop, and you can only visit The Forefront Law Group on 5th Avenue, immediately after visiting Starbucks coffee shop","{'The Forefront Law Group on 5th Avenue', 'Starbucks coffee shop'}","{'The Forefront Law Group on 5th Avenue', 'Starbucks coffee shop'}",True
"you have to go to The Forefront Law Group on 5th Avenue, three or more than three times",{'The Forefront Law Group on 5th Avenue'},{'The Forefront Law Group on 5th Avenue'},True
reach Bryant Park,{'Bryant Park'},{'Bryant Park'},True
"never go to Commercial building on 5th Avenue, never go to Madison Avenue & East 42nd Street, never go to historic Croton Reservoir, and never go to Nat Sherman Townhouse, a tobacco retail store with a flat concrete roof on East 42nd Street","{'Commercial building on 5th Avenue', 'Madison Avenue & East 42nd Street', 'Nat Sherman Townhouse, a tobacco retail store with a flat concrete roof on East 42nd Street', 'historic Croton Reservoir'}","{'Commercial building on 5th Avenue', 'Madison Avenue & East 42nd Street', 'Nat Sherman Townhouse, a tobacco retail store with a flat concrete roof on East 42nd Street', 'historic Croton Reservoir'}",True
"first go to Wine & Spirits alcohol shop on West 43rd Street, while avoiding Gertrude Stein Memorial, then go to Gertrude Stein Memorial, while staying away from Historic Croton Reservoir, then go to Historic Croton Reservoir, while staying away from Wendell L. Willkie Memorial, then visit Wendell L. Willkie Memorial","{'Wine & Spirits alcohol shop on West 43rd Street', 'Historic Croton Reservoir', 'Wendell L. Willkie Memorial', 'Gertrude Stein Memorial'}","{'Wine & Spirits alcohol shop on West 43rd Street', 'Historic Croton Reservoir', 'Wendell L. Willkie Memorial', 'Gertrude Stein Memorial'}",True
"you must keep going on Sean John clothing store on East 42nd Street, until you get to Lefcourt National Building on 5th Avenue","{'Lefcourt National Building on 5th Avenue', 'Sean John clothing store on East 42nd Street'}","{'Lefcourt National Building on 5th Avenue', 'Sean John clothing store on East 42nd Street'}",True
"keep visiting Christian place of worship, IESS, historic Croton Reservoir, and Car rental on Madison Avenue, an infinite number of times","{'Christian place of worship, IESS', 'Car rental on Madison Avenue', 'historic Croton Reservoir'}","{'IESS', 'Car rental on Madison Avenue', 'Christian place of worship', 'historic Croton Reservoir'}",False
"do not visit Chipotle Mexican fast food, less than five times",{'Chipotle Mexican fast food'},{'Chipotle Mexican fast food'},True
"patrol M&T Bank, repeatedly",{'M&T Bank'},{'M&T Bank'},True
