Utterance,Ground truth,Output,Correct
"visit New York Alumni dormitory building, Coxe dormitory building, Speakman dormitory building, Rodney dormitory building, and Hopkinson dormitory, once do not visit Coxe dormitory building, without visiting New York Alumni dormitory building, and do not visit Speakman dormitory building, without visiting Coxe dormitory building, also do not visit Rodney dormitory building, without visiting Speakman dormitory building, and do not visit Hopkinson dormitory, without visiting Rodney dormitory building","{'Coxe dormitory building', 'Rodney dormitory building', 'Hopkinson dormitory', 'New York Alumni dormitory building', 'Speakman dormitory building'}","{'Coxe dormitory building', 'Speakman dormitory building', 'Rodney dormitory building', 'Hopkinson dormitory', 'New York Alumni dormitory building'}",True
"patrol New York Alumni dormitory building, repeatedly",{'New York Alumni dormitory building'},{'New York Alumni dormitory building'},True
"you have to visit College Hall at university, at least once in the future after you arrive at Memorial Tower dormitory on Spruce Street","{'College Hall at university', 'Memorial Tower dormitory on Spruce Street'}","{'College Hall at university', 'Memorial Tower dormitory on Spruce Street'}",True
"you are not allowed to cease exploring Hopkinson dormitory building, Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP), Perelman Center for Advanced Medicine, USPS Postbox, and Rodney dormitory building","{'Hopkinson dormitory building', ""Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP)"", 'Rodney dormitory building', 'Perelman Center for Advanced Medicine', 'USPS Postbox'}","{'Hopkinson dormitory building', ""Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP)"", 'Perelman Center for Advanced Medicine', 'Rodney dormitory building', 'USPS Postbox'}",True
"you have to go to Foerderer dormitory, four or more than four times",{'Foerderer dormitory'},{'Foerderer dormitory'},True
"you can not go to James G. Kaskey Memorial Park, at any time",{'James G. Kaskey Memorial Park'},{'James G. Kaskey Memorial Park'},True
"for all times in the future once Perelman Center for Advanced Medicine building, occurs you must visit Au Bon Pain sandwich fast_food place, in the future at least one time","{'Perelman Center for Advanced Medicine building', 'Au Bon Pain sandwich fast_food place'}","{'Perelman Center for Advanced Medicine building', 'Au Bon Pain sandwich fast_food place'}",True
"visit James G. Kaskey Memorial Park, Hopkinson dormitory, Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard, Leonard and Madlyn Abramson Pediatric Research Center, and Biology Pond, in any order","{'James G. Kaskey Memorial Park', ""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'Leonard and Madlyn Abramson Pediatric Research Center', 'Biology Pond', 'Hopkinson dormitory'}","{'James G. Kaskey Memorial Park', ""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'Leonard and Madlyn Abramson Pediatric Research Center', 'Biology Pond', 'Hopkinson dormitory'}",True
"make sure Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard, Foerderer dormitory, James G. Kaskey Memorial Park, University building on Spruce Street, and Au Bon Pain sandwich fast_food place, are all visited","{""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'James G. Kaskey Memorial Park', 'Foerderer dormitory', 'Au Bon Pain sandwich fast_food place', 'University building on Spruce Street'}","{""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'James G. Kaskey Memorial Park', 'Foerderer dormitory', 'Au Bon Pain sandwich fast_food place', 'University building on Spruce Street'}",True
"do not visit Baldwin dormitory, again after you haven been to Baldwin dormitory, five times",{'Baldwin dormitory'},{'Baldwin dormitory'},True
"visit Morgan dormitory building, then visit Leonard and Madlyn Abramson Pediatric Research Center, finally reach Veterans' Affairs Medical Centre hospital","{'Morgan dormitory building', 'Leonard and Madlyn Abramson Pediatric Research Center', ""Veterans' Affairs Medical Centre hospital""}","{'Morgan dormitory building', 'Leonard and Madlyn Abramson Pediatric Research Center', ""Veterans' Affairs Medical Centre hospital""}",True
"go to Foerderer dormitory building, then leave Foerderer dormitory building, and then repeat this exactly two more times",{'Foerderer dormitory building'},{'Foerderer dormitory building'},True
"travel from New York Alumni dormitory building, to Wawa convenience store, to Coxe dormitory building, to 1920 Commons university building","{'1920 Commons university building', 'Coxe dormitory building', 'Wawa convenience store', 'New York Alumni dormitory building'}","{'Coxe dormitory building', 'New York Alumni dormitory building', 'Wawa convenience store', '1920 Commons university building'}",True
"after you reach Hopkinson dormitory building, you can not move to Foerderer dormitory building","{'Hopkinson dormitory building', 'Foerderer dormitory building'}","{'Hopkinson dormitory building', 'Foerderer dormitory building'}",True
"do not visit Wilson dormitory building, again after you haven been to Wilson dormitory building, twice",{'Wilson dormitory building'},{'Wilson dormitory building'},True
"travel to 1920 Commons university building, Children's Hospital of Philadelphia Heliport, and Veterans' Affairs Medical Centre hospital, infinitely","{""Children's Hospital of Philadelphia Heliport"", ""Veterans' Affairs Medical Centre hospital"", '1920 Commons university building'}","{""Children's Hospital of Philadelphia Heliport"", ""Veterans' Affairs Medical Centre hospital"", '1920 Commons university building'}",True
"go to Wawa convenience store, only after that go to Chestnut dormitory building, only then go to USPS Postbox, and only then go to McKean dormitory building","{'Chestnut dormitory building', 'McKean dormitory building', 'USPS Postbox', 'Wawa convenience store'}","{'Chestnut dormitory building', 'McKean dormitory building', 'USPS Postbox', 'Wawa convenience store'}",True
"eventually reach Coxe dormitory building, Wilson dormitory, and Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine","{'Coxe dormitory building', 'Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine', 'Wilson dormitory'}","{'Coxe dormitory building', 'Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine', 'Wilson dormitory'}",True
"visit all three locations Leonard and Madlyn Abramson Pediatric Research Center, Leidy Laboratories building, and University of Pennsylvania Hospital on Spruce Street","{'Leonard and Madlyn Abramson Pediatric Research Center', 'Leidy Laboratories building', 'University of Pennsylvania Hospital on Spruce Street'}","{'Leonard and Madlyn Abramson Pediatric Research Center', 'Leidy Laboratories building', 'University of Pennsylvania Hospital on Spruce Street'}",True
"you must go to College Hall university building, exactly four times",{'College Hall university building'},{'College Hall university building'},True
"frequent Fitler dormitory building, and Foerderer dormitory, infinitely in any order","{'Foerderer dormitory', 'Fitler dormitory building'}","{'Foerderer dormitory', 'Fitler dormitory building'}",True
"visiting Lancaster Farms CSA Drop Site on Spruce Street, more than twice is prohibited",{'Lancaster Farms CSA Drop Site on Spruce Street'},{'Lancaster Farms CSA Drop Site on Spruce Street'},True
"visit USPS postbox, but do not visit USPS postbox, before you reach Coxe dormitory building","{'Coxe dormitory building', 'USPS postbox'}","{'USPS postbox', 'Coxe dormitory building'}",True
"visiting Biology Pond, more than once is prohibited",{'Biology Pond'},{'Biology Pond'},True
"continue visiting Rodney dormitory building, Perelman Center for Advanced Medicine building, Au Bon Pain sandwich fast_food place, and Children's Seashore House of CHOP hospital, an infinite number of times","{'Perelman Center for Advanced Medicine building', 'Rodney dormitory building', ""Children's Seashore House of CHOP hospital"", 'Au Bon Pain sandwich fast_food place'}","{'Au Bon Pain sandwich fast_food place', 'Perelman Center for Advanced Medicine building', 'Rodney dormitory building', ""Children's Seashore House of CHOP hospital""}",True
"you must visit Upper Quad park, exactly once while avoiding Stouffer College House dormitory, then you can navigate to Stouffer College House dormitory","{'Stouffer College House dormitory', 'Upper Quad park'}","{'Stouffer College House dormitory', 'Upper Quad park'}",True
find Mask & Wig dormitory building,{'Mask & Wig dormitory building'},{'Mask & Wig dormitory building'},True
travel to Wilson dormitory,{'Wilson dormitory'},{'Wilson dormitory'},True
"visiting Biology Pond, more than four times is prohibited",{'Biology Pond'},{'Biology Pond'},True
"reach Au Bon Pain sandwich fast food, and then leave Au Bon Pain sandwich fast food, then never come back to Au Bon Pain sandwich fast food",{'Au Bon Pain sandwich fast food'},{'Au Bon Pain sandwich fast food'},True
continue moving to Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine,{'Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine'},{'Hospital of the University of Pennsylvania on Spruce Street operated by Penn Medicine'},True
"you must go to Mask & Wig dormitory building, exactly five times",{'Mask & Wig dormitory building'},{'Mask & Wig dormitory building'},True
"do not make any single visit to Wawa convenience store, Thomas Penn dormitory building, or CHOP Parking Garage","{'CHOP Parking Garage', 'Thomas Penn dormitory building', 'Wawa convenience store'}","{'CHOP Parking Garage', 'Thomas Penn dormitory building', 'Wawa convenience store'}",True
"never visit Foerderer dormitory building, again after you have visited it four times",{'Foerderer dormitory building'},{'Foerderer dormitory building'},True
make sure you never visit Mask & Wig dormitory building,{'Mask & Wig dormitory building'},{'Mask & Wig dormitory building'},True
"visit Baldwin dormitory, Chestnut dormitory building, Leidy Laboratories building, Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard, and Clinical Research Building, in this strict order once the predecessor is visited you must visit the successor","{'Chestnut dormitory building', ""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'Clinical Research Building', 'Leidy Laboratories building', 'Baldwin dormitory'}","{'Chestnut dormitory building', ""Children's Hospital of Philadelphia (CHOP) on Civic Center Boulevard"", 'Leidy Laboratories building', 'Baldwin dormitory', 'Clinical Research Building'}",True
"go to Coxe dormitory building, and only go to University Vance Hall on Spruce Street, only after Coxe dormitory building, is visited and then go to Lancaster Farms CSA Drop Site on Spruce Street, only after Coxe dormitory building, and University Vance Hall on Spruce Street, are both visited and then go to 1920 Commons university building, only after Coxe dormitory building, University Vance Hall on Spruce Street, and Lancaster Farms CSA Drop Site on Spruce Street, are all visited and then go to Brooks dormitory building, only after Coxe dormitory building, University Vance Hall on Spruce Street, Lancaster Farms CSA Drop Site on Spruce Street, and 1920 Commons university building, are all visited","{'Coxe dormitory building', '1920 Commons university building', 'Lancaster Farms CSA Drop Site on Spruce Street', 'University Vance Hall on Spruce Street', 'Brooks dormitory building'}","{'Lancaster Farms CSA Drop Site on Spruce Street', 'Coxe dormitory building', 'University Vance Hall on Spruce Street', '1920 Commons university building', 'Brooks dormitory building'}",True
"go to Brooks dormitory building, more or less than three times is prohibited",{'Brooks dormitory building'},{'Brooks dormitory building'},True
"do not visit Rodney dormitory building, again after you haven been to Rodney dormitory building, three times",{'Rodney dormitory building'},{'Rodney dormitory building'},True
"visit Brooks dormitory building, only once then visit Coxe dormitory building, but do not visit Coxe dormitory building, before visiting Brooks dormitory building","{'Brooks dormitory building', 'Coxe dormitory building'}","{'Brooks dormitory building', 'Coxe dormitory building'}",True
"make sure you visit Hopkinson dormitory building, three or more times",{'Hopkinson dormitory building'},{'Hopkinson dormitory building'},True
"hold position at Foerderer dormitory, for as long as Warwick dormitory building, does not occur","{'Warwick dormitory building', 'Foerderer dormitory'}","{'Warwick dormitory building', 'Foerderer dormitory'}",True
"visit Clinical Research Building, and Lancaster Farms CSA Drop Site on Spruce Street","{'Lancaster Farms CSA Drop Site on Spruce Street', 'Clinical Research Building'}","{'Lancaster Farms CSA Drop Site on Spruce Street', 'Clinical Research Building'}",True
"go to Coxe dormitory building, Brooks dormitory building, Children's Seashore House of CHOP hospital, Children's Hospital of Philadelphia Heliport, and Fitler dormitory building, an infinite number of times","{'Coxe dormitory building', ""Children's Seashore House of CHOP hospital"", 'Fitler dormitory building', ""Children's Hospital of Philadelphia Heliport"", 'Brooks dormitory building'}","{'Coxe dormitory building', ""Children's Hospital of Philadelphia Heliport"", 'Brooks dormitory building', ""Children's Seashore House of CHOP hospital"", 'Fitler dormitory building'}",True
"find Veterans' Affairs Medical Centre hospital, first then find Perelman Center for Advanced Medicine","{'Perelman Center for Advanced Medicine', ""Veterans' Affairs Medical Centre hospital""}","{'Perelman Center for Advanced Medicine', ""Veterans' Affairs Medical Centre hospital""}",True
"visit Au Bon Pain sandwich fast food, only once while avoiding Children's Seashore House of CHOP hospital, then visit Children's Seashore House of CHOP hospital, once while avoiding Upper Quad park, only after visiting Upper Quad park, once visit Memorial Tower dormitory on Spruce Street","{'Au Bon Pain sandwich fast food', 'Memorial Tower dormitory on Spruce Street', 'Upper Quad park', ""Children's Seashore House of CHOP hospital""}","{'Au Bon Pain sandwich fast food', 'Memorial Tower dormitory on Spruce Street', ""Children's Seashore House of CHOP hospital"", 'Upper Quad park'}",True
"sometime along the way go to Leidy Laboratories building, and Upper Quad park","{'Leidy Laboratories building', 'Upper Quad park'}","{'Leidy Laboratories building', 'Upper Quad park'}",True
"go to University building on Spruce Street, then go to Leonard and Madlyn Abramson Pediatric Research Center, then go to Coxe dormitory building, then go to Upper Quad park, then go to Speakman dormitory building","{'Coxe dormitory building', 'Leonard and Madlyn Abramson Pediatric Research Center', 'University building on Spruce Street', 'Upper Quad park', 'Speakman dormitory building'}","{'Coxe dormitory building', 'Upper Quad park', 'Leonard and Madlyn Abramson Pediatric Research Center', 'Speakman dormitory building', 'University building on Spruce Street'}",True
"ensure that you visit Stouffer College House dormitory, but only after Warwick dormitory building, in turn only visit Warwick dormitory building, after Morgan dormitory building, only visit Morgan dormitory building, after 1920 Commons university building, and only visit 1920 Commons university building, after James G. Kaskey Memorial Park","{'James G. Kaskey Memorial Park', '1920 Commons university building', 'Warwick dormitory building', 'Stouffer College House dormitory', 'Morgan dormitory building'}","{'James G. Kaskey Memorial Park', '1920 Commons university building', 'Morgan dormitory building', 'Warwick dormitory building', 'Stouffer College House dormitory'}",True
"go to Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP), once without visiting USPS Postbox, then go to USPS Postbox, once without visiting Fitler dormitory building, then go to Fitler dormitory building, once without visiting McKean dormitory building, then go to McKean dormitory building, once without visiting Upper Quad park, finally go to Upper Quad park","{""Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP)"", 'McKean dormitory building', 'Upper Quad park', 'Fitler dormitory building', 'USPS Postbox'}","{'Upper Quad park', ""Children's Hospital of Philadelphia on Civic Center Boulevard (CHOP)"", 'Fitler dormitory building', 'McKean dormitory building', 'USPS Postbox'}",True
"frequent Thomas Penn dormitory building, infinitely",{'Thomas Penn dormitory building'},{'Thomas Penn dormitory building'},True
"go to Clinical Research Building, more or less than two time is prohibited",{'Clinical Research Building'},{'Clinical Research Building'},True
you need at least four distinct visits to Lancaster Farms CSA Drop Site on Spruce Street,{'Lancaster Farms CSA Drop Site on Spruce Street'},{'Lancaster Farms CSA Drop Site on Spruce Street'},True
"you are not allowed to visit Foerderer dormitory building, on five or more separate occasions",{'Foerderer dormitory building'},{'Foerderer dormitory building'},True
"go to Speakman dormitory building, three times and do not visit it anymore",{'Speakman dormitory building'},{'Speakman dormitory building'},True
"move to Coxe dormitory building, at least once do not visit Memorial Tower dormitory on Spruce Street, or Fitler dormitory building, before Coxe dormitory building, then move to Memorial Tower dormitory on Spruce Street, at least once do not visit Fitler dormitory building, before Memorial Tower dormitory on Spruce Street, finally reach Fitler dormitory building","{'Fitler dormitory building', 'Memorial Tower dormitory on Spruce Street', 'Coxe dormitory building'}","{'Fitler dormitory building', 'Memorial Tower dormitory on Spruce Street', 'Coxe dormitory building'}",True
"do not visit Wawa convenience store, again after you haven been to Wawa convenience store, three times",{'Wawa convenience store'},{'Wawa convenience store'},True
"make you go to Coxe dormitory building, at least once",{'Coxe dormitory building'},{'Coxe dormitory building'},True
"reach McKean dormitory building, then reach Memorial Tower dormitory on Spruce Street, and then reach Upper Quad park","{'Upper Quad park', 'Memorial Tower dormitory on Spruce Street', 'McKean dormitory building'}","{'Upper Quad park', 'Memorial Tower dormitory on Spruce Street', 'McKean dormitory building'}",True
"never let Children's Hospital of Philadelphia Heliport, hold","{""Children's Hospital of Philadelphia Heliport""}","{'hold', ""Children's Hospital of Philadelphia Heliport""}",False
"go to Children's Hospital of Philadelphia Heliport, four times and do not visit it anymore","{""Children's Hospital of Philadelphia Heliport""}","{""Children's Hospital of Philadelphia Heliport""}",True
"never let any of Lancaster Farms CSA Drop Site on Spruce Street, or Stouffer Commons building on Spruce Street, hold","{'Lancaster Farms CSA Drop Site on Spruce Street', 'Stouffer Commons building on Spruce Street'}","{'Lancaster Farms CSA Drop Site on Spruce Street', 'Stouffer Commons building on Spruce Street'}",True
"keep going to Veterans' Affairs Medical Centre hospital, CHOP Parking Garage, Upper Quad park, and James G. Kaskey Memorial Park, an infinite number of times","{'James G. Kaskey Memorial Park', 'Upper Quad park', 'CHOP Parking Garage', ""Veterans' Affairs Medical Centre hospital""}","{'James G. Kaskey Memorial Park', 'Upper Quad park', 'CHOP Parking Garage', ""Veterans' Affairs Medical Centre hospital""}",True
"visit University of Pennsylvania Hospital on Spruce Street, exactly three separate times",{'University of Pennsylvania Hospital on Spruce Street'},{'University of Pennsylvania Hospital on Spruce Street'},True
"visit College Hall university building, Upper Quad park, Wawa convenience store, Mask & Wig dormitory building, and Speakman dormitory building, in this strict order once the predecessor is visited you must visit the successor","{'Mask & Wig dormitory building', 'Wawa convenience store', 'Upper Quad park', 'College Hall university building', 'Speakman dormitory building'}","{'Upper Quad park', 'College Hall university building', 'Mask & Wig dormitory building', 'Speakman dormitory building', 'Wawa convenience store'}",True
"you are not allowed to cease exploring Rodney dormitory building, Upper Quad park, Speakman dormitory building, 1920 Commons university building, and Lancaster Farms CSA Drop Site on Spruce Street","{'1920 Commons university building', 'Rodney dormitory building', 'Lancaster Farms CSA Drop Site on Spruce Street', 'Upper Quad park', 'Speakman dormitory building'}","{'Lancaster Farms CSA Drop Site on Spruce Street', '1920 Commons university building', 'Upper Quad park', 'Rodney dormitory building', 'Speakman dormitory building'}",True
"hold position at 1920 Commons university building, for as long as CHOP Parking Garage, does not occur","{'CHOP Parking Garage', '1920 Commons university building'}","{'CHOP Parking Garage', '1920 Commons university building'}",True
travel to USPS Postbox,{'USPS Postbox'},{'USPS Postbox'},True
"go to Fitler dormitory building, then Leidy Laboratories building, then Upper Quad park, and then Rodney dormitory building","{'Fitler dormitory building', 'Rodney dormitory building', 'Leidy Laboratories building', 'Upper Quad park'}","{'Fitler dormitory building', 'Rodney dormitory building', 'Leidy Laboratories building', 'Upper Quad park'}",True
