Language Command,LTL Formula
move into the red room and stay on the first square you end up on,F D
go to red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go into the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move into the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
move into the red room,F D
move to red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
move to red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move into red room,F D
go into the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room and stop after entering,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
move into the red room,F D
go to the red room,F D
move to red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
go into the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
enter the red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
go to red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
go to the red room,F D
i want you to go into the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
move to red room,F D
go to the red room,F D
go to the red room,F D
move to red room,F D
move to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to red room,F D
go to red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
move to the red room,F D
go into the red room,F D
go to the red room,F D
move to the red room,F D
go to the red,F D
move to red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
move to the red room,F D
go into the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go to red room,F D
move to the red room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
go to red room,F D
go to the red room,F D
move to the red room,F D
move into the red room,F D
go to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
move to the red room,F D
go to the red room,F D
go to red room,F D
move to red room,F D
go to red room,F D
move to the red room,F D
move to the red room,F D
go to the red room,F D
go to the red room,F D
go only through rooms that are not yellow to get to the green room,& F C G ! Y
make your way to the green room while avoiding the yellow room,& F C G ! Y
proceed to green area while avoiding the yellow area,& F C G ! Y
move through the room that is not yellow into the green room,& F C G ! Y
go to green area avoiding yellow area,& F C G ! Y
do not go through the yellow room while going to the green room,& F C G ! Y
go into the green room without crossing the yellow room,& F C G ! Y
move to the green room but do not go through the yellow room,& F C G ! Y
the robot is to move towards the green room without entering a yellow room,& F C G ! Y
go to the green room without entering a yellow room,& F C G ! Y
the robot avoids yellow to get to the green,& F C G ! Y
avoid yellow area on way to green area each time,& F C G ! Y
while avoiding yellow navigate to green,& F C G ! Y
go to the green room without using the yellow room,& F C G ! Y
enter the green room without entering a yellow room,& F C G ! Y
go to the green room but do not enter the yellow room first,& F C G ! Y
enter green room via the non yellow room,& F C G ! Y
move to room not using yellow into the green room,& F C G ! Y
go to green area by avoiding yellow area,& F C G ! Y
avoid yellow find green,& F C G ! Y
go through the room that is not yellow to get to the green room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to the green room while avoiding the yellow rooms,& F C G ! Y
move to the large green room while avoiding the small yellow room,& F C G ! Y
avoid the yellow room and end at the green rectangular room,& F C G ! Y
enter the room that is not yellow and then proceed to the green room,& F C G ! Y
move to the room that is not yellow and then move into the green room,& F C G ! Y
enter the room through the door that is not yellow drive through the room and exit the other door to the green room,& F C G ! Y
to reach the green room do not go through the yellow room,& F C G ! Y
travel to the green room but do not go through the yellow room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to the green room avoiding the yellow room,& F C G ! Y
go to the green room but avoid the yellow room,& F C G ! Y
go to green room but do not enter yellow room,& F C G ! Y
go to the green room but avoid using the yellow room,& F C G ! Y
travel to the green room through the room that is not yellow,& F C G ! Y
go into the green room while totally avoiding the yellow room,& F C G ! Y
go to the green room but do not go to yellow,& F C G ! Y
go to the green room while avoiding the yellow rooms,& F C G ! Y
go to the green room but do not enter the yellow room,& F C G ! Y
avoid the yellow rooms on your way into the green rooms,& F C G ! Y
get to the green rectangle but do not go through the yellow square,& F C G ! Y
enter the green room without entering a yellow room,& F C G ! Y
do not go through the yellow room while going to the green room,& F C G ! Y
go to the green room but avoid going through the yellow room,& F C G ! Y
go through the yellow or red room to reach the blue room,F & | D Y F B
go the red or yellow room into the blue room,F & | D Y F B
move the robot from the pink room to the yellow or red room to the big blue room,F & | D Y F B
go through the red or yellow room to reach the blue room,F & | D Y F B
go through the passage into the blue room but only if you go through a yellow or red room first,F & | D Y F B
move to the blue room by going through red or yellow only,F & | D Y F B
enter the yellow or red room and then continue to the blue room,F & | D Y F B
go through the red or yellow room and go to the blue room,F & | D Y F B
go through the red or yellow to get to the blue room,F & | D Y F B
go through the yellow or red room and enter the blue room,F & | D Y F B
move through the yellow or red room to the blue room,F & | D Y F B
pass thru either the red or yellow box to get to the blue box,F & | D Y F B
go through the red or the yellow room to get to the blue room,F & | D Y F B
go to blue room by using red or yellow rooms first,F & | D Y F B
go through the yellow or red room to the blue room,F & | D Y F B
the robot has to go through the yellow or red room to get to the blue room,F & | D Y F B
go to the blue room through red or yellow,F & | D Y F B
go through the red or green room into the blue room,F & | D Y F B
go from the blue room to the red room then go from the red room to the green room,F & D F C
go to red room and then green room,F & D F C
go into the red room and then go into the green room,F & D F C
go to the red room then go to the green room,F & D F C
go to the red room go to the green room,F & D F C
go to red room go to green room,F & D F C
move to the red room then go to the green room,F & D F C
enter the red room then enter the green room,F & D F C
move to the red room move to the green room,F & D F C
go to the red room and then go to the green room,F & D F C
first go to red room then go to green room,F & D F C
go from the blue room to the red room and then go from the red room to the green room,F & D F C
go into the red room and enter the green room,F & D F C
move to red room move to green room,F & D F C
go to the red room and then the green room,F & D F C
go to the red room and then go into the green room,F & D F C
move to the red room then move to the green room,F & D F C
go to the red room then the green room,F & D F C
go to the red room then the green room,F & D F C
go to the red room and then go to the green room,F & D F C
move to the red room and move into the green room,F & D F C
go into the red room then go into the green room,F & D F C
move to the red room move to the green room,F & D F C
go to the red room then to the green room,F & D F C
go to the red room and then to green room,F & D F C
robot c move to the red room and then move to the green room,F & D F C
move from blue room to red room then move to green room,F & D F C
move to red room then move to green room,F & D F C
move into the red room then move into the green room,F & D F C
go to the red room and then go to the green room,F & D F C
go to the red room go to the green room,F & D F C
go to the red room and then go to the green room,F & D F C
move to the red room then move to the green room,F & D F C
go into the red room and then into the green room,F & D F C
move to the red room and then move to the green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
go to red room go to green room,F & D F C
move to the red room and then move to the green room,F & D F C
go to the red room go to the green room,F & D F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
move to the green room,F C
go in and then go into the green room,F C
move to the green room,F C
go in and then go to the green room,F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
move to the green room,F C
move to the green room,F C
go to the green room,F C
move to the green room,F C
move to the middle of the green room,F C
go to the green room,F C
go to the green room,F C
go into the green room,F C
move to green room,F C
go to the green room,F C
move until you are one square into the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
leave this room and go into the green room,F C
go to the green room,F C
move to the green room,F C
move to green room,F C
go to the green room,F C
move to green room,F C
go into the green room,F C
go to the green room,F C
go to the green room,F C
exit room and go right to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
go into the green room,F C
go from the blue room to the red room then to the green room,F C
go to the green room,F C
go to the green room,F C
go to the green room,F C
move to yellow or red room them move to green room,F & | D Y F C
the robot has to go through the red or yellow room to get to the green room,F & | D Y F C
go through the yellow or red room and enter the green room,F & | D Y F C
go through the yellow or red room into the green room,F & | D Y F C
go thru the yellow or red box to get to the green box,F & | D Y F C
go through either the red or the yellow room to get to the green room,F & | D Y F C
get to the green room through red or yellow rooms only,F & | D Y F C
move the robot through the yellow or red small room and then to the large green room,F & | D Y F C
go through the yellow or red room to the green room,F & | D Y F C
enter the yellow or red room and proceed to the green room,F & | D Y F C
move to the green room by going through the yellow or red room,F & | D Y F C
move through the yellow or red room to the green room,F & | D Y F C
go through the yellow or red room to the green room,F & | D Y F C
go through the yellow or red room to reach the green room,F & | D Y F C
only go through the red or yellow to get to the green,F & | D Y F C
go through yellow or red square to get to green square,F & | D Y F C
go through the yellow or red room to reach the green room,F & | D Y F C
go through red or yellow to get to green,F & | D Y F C
move through the yellow or green room to the blue room,F & | C Y F B
go green or yellow to blue,F & | C Y F B
go green to blue or yellow to blue,F & | C Y F B
move through the green or yellow rooms and enter the blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
go through the green or yellow room to get to the blue room,F & | C Y F B
go to green or yellow room to blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
pass through the green or yellow room and enter into the blue room,F & | C Y F B
move through the yellow or green room to the blue room,F & | C Y F B
go through the green or yellow room to the blue room,F & | C Y F B
up through the green or yellow box to reach the blue box,F & | C Y F B
go to blue room through green or yellow room,F & | C Y F B
move toward either the yellow or green room then into the blue room,F & | C Y F B
go through either the yellow or the green room to get to the blue room,F & | C Y F B
go through the green or yellow room to the blue room,F & | C Y F B
move the robot to the small yellow or green room and then to the large blue room,F & | C Y F B
go through the yellow or green room to get to the blue room,F & | C Y F B
took the yellow room to the blue room and the green room to the blue room,F & | C Y F B
while avoiding the red room follow the shortest path to the blue room,& F B G ! D
go to the blue room but do not pass through the red room,& F B G ! D
head to the blue rectangular room without passing through a red square room,& F B G ! D
go into the blue room without going through the red room,& F B G ! D
move to blue room but do not go through the red room,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
enter the blue room without crossing the red room,& F B G ! D
avoid the red room and move to the blue room,& F B G ! D
go through room that is not red to get to blue room,& F B G ! D
go to blue but not through red,& F B G ! D
take a path to reach the blue colour place by not taking the route which is red and black,& F B G ! D
go through the opposite of the red room to reach the blue room,& F B G ! D
go to blue but not through red,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
go to the blue room without going through the red room,& F B G ! D
the robot avoids the red to get to the blue,& F B G ! D
got to blue room without going through red room,& F B G ! D
go to blue room while avoiding red rooms,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
go to the blue but do not go through red,& F B G ! D
enter the blue room without going through the red room,& F B G ! D
go to the blue room while avoiding the red room,& F B G ! D
do not go through the red room towards the blue room,& F B G ! D
avoiding the red rectangle travel to the blue area,& F B G ! D
move to the large blue room while avoiding the small red room,& F B G ! D
go to the blue room but do not pass through the red room on your way,& F B G ! D
never follow red path to reach blue room,& F B G ! D
go to the blue area by avoiding red area,& F B G ! D
move to blue room not using red room,& F B G ! D
enter the blue room without entering a red room,& F B G ! D
go only through rooms that are not red to get to the blue room,& F B G ! D
the robot avoids the red room in going towards the blue room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
without stepping on red spaces move into the blue room then stop once you enter it,& F B G ! D
move to blue room but avoid the red room,& F B G ! D
go to the blue room but do not use the red room to get there,& F B G ! D
go through the room that is not red and enter the blue room,& F B G ! D
enter blue room via the non red room,& F B G ! D
enter the blue room without entering a red room,& F B G ! D
move to the large blue room while avoiding the small red room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
move to the blue room avoiding the red room,& F B G ! D
go through the room which is not red to get to the blue room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
go to the blue room but avoid the red room,& F B G ! D
do not go through the red room towards the blue room,& F B G ! D
enter the blue room by any room that is not red,& F B G ! D
the robot avoids red to get to blue,& F B G ! D
enter the room that is not red which will lead to the blue room,& F B G ! D
go to the blue room while not passing through the red room on the way,& F B G ! D
go only through rooms that are not red to get to the blue room,& F B G ! D
go to blue but not through red,& F B G ! D
go to blue via green or yellow but not red,& F B G ! D
to reach the blue room do not go through the red room,& F B G ! D
avoid red rooms while going to the blue one,& F B G ! D
go to the blue area by avoiding red area,& F B G ! D
go towards the blue room and avoid the red room,& F B G ! D
move to the blue room without entering a red room,& F B G ! D
avoid the red room and end at the blue rectangular room,& F B G ! D
go through square that is not green to get the blue rectangular,& F B G ! C
go to blue but not through green,& F B G ! C
go through the room that is not green to get to the blue room,& F B G ! C
go to the blue room but avoid the green room,& F B G ! C
go to blue without going to green,& F B G ! C
enter the blue room without crossing the green one,& F B G ! C
enter the blue room without entering a green room,& F B G ! C
go to blue room avoiding green,& F B G ! C
walk to the blue room while avoiding the green room,& F B G ! C
walk through any room except the green room to enter the blue room,& F B G ! C
go to blue room without going to green room,& F B G ! C
go to the blue room but avoid using the green room,& F B G ! C
do not take the green room to reach the blue room,& F B G ! C
go to the blue room while avoiding the green room,& F B G ! C
reach blue room without going through green room,& F B G ! C
go to blue area by avoiding green area,& F B G ! C
get to the blue room by avoiding the green room,& F B G ! C
enter the room that is not green and proceed through to the blue room,& F B G ! C
only go through rooms that are not green to get to the blue room,& F B G ! C
go through the room that is not green and enter the blue room,& F B G ! C
drive through the room that is not green and enter the blue room,& F B G ! C
pass through any room that is not green to reach the blue room,& F B G ! C
do not go through the green room towards the blue room,& F B G ! C
avoid green go to blue,& F B G ! C
going through the red room or the yellow room straight to the blue room avoiding the green room,& F B G ! C
move to the blue room avoiding the green room,& F B G ! C
go to the blue area by avoiding green area,& F B G ! C
enter into the room that is not green and continue through that room into the blue room,& F B G ! C
move to the blue room without entering a green room,& F B G ! C
go to the blue room but do not go through the green room,& F B G ! C
go to blue but not through green,& F B G ! C
go through the room that is not green to the blue room,& F B G ! C
avoiding green navigate to blue,& F B G ! C
get to the blue area by avoiding the green room,& F B G ! C
go to the blue room through the room that is not green,& F B G ! C
enter the room that isnt green then go to the blue room,& F B G ! C
enter the blue room without entering a green room,& F B G ! C
travel to the blue room through the room that is not green,& F B G ! C
go towards the blue room and avoid the green room,& F B G ! C
go to the blue room without passing through the green room,& F B G ! C
move to the blue room without using the green room,& F B G ! C
do not enter the blue room through the green room but by the red room,& F B G ! C
go to the blue room and do not use the green room,& F B G ! C
go to the blue room while avoiding the green room,& F B G ! C
entering any room that is not green will lead you to the blue room,& F B G ! C
move to the large blue room while avoiding the small green room,& F B G ! C
go to the green room but avoid the blue room,& F C G ! B
go to green without going through blue,& F C G ! B
enter the green room without passing the blue one,& F C G ! B
avoid the blue room and move to the green room,& F C G ! B
avoid the blue room to get to the green room,& F C G ! B
pass through the non blue room to reach the green room,& F C G ! B
avoid the blue room when proceeding to the green room,& F C G ! B
go to the green room but avoid using the blue room,& F C G ! B
go to the green room but do not go through the blue room,& F C G ! B
enter the room that is not blue then go to the green room,& F C G ! B
go through the room that is not blue to the green room,& F C G ! B
enter the green room without entering a blue room,& F C G ! B
go to the red room or the yellow room and head straight away to the green room avoiding the blue room,& F C G ! B
go to green but not through blue,& F C G ! B
go to green room avoiding blue,& F C G ! B
do not go through the blue room towards the green room,& F C G ! B
go to green area avoiding blue area,& F C G ! B
go to the green room while avoiding the blue room on the way,& F C G ! B
go to the green room but do not take the blue room to get there,& F C G ! B
avoiding blue navigate to green,& F C G ! B
only go through rooms that are not blue to get to the green room,& F C G ! B
walk through any room except the blue room to enter the green room,& F C G ! B
move to the large green room while avoiding the small blue room,& F C G ! B
drive through the room that is not blue and enter the green room on the other side,& F C G ! B
go through the room which is not blue to get to the green room,& F C G ! B
get to the green area by avoiding the blue room,& F C G ! B
go to green area by avoiding blue area,& F C G ! B
enter the room that is not blue and proceed through to the green room,& F C G ! B
go into green room but avoid blue room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
move to the green room without using the blue room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
avoid the blue room to reach the green room,& F C G ! B
go to the green room without entering a blue room,& F C G ! B
travel to the green room without going through the blue room,& F C G ! B
travel to the green room through the room that is not blue,& F C G ! B
go to the green room through the room that is not blue,& F C G ! B
enter any room that is not blue to end up in the green room,& F C G ! B
go into the green room but do not enter the blue room,& F C G ! B
go to the green room without passing through the blue room,& F C G ! B
go through the room that is not blue and enter the green room,& F C G ! B
avoid the blue room and continue to the green room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
move to the large green room while avoiding the small blue room,& F C G ! B
go towards the green room while avoiding the blue room,& F C G ! B
pass through the non blue room to enter the green room,& F C G ! B
go to the green room but do not enter the blue room,& F C G ! B
go to the green room while avoiding the blue room on the way,& F C G ! B
go to green without going through blue,& F C G ! B
move to the green room without entering a blue room,& F C G ! B
go to the green room through the red or blue room,F & | D B F C
go to red or blue then green,F & | D B F C
avoid the yellow room and enter the green room through either the red or blue room,F & | D B F C
go to the blue room or the red room and head straight away to the green room avoiding the yellow room,F & | D B F C
go to the green room either through the red room or through the blue room only,F & | D B F C
go through either a red or blue room to enter the green room,F & | D B F C
go through the blue room or the red room to get to the green room,F & | D B F C
go thru the blue or red box to get to the green box,F & | D B F C
pass through either the blue or red room to reach the green room,F & | D B F C
move from the pink box into the green box by way of the blue or red box avoiding the yellow box,F & | D B F C
go through blue or red to get to green,F & | D B F C
go through the red or the blue room to get to the green room,F & | D B F C
go through the red or blue room to get to the green room,F & | D B F C
go to green rectangle thru blue or red square but not yellow,F & | D B F C
the robot must move through the red or blue room to get to the green room,F & | D B F C
go through the blue or red room to the green room,F & | D B F C
enter the green room through either the red or or blue rooms,F & | D B F C
go through the red or blue room to the green room,F & | D B F C
go through the red or blue room to enter the green room,F & | D B F C
enter the blue or red room and proceed until the green room,F & | D B F C
move toward either the red or blue room then into the green room,F & | D B F C
go through the red or blue room to the green room,F & | D B F C
go through either the red or blue room to reach the green room,F & | D B F C
take the red or blue room into the green room,F & | D B F C
