Utterance,Ground truth,Output,Correct
"do not go to Public Storage on East Evans Avenue, until Amira Bakery & Deli on East Evans Avenue, is visited and do not go to Amira Bakery & Deli on East Evans Avenue, until South Colorado Boulevard & Evans Avenue intersection, is visited and do not go to South Colorado Boulevard & Evans Avenue intersection, until S Colorado Blvd & Buchtel Blvd intersection, is visited along the path never return to previous location you have been to","{'Public Storage on East Evans Avenue', 'Amira Bakery & Deli on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'South Colorado Boulevard & Evans Avenue intersection'}","{'Public Storage on East Evans Avenue', 'Amira Bakery & Deli on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'South Colorado Boulevard & Evans Avenue intersection'}",True
you can not go to J & K Shopping Center operated by J & K Shopping Services,{'J & K Shopping Center operated by J & K Shopping Services'},{'J & K Shopping Center operated by J & K Shopping Services'},True
"you can not go to S Colorado Blvd & Buchtel Blvd intersection, before Wells Fargo bank on South Colorado Boulevard, happens","{'Wells Fargo bank on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd intersection'}","{'Wells Fargo bank on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd intersection'}",True
"do not visit Wells Fargo bank on South Colorado Boulevard, until visiting Loan Stop bank on South Colorado Boulevard, do not visit Loan Stop bank on South Colorado Boulevard, until visiting Clothing store at Sheepskin Factory on South Colorado Boulevard","{'Wells Fargo bank on South Colorado Boulevard', 'Clothing store at Sheepskin Factory on South Colorado Boulevard', 'Loan Stop bank on South Colorado Boulevard'}","{'Wells Fargo bank on South Colorado Boulevard', 'Clothing store at Sheepskin Factory on South Colorado Boulevard', 'Loan Stop bank on South Colorado Boulevard'}",True
"make sure you never visit Which Wich? sandwich fast food on Buchtel Boulevard, Asian restaurant Pei Wei on Buchtel Boulevard, or Office Depot stationery store","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Office Depot stationery store', 'Which Wich? sandwich fast food on Buchtel Boulevard'}","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Office Depot stationery store', 'Which Wich? sandwich fast food on Buchtel Boulevard'}",True
"seeing Public Storage on East Evans Avenue, locks Colorado Center Tower Two office building on South Colorado Boulevard, from being true for all time instances starting from the next one","{'Colorado Center Tower Two office building on South Colorado Boulevard', 'Public Storage on East Evans Avenue'}","{'Colorado Center Tower Two office building on South Colorado Boulevard', 'Public Storage on East Evans Avenue'}",True
"you must go to Wells Fargo bank on South Colorado Boulevard, exactly twice",{'Wells Fargo bank on South Colorado Boulevard'},{'Wells Fargo bank on South Colorado Boulevard'},True
"head to Which Wich sandwich fast food on Buchtel Boulevard, first and then to South Colorado Boulevard & Evans Avenue intersection, but do not visit South Colorado Boulevard & Evans Avenue intersection, if you have not been to Which Wich sandwich fast food on Buchtel Boulevard","{'Which Wich sandwich fast food on Buchtel Boulevard', 'South Colorado Boulevard & Evans Avenue intersection'}","{'Which Wich sandwich fast food on Buchtel Boulevard', 'South Colorado Boulevard & Evans Avenue intersection'}",True
"always once you observe Vitamin Cottage Natural supermarket on South Colorado Boulevard, ensure that you go to Westcraft Carpets store on South Colorado Boulevard, at least once in the future","{'Vitamin Cottage Natural supermarket on South Colorado Boulevard', 'Westcraft Carpets store on South Colorado Boulevard'}","{'Vitamin Cottage Natural supermarket on South Colorado Boulevard', 'Westcraft Carpets store on South Colorado Boulevard'}",True
"go to Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard, and only then go to Loan Stop bank on South Colorado Boulevard","{'Loan Stop bank on South Colorado Boulevard', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}","{'Loan Stop bank on South Colorado Boulevard', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}",True
"after you visit Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard, you must visit A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken, right after Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard, and you can only visit A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken, immediately after visiting Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard","{'A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}","{'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard', 'A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken'}",True
"do not go to Clothing store at Sheepskin Factory on South Colorado Boulevard, any more than three times",{'Clothing store at Sheepskin Factory on South Colorado Boulevard'},{'Clothing store at Sheepskin Factory on South Colorado Boulevard'},True
"visit Safelite AutoGlass car repair on East Evans Avenue, exactly twice no more no less",{'Safelite AutoGlass car repair on East Evans Avenue'},{'Safelite AutoGlass car repair on East Evans Avenue'},True
"ensure that none among Brakes Plus car repair on East Evans Avenue, South Colorado Boulevard & Evans Avenue intersection, Native Foods Cafe on South Colorado Boulevard, Clothing store at Sheepskin Factory on South Colorado Boulevard, and S Colorado Blvd & Buchtel Blvd intersection, are ever visited","{'Brakes Plus car repair on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'Native Foods Cafe on South Colorado Boulevard', 'South Colorado Boulevard & Evans Avenue intersection', 'Clothing store at Sheepskin Factory on South Colorado Boulevard'}","{'Native Foods Cafe on South Colorado Boulevard', 'Brakes Plus car repair on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'South Colorado Boulevard & Evans Avenue intersection', 'Clothing store at Sheepskin Factory on South Colorado Boulevard'}",True
"travel to Wells Fargo bank on South Colorado Boulevard, then travel to A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken, then go to Which Wich? sandwich fast food on Buchtel Boulevard, then reach Brakes Plus car repair on East Evans Avenue","{'Wells Fargo bank on South Colorado Boulevard', 'Brakes Plus car repair on East Evans Avenue', 'Which Wich? sandwich fast food on Buchtel Boulevard', 'A&W fast food burger joint on South Colorado Boulevard, also known as Kentucky Fried Chicken'}","{'Wells Fargo bank on South Colorado Boulevard', 'A&W fast food burger joint on South Colorado Boulevard', 'Brakes Plus car repair on East Evans Avenue', 'Which Wich? sandwich fast food on Buchtel Boulevard'}",False
"reach International restaurant on South Colorado Boulevard, on exactly four separate occations",{'International restaurant on South Colorado Boulevard'},{'International restaurant on South Colorado Boulevard'},True
"continue visiting Sheepskin Factory clothing store on South Colorado Boulevard, Which Wich? sandwich fast food on Buchtel Boulevard, A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard, and International restaurant on South Colorado Boulevard, an infinite number of times","{'Which Wich? sandwich fast food on Buchtel Boulevard', 'International restaurant on South Colorado Boulevard', 'A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard', 'Sheepskin Factory clothing store on South Colorado Boulevard'}","{'International restaurant on South Colorado Boulevard', 'A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard', 'Which Wich? sandwich fast food on Buchtel Boulevard', 'Sheepskin Factory clothing store on South Colorado Boulevard'}",True
"only visit Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard, once and do not visit Brakes Plus car repair on East Evans Avenue, until you visit Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard","{'Brakes Plus car repair on East Evans Avenue', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}","{'Brakes Plus car repair on East Evans Avenue', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}",True
"first go to International restaurant on South Colorado Boulevard, then go to Public Storage on East Evans Avenue, only after International restaurant on South Colorado Boulevard","{'International restaurant on South Colorado Boulevard', 'Public Storage on East Evans Avenue'}","{'International restaurant on South Colorado Boulevard', 'Public Storage on East Evans Avenue'}",True
"visit Which Wich? sandwich fast food on Buchtel Boulevard, at least three times each time you must leave before coming back",{'Which Wich? sandwich fast food on Buchtel Boulevard'},{'Which Wich? sandwich fast food on Buchtel Boulevard'},True
"stay at Westcraft Carpets store on South Colorado Boulevard, before you see International restaurant on South Colorado Boulevard","{'International restaurant on South Colorado Boulevard', 'Westcraft Carpets store on South Colorado Boulevard'}","{'International restaurant on South Colorado Boulevard', 'Westcraft Carpets store on South Colorado Boulevard'}",True
"you can go anywhere but Colorado Center II office building on South Colorado Boulevard, Amira Bakery & Deli on East Evans Avenue, and Brakes Plus car repair on East Evans Avenue","{'Amira Bakery & Deli on East Evans Avenue', 'Brakes Plus car repair on East Evans Avenue', 'Colorado Center II office building on South Colorado Boulevard'}","{'Amira Bakery & Deli on East Evans Avenue', 'Brakes Plus car repair on East Evans Avenue', 'Colorado Center II office building on South Colorado Boulevard'}",True
"if and only if you observe Brakes Plus car repair on East Evans Avenue, you should ensure that you get to location Loan Stop bank on South Colorado Boulevard, at the next time instant","{'Loan Stop bank on South Colorado Boulevard', 'Brakes Plus car repair on East Evans Avenue'}","{'Loan Stop bank on South Colorado Boulevard', 'Brakes Plus car repair on East Evans Avenue'}",True
"visit Loan Stop bank on South Colorado Boulevard, Public Storage on East Evans Avenue, and S Colorado Blvd & Buchtel Blvd, in arbitrary order","{'Public Storage on East Evans Avenue', 'Loan Stop bank on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd'}","{'Public Storage on East Evans Avenue', 'Loan Stop bank on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd'}",True
please go to Public Storage on East Evans Avenue,{'Public Storage on East Evans Avenue'},{'Public Storage on East Evans Avenue'},True
"visit Loan Stop bank on South Colorado Boulevard, sometime afterwards visit KFC fast food restaurant serving chicken on South Colorado Boulevard, sometime afterwards visit Native Foods Cafe on South Colorado Boulevard","{'Native Foods Cafe on South Colorado Boulevard', 'KFC fast food restaurant serving chicken on South Colorado Boulevard', 'Loan Stop bank on South Colorado Boulevard'}","{'Loan Stop bank on South Colorado Boulevard', 'KFC fast food restaurant serving chicken on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard'}",True
"you can go anywhere but Native Foods Cafe on South Colorado Boulevard, Colorado Center II office building on South Colorado Boulevard, A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard, and Clothing store at Sheepskin Factory on South Colorado Boulevard","{'Clothing store at Sheepskin Factory on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard', 'A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard', 'Colorado Center II office building on South Colorado Boulevard'}","{'Clothing store at Sheepskin Factory on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard', 'A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard', 'Colorado Center II office building on South Colorado Boulevard'}",True
"go to Clothing store at Sheepskin Factory on South Colorado Boulevard, an infinite number of times",{'Clothing store at Sheepskin Factory on South Colorado Boulevard'},{'Clothing store at Sheepskin Factory on South Colorado Boulevard'},True
"your task is to go to Wells Fargo bank on South Colorado Boulevard, three or more times",{'Wells Fargo bank on South Colorado Boulevard'},{'Wells Fargo bank on South Colorado Boulevard'},True
make sure that you have exactly three separate visits to Brakes Plus car repair on East Evans Avenue,{'Brakes Plus car repair on East Evans Avenue'},{'Brakes Plus car repair on East Evans Avenue'},True
"visit Office Depot stationery store, exactly five times",{'Office Depot stationery store'},{'Office Depot stationery store'},True
"never visit KFC fast food chicken on South Colorado Boulevard, and International restaurant on South Colorado Boulevard","{'KFC fast food chicken on South Colorado Boulevard', 'International restaurant on South Colorado Boulevard'}","{'KFC fast food chicken on South Colorado Boulevard', 'International restaurant on South Colorado Boulevard'}",True
"you can not make any visit to Office Depot stationery store, when Vitamin Cottage Natural supermarket on South Colorado Boulevard, remains unseen","{'Office Depot stationery store', 'Vitamin Cottage Natural supermarket on South Colorado Boulevard'}","{'Office Depot stationery store', 'Vitamin Cottage Natural supermarket on South Colorado Boulevard'}",True
"visit Which Wich? sandwich fast food on Buchtel Boulevard, J & K Shopping Center operated by J & K Shopping Services, Brakes Plus car repair on East Evans Avenue, Mad Greens international restaurant on South Colorado Boulevard, and Pei Wei Asian restaurant on Buchtel Boulevard, in this strict order once the predecessor is visited you must visit the successor","{'Brakes Plus car repair on East Evans Avenue', 'Which Wich? sandwich fast food on Buchtel Boulevard', 'Pei Wei Asian restaurant on Buchtel Boulevard', 'J & K Shopping Center operated by J & K Shopping Services', 'Mad Greens international restaurant on South Colorado Boulevard'}","{'Pei Wei Asian restaurant on Buchtel Boulevard', 'Brakes Plus car repair on East Evans Avenue', 'J & K Shopping Center operated by J & K Shopping Services', 'Mad Greens international restaurant on South Colorado Boulevard', 'Which Wich? sandwich fast food on Buchtel Boulevard'}",True
"go to J & K Shopping Center operated by J & K Shopping Services, then Colorado Center, then KFC fast food chicken restaurant on South Colorado Boulevard, and then Westcraft Carpets store on South Colorado Boulevard","{'KFC fast food chicken restaurant on South Colorado Boulevard', 'Colorado Center', 'J & K Shopping Center operated by J & K Shopping Services', 'Westcraft Carpets store on South Colorado Boulevard'}","{'KFC fast food chicken restaurant on South Colorado Boulevard', 'Colorado Center', 'J & K Shopping Center operated by J & K Shopping Services', 'Westcraft Carpets store on South Colorado Boulevard'}",True
"you can go anywhere but Pei Wei Asian restaurant on Buchtel Boulevard, S Colorado Blvd & Buchtel Blvd intersection, Native Foods Cafe on South Colorado Boulevard, Brakes Plus car repair on East Evans Avenue, and Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard","{'Brakes Plus car repair on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard', 'Pei Wei Asian restaurant on Buchtel Boulevard'}","{'Pei Wei Asian restaurant on Buchtel Boulevard', 'Brakes Plus car repair on East Evans Avenue', 'S Colorado Blvd & Buchtel Blvd intersection', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard'}",True
"visit Amira Bakery & Deli on East Evans Avenue, only then should you visit Wells Fargo bank on South Colorado Boulevard, and only after that should you reach Office Depot stationery store","{'Wells Fargo bank on South Colorado Boulevard', 'Amira Bakery & Deli on East Evans Avenue', 'Office Depot stationery store'}","{'Wells Fargo bank on South Colorado Boulevard', 'Amira Bakery & Deli on East Evans Avenue', 'Office Depot stationery store'}",True
"do not reach A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard, for more than one distinct visit",{'A&W fast food burger and Kentucky Fried Chicken on South Colorado Boulevard'},"{'Kentucky Fried Chicken on South Colorado Boulevard', 'A&W fast food burger'}",False
"never go to Asian restaurant Pei Wei on Buchtel Boulevard, S Colorado Blvd & Buchtel Blvd intersection, or Colorado Center Tower Two office building on South Colorado Boulevard","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Colorado Center Tower Two office building on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd intersection'}","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Colorado Center Tower Two office building on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd intersection'}",True
"direct yourself to Native Foods Cafe on South Colorado Boulevard, but keep away from Colorado Center, and Clothing store named The Sheepskin Factory on South Colorado Boulevard, then go to Colorado Center, but bypass Clothing store named The Sheepskin Factory on South Colorado Boulevard, and eventually make your way to Clothing store named The Sheepskin Factory on South Colorado Boulevard","{'Clothing store named The Sheepskin Factory on South Colorado Boulevard', 'Colorado Center', 'Native Foods Cafe on South Colorado Boulevard'}","{'Clothing store named The Sheepskin Factory on South Colorado Boulevard', 'Native Foods Cafe on South Colorado Boulevard', 'Colorado Center'}",True
"visit Colorado Center, and Wells Fargo bank on South Colorado Boulevard","{'Wells Fargo bank on South Colorado Boulevard', 'Colorado Center'}","{'Wells Fargo bank on South Colorado Boulevard', 'Colorado Center'}",True
"only visit Office Depot stationery store, once followed by visiting Wells Fargo bank on South Colorado Boulevard, then visiting Asian restaurant Pei Wei on Buchtel Boulevard, once","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Office Depot stationery store', 'Wells Fargo bank on South Colorado Boulevard'}","{'Asian restaurant Pei Wei on Buchtel Boulevard', 'Office Depot stationery store', 'Wells Fargo bank on South Colorado Boulevard'}",True
"do not visit Office Depot stationery store, any more than two times",{'Office Depot stationery store'},{'Office Depot stationery store'},True
"you must go to Wells Fargo bank on South Colorado Boulevard, exactly five times",{'Wells Fargo bank on South Colorado Boulevard'},{'Wells Fargo bank on South Colorado Boulevard'},True
"do not visit Amira Bakery & Deli on East Evans Avenue, any greater or fewer than two times",{'Amira Bakery & Deli on East Evans Avenue'},{'Amira Bakery & Deli on East Evans Avenue'},True
"do not visit S Colorado Blvd & Buchtel Blvd, till you observe KFC fast food chicken restaurant on South Colorado Boulevard","{'KFC fast food chicken restaurant on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd'}","{'KFC fast food chicken restaurant on South Colorado Boulevard', 'S Colorado Blvd & Buchtel Blvd'}",True
"go to one of Westcraft Carpets store on South Colorado Boulevard, and J & K Shopping Center operated by J & K Shopping Services, and then to the other","{'J & K Shopping Center operated by J & K Shopping Services', 'Westcraft Carpets store on South Colorado Boulevard'}","{'J & K Shopping Center operated by J & K Shopping Services', 'Westcraft Carpets store on South Colorado Boulevard'}",True
"Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard, S Colorado Blvd & Buchtel Blvd intersection, or Colorado Center, can never become true at any instant","{'Colorado Center', 'S Colorado Blvd & Buchtel Blvd intersection', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}","{'Colorado Center', 'S Colorado Blvd & Buchtel Blvd intersection', 'Vitamin Cottage Natural Grocers supermarket on South Colorado Boulevard'}",True
