Utterance,Ground truth,Output,Correct
"go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue, and move on to The Plaza Post Office operated by United States Postal Service, once you have been to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue","{'The Plaza Post Office operated by United States Postal Service', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'}","{'The Plaza Post Office operated by United States Postal Service', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'}",True
"make sure at any point in time you will visit Common Market convenience store on Commonwealth Avenue, at least once in the future",{'Common Market convenience store on Commonwealth Avenue'},{'Common Market convenience store on Commonwealth Avenue'},True
"keep going between Wells Fargo bank on Central Avenue, and Elizabeth Billiards bar","{'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue'}","{'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue'}",True
"keep going between Fuel Pizza restaurant, and Animal Hospital on Commonwealth Avenue","{'Animal Hospital on Commonwealth Avenue', 'Fuel Pizza restaurant'}","{'Animal Hospital on Commonwealth Avenue', 'Fuel Pizza restaurant'}",True
"visit Subway sandwich fast food on The Plaza, infinitely often",{'Subway sandwich fast food on The Plaza'},{'Subway sandwich fast food on The Plaza'},True
"you have to visit Elizabeth Billiards bar, at least once",{'Elizabeth Billiards bar'},{'Elizabeth Billiards bar'},True
"after you visit Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue, you have to visit Fuel Pizza restaurant, later","{'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', 'Fuel Pizza restaurant'}","{'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', 'Fuel Pizza restaurant'}",True
"after visiting Harris Teeter supermarket on Central Avenue, you have to visit Zada Jane's cafe on Central Avenue, at least once","{""Zada Jane's cafe on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}","{""Zada Jane's cafe on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}",True
"go to Nova's Bakery on Central Avenue, twice and do not visit it anymore","{""Nova's Bakery on Central Avenue""}","{""Nova's Bakery on Central Avenue""}",True
"you have to go to Wells Fargo bank on Central Avenue, two or more than two times",{'Wells Fargo bank on Central Avenue'},{'Wells Fargo bank on Central Avenue'},True
"go to Zada Jane's Cafe on Central Avenue, after going to Diamond Restaurant","{""Zada Jane's Cafe on Central Avenue"", 'Diamond Restaurant'}","{""Zada Jane's Cafe on Central Avenue"", 'Diamond Restaurant'}",True
find Dairy Queen fast food restaurant,{'Dairy Queen fast food restaurant'},{'Dairy Queen fast food restaurant'},True
"Subway sandwich fast food on The Plaza, Dish restaurant in a building, and Diamond Restaurant, should never be visited","{'Subway sandwich fast food on The Plaza', 'Diamond Restaurant', 'Dish restaurant in a building'}","{'Subway sandwich fast food on The Plaza', 'Diamond Restaurant', 'Dish restaurant in a building'}",True
"you must visit Dairy Queen fast food restaurant, once you go to The Plaza Post Office operated by United States Postal Service, and you must avoid Dairy Queen fast food restaurant, any other time","{'The Plaza Post Office operated by United States Postal Service', 'Dairy Queen fast food restaurant'}","{'The Plaza Post Office operated by United States Postal Service', 'Dairy Queen fast food restaurant'}",True
"reach Common Market convenience store on Commonwealth Avenue, Fuel Pizza restaurant, Wells Fargo bank on Central Avenue, Dish restaurant in a building, and Dairy Queen fast food restaurant, sequentially","{'Dairy Queen fast food restaurant', 'Wells Fargo bank on Central Avenue', 'Dish restaurant in a building', 'Fuel Pizza restaurant', 'Common Market convenience store on Commonwealth Avenue'}","{'Dairy Queen fast food restaurant', 'Wells Fargo bank on Central Avenue', 'Common Market convenience store on Commonwealth Avenue', 'Dish restaurant in a building', 'Fuel Pizza restaurant'}",True
"never visit Zada Jane's cafe on Central Avenue, more than twice","{""Zada Jane's cafe on Central Avenue""}","{""Zada Jane's cafe on Central Avenue""}",True
"never go to Dairy Queen fast food, more than twice",{'Dairy Queen fast food'},{'Dairy Queen fast food'},True
"you have to go to Dish restaurant building, two or more than two times",{'Dish restaurant building'},{'Dish restaurant building'},True
"never go to Subway sandwich shop on The Plaza, more than once",{'Subway sandwich shop on The Plaza'},{'Subway sandwich shop on The Plaza'},True
"if you visit Nova's Bakery on Central Avenue, you also have to visit Common Market convenience store on Commonwealth Avenue, after that","{""Nova's Bakery on Central Avenue"", 'Common Market convenience store on Commonwealth Avenue'}","{""Nova's Bakery on Central Avenue"", 'Common Market convenience store on Commonwealth Avenue'}",True
"visit Dish, a restaurant building, Wells Fargo bank on Central Avenue, and Diamond Restaurant, infinitely often","{'Wells Fargo bank on Central Avenue', 'Dish, a restaurant building', 'Diamond Restaurant'}","{'Wells Fargo bank on Central Avenue', 'Dish, a restaurant building', 'Diamond Restaurant'}",True
"avoid Nova's Bakery on Central Avenue, initially when Harris Teeter supermarket on Central Avenue, is not visited and then just visit Harris Teeter supermarket on Central Avenue, once and then visit Nova's Bakery on Central Avenue, while avoiding Harris Teeter supermarket on Central Avenue","{""Nova's Bakery on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}","{""Nova's Bakery on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}",True
"go to CVS Pharmacy on Pecan Avenue, then Wells Fargo bank on Central Avenue","{'Wells Fargo bank on Central Avenue', 'CVS Pharmacy on Pecan Avenue'}","{'Wells Fargo bank on Central Avenue', 'CVS Pharmacy on Pecan Avenue'}",True
"visit Nova's Bakery on Central Avenue, exactly once no more no less","{""Nova's Bakery on Central Avenue""}","{""Nova's Bakery on Central Avenue""}",True
"do not go to Fuel Pizza restaurant, until you go to Wells Fargo bank on Central Avenue","{'Wells Fargo bank on Central Avenue', 'Fuel Pizza restaurant'}","{'Wells Fargo bank on Central Avenue', 'Fuel Pizza restaurant'}",True
"go to Fuel Pizza restaurant, and move on to Subway sandwich fast food on The Plaza, once you have been to Fuel Pizza restaurant","{'Subway sandwich fast food on The Plaza', 'Fuel Pizza restaurant'}","{'Subway sandwich fast food on The Plaza', 'Fuel Pizza restaurant'}",True
"head to Harris Teeter supermarket on Central Avenue, Zada Jane's cafe on Central Avenue, and Diamond Restaurant, in any order","{""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}","{""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}",True
"you have to avoid Diamond Restaurant, and Nova's Bakery on Central Avenue, at all costs","{""Nova's Bakery on Central Avenue"", 'Diamond Restaurant'}","{""Nova's Bakery on Central Avenue"", 'Diamond Restaurant'}",True
"navigate to Dish, a restaurant building, exactly twice","{'Dish, a restaurant building'}","{'Dish, a restaurant building'}",True
"after you go to Nova's Bakery on Central Avenue, you have to avoid Dish, a restaurant building","{""Nova's Bakery on Central Avenue"", 'Dish, a restaurant building'}","{""Nova's Bakery on Central Avenue"", 'Dish, a restaurant building'}",True
"after visiting Diamond Restaurant, you have to visit Harris Teeter supermarket on Central Avenue, at least once","{'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}","{'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}",True
"you are not allowed to cease exploring Common Market convenience store on Commonwealth Avenue, Elizabeth Billiards bar, Fuel Pizza restaurant, CVS Pharmacy on Pecan Avenue, and Diamond Restaurant","{'Elizabeth Billiards bar', 'Fuel Pizza restaurant', 'Common Market convenience store on Commonwealth Avenue', 'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue'}","{'Elizabeth Billiards bar', 'Common Market convenience store on Commonwealth Avenue', 'Diamond Restaurant', 'Fuel Pizza restaurant', 'CVS Pharmacy on Pecan Avenue'}",True
"visiting Animal Hospital on Commonwealth Avenue, more than five times is prohibited",{'Animal Hospital on Commonwealth Avenue'},{'Animal Hospital on Commonwealth Avenue'},True
"CVS Pharmacy on Pecan Avenue, Common Market convenience store on Commonwealth Avenue, and Diamond Restaurant, must be visited","{'Common Market convenience store on Commonwealth Avenue', 'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue'}","{'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue', 'Common Market convenience store on Commonwealth Avenue'}",True
"you must go to Zada Jane's cafe on Central Avenue, exactly five times","{""Zada Jane's cafe on Central Avenue""}","{""Zada Jane's cafe on Central Avenue""}",True
"visit Wells Fargo bank on Central Avenue, five times and never revisit it again",{'Wells Fargo bank on Central Avenue'},{'Wells Fargo bank on Central Avenue'},True
"never visit Fuel Pizza restaurant, more than four times",{'Fuel Pizza restaurant'},{'Fuel Pizza restaurant'},True
"make sure you never visit Dairy Queen fast food, Animal Hospital on Commonwealth Avenue, CVS Pharmacy on Pecan Avenue, or Diamond Restaurant","{'Animal Hospital on Commonwealth Avenue', 'Diamond Restaurant', 'Dairy Queen fast food', 'CVS Pharmacy on Pecan Avenue'}","{'Animal Hospital on Commonwealth Avenue', 'Diamond Restaurant', 'Dairy Queen fast food', 'CVS Pharmacy on Pecan Avenue'}",True
"go to Nova's Bakery on Central Avenue, Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue, Common Market convenience store on Commonwealth Avenue, and CVS Pharmacy on Pecan Avenue, in any order","{""Nova's Bakery on Central Avenue"", 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue', 'CVS Pharmacy on Pecan Avenue', 'Common Market convenience store on Commonwealth Avenue'}","{""Nova's Bakery on Central Avenue"", 'Common Market convenience store on Commonwealth Avenue', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue', 'CVS Pharmacy on Pecan Avenue'}",True
"visit Common Market convenience store on Commonwealth Avenue, equal or more than once",{'Common Market convenience store on Commonwealth Avenue'},{'Common Market convenience store on Commonwealth Avenue'},True
"frequent CVS Pharmacy on Pecan Avenue, and Dish, a restaurant building, infinitely in any order","{'Dish, a restaurant building', 'CVS Pharmacy on Pecan Avenue'}","{'Dish, a restaurant building', 'CVS Pharmacy on Pecan Avenue'}",True
"always stay away from Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue, Animal hospital on Commonwealth Avenue, Nova's Bakery on Central Avenue, CVS Pharmacy on Pecan Avenue, and Harris Teeter supermarket on Central Avenue","{'Animal hospital on Commonwealth Avenue', 'Harris Teeter supermarket on Central Avenue', 'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', ""Nova's Bakery on Central Avenue"", 'CVS Pharmacy on Pecan Avenue'}","{'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', 'Animal hospital on Commonwealth Avenue', 'Harris Teeter supermarket on Central Avenue', ""Nova's Bakery on Central Avenue"", 'CVS Pharmacy on Pecan Avenue'}",True
"visit Fuel Pizza restaurant, Wells Fargo bank on Central Avenue, Elizabeth Billiards bar, and Zada Jane's Cafe on Central Avenue, one after the other","{'Elizabeth Billiards bar', ""Zada Jane's Cafe on Central Avenue"", 'Wells Fargo bank on Central Avenue', 'Fuel Pizza restaurant'}","{""Zada Jane's Cafe on Central Avenue"", 'Elizabeth Billiards bar', 'Fuel Pizza restaurant', 'Wells Fargo bank on Central Avenue'}",True
"go to Diamond Restaurant, Subway sandwich fast food on The Plaza, Harris Teeter supermarket on Central Avenue, and Zada Jane's cafe on Central Avenue, in any order","{'Subway sandwich fast food on The Plaza', ""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}","{'Subway sandwich fast food on The Plaza', ""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}",True
"first go to Zada Jane's cafe on Central Avenue, while avoiding Animal Hospital on Commonwealth Avenue, then move to Animal Hospital on Commonwealth Avenue","{'Animal Hospital on Commonwealth Avenue', ""Zada Jane's cafe on Central Avenue""}","{'Animal Hospital on Commonwealth Avenue', ""Zada Jane's cafe on Central Avenue""}",True
"do not stop visiting Common Market convenience store on Commonwealth Avenue, Dairy Queen fast food, and Dish restaurant building","{'Dish restaurant building', 'Dairy Queen fast food', 'Common Market convenience store on Commonwealth Avenue'}","{'Common Market convenience store on Commonwealth Avenue', 'Dairy Queen fast food', 'Dish restaurant building'}",True
"go to Dish, a restaurant building, Elizabeth Billiards bar, Diamond Restaurant, and The Plaza Post Office operated by United States Postal Service, in arbitrary order","{'The Plaza Post Office operated by United States Postal Service', 'Elizabeth Billiards bar', 'Dish, a restaurant building', 'Diamond Restaurant'}","{'The Plaza Post Office operated by United States Postal Service', 'Elizabeth Billiards bar', 'Dish, a restaurant building', 'Diamond Restaurant'}",True
"you can not visit Harris Teeter supermarket on Central Avenue, Zada Jane's cafe on Central Avenue, or Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue, at any time","{'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', ""Zada Jane's cafe on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}","{'Public Library of Charlotte and Mecklenburg County- Plaza Midwood Branch on Central Avenue', ""Zada Jane's cafe on Central Avenue"", 'Harris Teeter supermarket on Central Avenue'}",True
"navigate to Zada Jane's cafe on Central Avenue, exactly five times","{""Zada Jane's cafe on Central Avenue""}","{""Zada Jane's cafe on Central Avenue""}",True
"go to the following locations Nova's Bakery on Central Avenue, Diamond Restaurant, and CVS Pharmacy on Pecan Avenue","{""Nova's Bakery on Central Avenue"", 'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue'}","{""Nova's Bakery on Central Avenue"", 'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue'}",True
"visit Elizabeth Billiards bar, Nova's Bakery on Central Avenue, and Wells Fargo bank on Central Avenue, one after another","{""Nova's Bakery on Central Avenue"", 'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue'}","{""Nova's Bakery on Central Avenue"", 'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue'}",True
"you have to visit Fuel Pizza restaurant, exactly five times",{'Fuel Pizza restaurant'},{'Fuel Pizza restaurant'},True
"make sure Elizabeth Billiards bar, Fuel Pizza restaurant, Common Market convenience store on Commonwealth Avenue, and Diamond Restaurant, are all visited","{'Elizabeth Billiards bar', 'Diamond Restaurant', 'Fuel Pizza restaurant', 'Common Market convenience store on Commonwealth Avenue'}","{'Elizabeth Billiards bar', 'Diamond Restaurant', 'Fuel Pizza restaurant', 'Common Market convenience store on Commonwealth Avenue'}",True
"you must go to Wells Fargo bank on Central Avenue, exactly twice",{'Wells Fargo bank on Central Avenue'},{'Wells Fargo bank on Central Avenue'},True
stop by Nova's Bakery on Central Avenue,"{""Nova's Bakery on Central Avenue""}","{""Nova's Bakery on Central Avenue""}",True
"go to Zada Jane's cafe on Central Avenue, exactly once while avoiding Animal Hospital on Commonwealth Avenue, and Elizabeth Billiards bar, then go to Animal Hospital on Commonwealth Avenue, exactly once while avoiding Elizabeth Billiards bar, finally go to Elizabeth Billiards bar","{'Animal Hospital on Commonwealth Avenue', ""Zada Jane's cafe on Central Avenue"", 'Elizabeth Billiards bar'}","{'Animal Hospital on Commonwealth Avenue', ""Zada Jane's cafe on Central Avenue"", 'Elizabeth Billiards bar'}",True
"go to Harris Teeter supermarket on Central Avenue, while staying away from Animal hospital on Commonwealth Avenue, then move to Animal hospital on Commonwealth Avenue","{'Animal hospital on Commonwealth Avenue', 'Harris Teeter supermarket on Central Avenue'}","{'Animal hospital on Commonwealth Avenue', 'Harris Teeter supermarket on Central Avenue'}",True
"go to Harris Teeter supermarket on Central Avenue, only then go to Dish, a restaurant building, without returning only after that go to The Plaza Post Office operated by United States Postal Service, without returning only after that go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue, without returning and finally only then go to Animal hospital on Commonwealth Avenue, without returning","{'The Plaza Post Office operated by United States Postal Service', 'Animal hospital on Commonwealth Avenue', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue', 'Harris Teeter supermarket on Central Avenue', 'Dish, a restaurant building'}","{'The Plaza Post Office operated by United States Postal Service', 'Animal hospital on Commonwealth Avenue', 'Harris Teeter supermarket on Central Avenue', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue', 'Dish, a restaurant building'}",True
"explore Wells Fargo bank on Central Avenue, Harris Teeter supermarket on Central Avenue, and Subway sandwich fast food on The Plaza, endlessy","{'Animal Hospital on Commonwealth Avenue', 'Subway sandwich fast food on The Plaza', 'Wells Fargo bank on Central Avenue', 'Harris Teeter supermarket on Central Avenue'}","{'Subway sandwich fast food on The Plaza', 'Wells Fargo bank on Central Avenue', 'Harris Teeter supermarket on Central Avenue'}",False
"visiting Dairy Queen fast food restaurant, more than once is prohibited",{'Dairy Queen fast food restaurant'},{'Dairy Queen fast food restaurant'},True
"you have to go to Harris Teeter supermarket on Central Avenue, three or more than three times",{'Harris Teeter supermarket on Central Avenue'},{'Harris Teeter supermarket on Central Avenue'},True
"always stay away from Dish restaurant in a building, CVS Pharmacy on Pecan Avenue, Common Market convenience store on Commonwealth Avenue, Diamond Restaurant, and Fuel Pizza restaurant","{'Dish restaurant in a building', 'Fuel Pizza restaurant', 'Common Market convenience store on Commonwealth Avenue', 'Diamond Restaurant', 'CVS Pharmacy on Pecan Avenue'}","{'Common Market convenience store on Commonwealth Avenue', 'Dish restaurant in a building', 'Diamond Restaurant', 'Fuel Pizza restaurant', 'CVS Pharmacy on Pecan Avenue'}",True
"move to Harris Teeter supermarket on Central Avenue, then move to Diamond Restaurant","{'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}","{'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}",True
"you have to visit Elizabeth Billiards bar, exactly five times",{'Elizabeth Billiards bar'},{'Elizabeth Billiards bar'},True
"move to Nova's Bakery on Central Avenue, Dairy Queen fast food restaurant, The Plaza Post Office operated by United States Postal Service, and Fuel Pizza restaurant, in any order","{'The Plaza Post Office operated by United States Postal Service', ""Nova's Bakery on Central Avenue"", 'Dairy Queen fast food restaurant', 'Fuel Pizza restaurant'}","{'The Plaza Post Office operated by United States Postal Service', ""Nova's Bakery on Central Avenue"", 'Dairy Queen fast food restaurant', 'Fuel Pizza restaurant'}",True
"right after you visit The Plaza Post Office operated by United States Postal Service, you must go to Fuel Pizza restaurant","{'The Plaza Post Office operated by United States Postal Service', 'Fuel Pizza restaurant'}","{'The Plaza Post Office operated by United States Postal Service', 'Fuel Pizza restaurant'}",True
"you can not go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue, before The Plaza Post Office operated by United States Postal Service, happens","{'The Plaza Post Office operated by United States Postal Service', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'}","{'The Plaza Post Office operated by United States Postal Service', 'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'}",True
"you must go to Subway sandwich shop on The Plaza, exactly once",{'Subway sandwich shop on The Plaza'},{'Subway sandwich shop on The Plaza'},True
"once you go to Dish restaurant building, you must go to Nova's Bakery on Central Avenue","{""Nova's Bakery on Central Avenue"", 'Dish restaurant building'}","{""Nova's Bakery on Central Avenue"", 'Dish restaurant building'}",True
"visit Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue, five times and never revisit it again",{'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'},{'Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch on Central Avenue'},True
"go to Nova's Bakery on Central Avenue, Zada Jane's cafe on Central Avenue, Harris Teeter supermarket on Central Avenue, and Diamond Restaurant, in arbitrary order","{""Nova's Bakery on Central Avenue"", ""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}","{""Nova's Bakery on Central Avenue"", ""Zada Jane's cafe on Central Avenue"", 'Diamond Restaurant', 'Harris Teeter supermarket on Central Avenue'}",True
"you can not visit Harris Teeter supermarket on Central Avenue, more than four times",{'Harris Teeter supermarket on Central Avenue'},{'Harris Teeter supermarket on Central Avenue'},True
do not stop visiting CVS Pharmacy on Pecan Avenue,{'CVS Pharmacy on Pecan Avenue'},{'CVS Pharmacy on Pecan Avenue'},True
"first go directly to Elizabeth Billiards bar, without visiting any other waypoints then go directly to Wells Fargo bank on Central Avenue, then directly to Harris Teeter supermarket on Central Avenue, and finally directly to Nova's Bakery on Central Avenue","{""Nova's Bakery on Central Avenue"", 'Elizabeth Billiards bar', 'Harris Teeter supermarket on Central Avenue', 'Wells Fargo bank on Central Avenue'}","{""Nova's Bakery on Central Avenue"", 'Elizabeth Billiards bar', 'Harris Teeter supermarket on Central Avenue', 'Wells Fargo bank on Central Avenue'}",True
"avoid reaching Nova's Bakery on Central Avenue, and Fuel Pizza restaurant","{""Nova's Bakery on Central Avenue"", 'Fuel Pizza restaurant'}","{""Nova's Bakery on Central Avenue"", 'Fuel Pizza restaurant'}",True
"never visit Zada Jane's cafe on Central Avenue, again after you have visited it five times","{""Zada Jane's cafe on Central Avenue""}","{""Zada Jane's cafe on Central Avenue""}",True
"never visit Animal Hospital on Commonwealth Avenue, again after you have visited it four times",{'Animal Hospital on Commonwealth Avenue'},{'Animal Hospital on Commonwealth Avenue'},True
"do not leave The Plaza Post Office operated by United States Postal Service, before Animal Hospital on Commonwealth Avenue, is seen","{'The Plaza Post Office operated by United States Postal Service', 'Animal Hospital on Commonwealth Avenue'}","{'The Plaza Post Office operated by United States Postal Service', 'Animal Hospital on Commonwealth Avenue'}",True
"make sure you visit Wells Fargo bank on Central Avenue, infinite times",{'Wells Fargo bank on Central Avenue'},{'Wells Fargo bank on Central Avenue'},True
"visit Elizabeth Billiards bar, Dish, a restaurant building, Subway sandwich fast food on The Plaza, Nova's Bakery on Central Avenue, and Diamond Restaurant, with no limits","{'Elizabeth Billiards bar', 'Subway sandwich fast food on The Plaza', 'Dish, a restaurant building', ""Nova's Bakery on Central Avenue"", 'Diamond Restaurant'}","{""Nova's Bakery on Central Avenue"", 'Elizabeth Billiards bar', 'Dish, a restaurant building', 'Subway sandwich fast food on The Plaza', 'Diamond Restaurant'}",True
"visit Common Market convenience store on Commonwealth Avenue, but do not visit Common Market convenience store on Commonwealth Avenue, before you reach CVS Pharmacy on Pecan Avenue","{'Common Market convenience store on Commonwealth Avenue', 'CVS Pharmacy on Pecan Avenue'}","{'Common Market convenience store on Commonwealth Avenue', 'CVS Pharmacy on Pecan Avenue'}",True
"visit Wells Fargo bank on Central Avenue, Common Market convenience store on Commonwealth Avenue, Dairy Queen fast food, Zada Jane's Cafe on Central Avenue, and Elizabeth Billiards bar, in this order without skipping any one of them","{'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue', 'Dairy Queen fast food', 'Common Market convenience store on Commonwealth Avenue', ""Zada Jane's Cafe on Central Avenue""}","{'Elizabeth Billiards bar', 'Wells Fargo bank on Central Avenue', 'Dairy Queen fast food', 'Common Market convenience store on Commonwealth Avenue', ""Zada Jane's Cafe on Central Avenue""}",True
