Utterance,Ground truth,Output,Correct
"go to Brothers Bar & Grill on Park Street, and go to Martinis restaurant, after Brothers Bar & Grill on Park Street, is visited and go to Park Street Cantina bar, after Brothers Bar & Grill on Park Street, and Martinis restaurant, are visited","{'Martinis restaurant', 'Brothers Bar & Grill on Park Street', 'Park Street Cantina bar'}","{'Martinis restaurant', 'Brothers Bar & Grill on Park Street', 'Park Street Cantina bar'}",True
"do not go to Park Street District neighborhood, until you go to Park Street Cantina bar","{'Park Street Cantina bar', 'Park Street District neighborhood'}","{'Park Street Cantina bar', 'Park Street District neighborhood'}",True
"pick one from CoGo North Market bike rental, and Park Street Tavern bar, go there and then head to the other one","{'Park Street Tavern bar', 'CoGo North Market bike rental'}","{'Park Street Tavern bar', 'CoGo North Market bike rental'}",True
you must never go to Martinis restaurant,{'Martinis restaurant'},{'Martinis restaurant'},True
"you have to go to CoGo North Market bike rental, two or more than two times",{'CoGo North Market bike rental'},{'CoGo North Market bike rental'},True
stop by Martinis restaurant,{'Martinis restaurant'},{'Martinis restaurant'},True
move to Brothers Bar & Grill on Park Street,{'Brothers Bar & Grill on Park Street'},{'Brothers Bar & Grill on Park Street'},True
"go to North Market Parking lot, Hilton Columbus Downtown commercial building, Flower shop called Market Blooms, and Char Bar pub on North High Street, in any order","{'Char Bar pub on North High Street', 'North Market Parking lot', 'Flower shop called Market Blooms', 'Hilton Columbus Downtown commercial building'}","{'Char Bar pub on North High Street', 'North Market Parking lot', 'Flower shop called Market Blooms', 'Hilton Columbus Downtown commercial building'}",True
"navigate to Martinis restaurant, exactly five times",{'Martinis restaurant'},{'Martinis restaurant'},True
"after you visit Brothers Bar & Grill on Park Street, you must visit Arnold Schwarzenegger statue, right after Brothers Bar & Grill on Park Street, and you can only visit Arnold Schwarzenegger statue, immediately after visiting Brothers Bar & Grill on Park Street","{'Brothers Bar & Grill on Park Street', 'Arnold Schwarzenegger statue'}","{'Brothers Bar & Grill on Park Street', 'Arnold Schwarzenegger statue'}",True
"go to Short North neighborhood, Martinis restaurant, North Market supermarket in a commercial building, and BBR bar, in any order","{'Martinis restaurant', 'BBR bar', 'North Market supermarket in a commercial building', 'Short North neighborhood'}","{'Martinis restaurant', 'BBR bar', 'North Market supermarket in a commercial building', 'Short North neighborhood'}",True
"head to North Market, a commercial supermarket building, CoGo North Market bike rental, and Martini Modern Italian restaurant on North High Street, in any order","{'CoGo North Market bike rental', 'Martini Modern Italian restaurant on North High Street', 'North Market, a commercial supermarket building'}","{'CoGo North Market bike rental', 'Martini Modern Italian restaurant on North High Street', 'North Market, a commercial supermarket building'}",True
"visit Columbus Children's Theatre, then visit Garage Bar, finally reach CoGo North Market bike rental","{'Garage Bar', 'CoGo North Market bike rental', ""Columbus Children's Theatre""}","{'Garage Bar', 'CoGo North Market bike rental', ""Columbus Children's Theatre""}",True
"if you visit Arnold Schwarzenegger statue, you also have to visit Market Blooms florist shop, after that","{'Market Blooms florist shop', 'Arnold Schwarzenegger statue'}","{'Market Blooms florist shop', 'Arnold Schwarzenegger statue'}",True
do not stop visiting Park Street Tavern bar,{'Park Street Tavern bar'},{'Park Street Tavern bar'},True
"go to Martinis restaurant, then Arnold Schwarzenegger statue, then Park Street Cantina bar, and then Garage Bar","{'Garage Bar', 'Martinis restaurant', 'Park Street Cantina bar', 'Arnold Schwarzenegger statue'}","{'Garage Bar', 'Martinis restaurant', 'Park Street Cantina bar', 'Arnold Schwarzenegger statue'}",True
"never go to Short North neighborhood, more than four times",{'Short North neighborhood'},{'Short North neighborhood'},True
"visit Bar Louie pub, Mikey's Late Night Slice pizza restaurant, Brothers Bar & Grill on Park Street, Market Blooms florist shop, and Park Street Cantina bar, with no limits","{'Market Blooms florist shop', 'Brothers Bar & Grill on Park Street', ""Mikey's Late Night Slice pizza restaurant"", 'Bar Louie pub', 'Park Street Cantina bar'}","{'Market Blooms florist shop', 'Brothers Bar & Grill on Park Street', 'Bar Louie pub', ""Mikey's Late Night Slice pizza restaurant"", 'Park Street Cantina bar'}",True
"visiting Columbus Children's Theatre, more than twice is prohibited","{""Columbus Children's Theatre""}","{""Columbus Children's Theatre""}",True
"after you go to Bar Louie pub, you have to avoid Mikey's pizza restaurant","{""Mikey's pizza restaurant"", 'Bar Louie pub'}","{""Mikey's pizza restaurant"", 'Bar Louie pub'}",True
"please keep visiting Short North neighborhood, and North Market, a commercial supermarket building, without stopping","{'North Market, a commercial supermarket building', 'Short North neighborhood'}","{'Short North neighborhood', 'North Market, a commercial supermarket building'}",True
"visit Garage Bar, four times and never revisit it again",{'Garage Bar'},{'Garage Bar'},True
"you must go to Columbus Convention Center, a conference centre building, exactly four times","{'Columbus Convention Center, a conference centre building'}","{'Columbus Convention Center, a conference centre building'}",True
"go to Dahlia Nightclub, and move on to Barley's Brewing Company pub on North High Street, once you have been to Dahlia Nightclub","{""Barley's Brewing Company pub on North High Street"", 'Dahlia Nightclub'}","{""Barley's Brewing Company pub on North High Street"", 'Dahlia Nightclub'}",True
"direct yourself to Park Street Tavern bar, but keep away from Park Street District neighborhood, and Hampton Inn and Suites Columbus Downtown, then go to Park Street District neighborhood, but bypass Hampton Inn and Suites Columbus Downtown, and eventually make your way to Hampton Inn and Suites Columbus Downtown","{'Park Street Tavern bar', 'Hampton Inn and Suites Columbus Downtown', 'Park Street District neighborhood'}","{'Park Street Tavern bar', 'Park Street District neighborhood', 'Hampton Inn and Suites Columbus Downtown'}",True
"make sure you visit Central Ohio Transit Authority at N High St & Spruce St, four or more times",{'Central Ohio Transit Authority at N High St & Spruce St'},{'Central Ohio Transit Authority at N High St & Spruce St'},True
"visit Garage Bar, and Short North neighborhood, in any order","{'Garage Bar', 'Short North neighborhood'}","{'Garage Bar', 'Short North neighborhood'}",True
"you can not visit Park Street District neighborhood, less than five times",{'Park Street District neighborhood'},{'Park Street District neighborhood'},True
"you have to go to Barley's Brewing Company pub on North High Street, one or more than one time","{""Barley's Brewing Company pub on North High Street""}","{""Barley's Brewing Company pub on North High Street""}",True
"if you visit Martinis restaurant, make sure you will visit Brothers Bar & Grill on Park Street, immediately after that if you visit Brothers Bar & Grill on Park Street, make sure you have visited Martinis restaurant, right before that","{'Martinis restaurant', 'Brothers Bar & Grill on Park Street'}","{'Martinis restaurant', 'Brothers Bar & Grill on Park Street'}",True
keep visiting Char Bar pub on North High Street,{'Char Bar pub on North High Street'},{'Char Bar pub on North High Street'},True
"keep visiting Park Street Cantina bar, CoGo North Market bike rental, and North Market Parking area, infinitely often","{'Park Street Cantina bar', 'CoGo North Market bike rental', 'North Market Parking area'}","{'Park Street Cantina bar', 'CoGo North Market bike rental', 'North Market Parking area'}",True
"make sure you visit CoGo North Market bike rental, infinite times",{'CoGo North Market bike rental'},{'CoGo North Market bike rental'},True
"make your way to BBR bar, at least four times",{'BBR bar'},{'BBR bar'},True
"stay on Char Bar pub on North High Street, until you reach CoGo North Market bike rental","{'Char Bar pub on North High Street', 'CoGo North Market bike rental'}","{'Char Bar pub on North High Street', 'CoGo North Market bike rental'}",True
"do not leave Columbus Children's Theatre, before BBR bar, is seen","{'BBR bar', ""Columbus Children's Theatre""}","{'BBR bar', ""Columbus Children's Theatre""}",True
"you have to visit Barley's Brewing Company pub on North High Street, exactly three times","{""Barley's Brewing Company pub on North High Street""}","{""Barley's Brewing Company pub on North High Street""}",True
"always avoid going to Columbus Children's Theatre, and never visit Bar Louie pub","{'Bar Louie pub', ""Columbus Children's Theatre""}","{'Bar Louie pub', ""Columbus Children's Theatre""}",True
"go to Martini Modern Italian restaurant on North High Street, twice and do not visit it anymore",{'Martini Modern Italian restaurant on North High Street'},{'Martini Modern Italian restaurant on North High Street'},True
"once you go to Barley's Brewing Company pub on North High Street, you have to avoid Park Street Cantina bar, at all costs","{'Park Street Cantina bar', ""Barley's Brewing Company pub on North High Street""}","{'Park Street Cantina bar', ""Barley's Brewing Company pub on North High Street""}",True
"go to Arena Crossing Apartments, only then go to Hampton Inn and Suites Columbus Downtown, and only then go to Columbus Children's Theatre","{""Columbus Children's Theatre"", 'Arena Crossing Apartments', 'Hampton Inn and Suites Columbus Downtown'}","{""Columbus Children's Theatre"", 'Arena Crossing Apartments', 'Hampton Inn and Suites Columbus Downtown'}",True
"visit Martini Modern Italian restaurant on North High Street, then visit North Market, a commercial supermarket building, then reach Central Ohio Transit Authority at N High St & Spruce St","{'Central Ohio Transit Authority at N High St & Spruce St', 'Martini Modern Italian restaurant on North High Street', 'North Market, a commercial supermarket building'}","{'Central Ohio Transit Authority at N High St & Spruce St', 'Martini Modern Italian restaurant on North High Street', 'North Market, a commercial supermarket building'}",True
"you have to visit Char Bar pub on North High Street, exactly twice",{'Char Bar pub on North High Street'},{'Char Bar pub on North High Street'},True
"do not go to anywhere but Brothers Bar & Grill on Park Street, once you visit Garage Bar","{'Garage Bar', 'Brothers Bar & Grill on Park Street'}","{'Garage Bar', 'Brothers Bar & Grill on Park Street'}",True
"Dahlia Nightclub, CoGo North Market bike rental, Arnold Schwarzenegger statue, Columbus Convention Center, a conference centre building, and Arena Crossing Apartments, should never be reached","{'Columbus Convention Center, a conference centre building', 'CoGo North Market bike rental', 'Dahlia Nightclub', 'Arena Crossing Apartments', 'Arnold Schwarzenegger statue'}","{'Arena Crossing Apartments', 'Columbus Convention Center, a conference centre building', 'CoGo North Market bike rental', 'Arnold Schwarzenegger statue', 'Dahlia Nightclub'}",True
"you must go to Bar Louie pub, exactly twice",{'Bar Louie pub'},{'Bar Louie pub'},True
"visit Short North neighborhood, Martinis restaurant, Park Street District neighborhood, Barley's Brewing Company pub on North High Street, and Hilton Columbus Downtown commercial building, with no limits","{""Barley's Brewing Company pub on North High Street"", 'Short North neighborhood', 'Martinis restaurant', 'Park Street District neighborhood', 'Hilton Columbus Downtown commercial building'}","{'Martinis restaurant', ""Barley's Brewing Company pub on North High Street"", 'Short North neighborhood', 'Park Street District neighborhood', 'Hilton Columbus Downtown commercial building'}",True
"never visit North Market Parking area, again after you have visited it five times",{'North Market Parking area'},{'North Market Parking area'},True
"always keep away from Central Ohio Transit Authority at N High St & Spruce St, and Martini Modern Italian restaurant on North High Street","{'Central Ohio Transit Authority at N High St & Spruce St', 'Martini Modern Italian restaurant on North High Street'}","{'Central Ohio Transit Authority at N High St & Spruce St', 'Martini Modern Italian restaurant on North High Street'}",True
"first go to Bar Louie pub, then move to Columbus Convention Center Vine Street Garage for parking, then go visit Garage Bar, then visit Arena Crossing Apartments, finally reach Barley's Brewing Company pub on North High Street","{""Barley's Brewing Company pub on North High Street"", 'Columbus Convention Center Vine Street Garage for parking', 'Garage Bar', 'Bar Louie pub', 'Arena Crossing Apartments'}","{""Barley's Brewing Company pub on North High Street"", 'Bar Louie pub', 'Arena Crossing Apartments', 'Garage Bar', 'Columbus Convention Center Vine Street Garage'}",False
find Barley's Brewing Company pub on North High Street,"{""Barley's Brewing Company pub on North High Street""}","{""Barley's Brewing Company pub on North High Street""}",True
"you can not go to Columbus Children's Theatre, before Hilton Columbus Downtown commercial building, happens","{""Columbus Children's Theatre"", 'Hilton Columbus Downtown commercial building'}","{""Columbus Children's Theatre"", 'Hilton Columbus Downtown commercial building'}",True
"always keep away from Park Street District neighborhood, and Park Street Cantina bar","{'Park Street Cantina bar', 'Park Street District neighborhood'}","{'Park Street Cantina bar', 'Park Street District neighborhood'}",True
"you can not visit Hilton Columbus Downtown commercial building, less than twice",{'Hilton Columbus Downtown commercial building'},{'Hilton Columbus Downtown commercial building'},True
"visit Barley's Brewing Company pub on North High Street, exactly once do not visit North Market supermarket in a commercial building, or Mikey's Late Night Slice pizza restaurant, before Barley's Brewing Company pub on North High Street, then visit North Market supermarket in a commercial building, exactly once do not visit Mikey's Late Night Slice pizza restaurant, before North Market supermarket in a commercial building, finally visit Mikey's Late Night Slice pizza restaurant","{""Mikey's Late Night Slice pizza restaurant"", ""Barley's Brewing Company pub on North High Street"", 'North Market supermarket in a commercial building'}","{""Mikey's Late Night Slice pizza restaurant"", ""Barley's Brewing Company pub on North High Street"", 'North Market supermarket in a commercial building'}",True
"you can not visit BBR bar, Park Street Cantina bar, or Central Ohio Transit Authority at N High St & Spruce St, at any time","{'Park Street Cantina bar', 'BBR bar', 'Central Ohio Transit Authority at N High St & Spruce St'}","{'Park Street Cantina bar', 'BBR bar', 'Central Ohio Transit Authority at N High St & Spruce St'}",True
"visit Short North neighborhood, equal or more than twice",{'Short North neighborhood'},{'Short North neighborhood'},True
"if you visit Park Street Cantina bar, make your way right to Columbus Convention Center, a conference centre building, right after that","{'Columbus Convention Center, a conference centre building', 'Park Street Cantina bar'}","{'Park Street Cantina bar', 'Columbus Convention Center'}",False
"stop by North Market Parking area, Arnold Schwarzenegger statue, Market Blooms florist shop, and BBR bar, in any order","{'Market Blooms florist shop', 'BBR bar', 'North Market Parking area', 'Arnold Schwarzenegger statue'}","{'Market Blooms florist shop', 'BBR bar', 'North Market Parking area', 'Arnold Schwarzenegger statue'}",True
"visit Central Ohio Transit Authority at N High St & Spruce St, once and never revisit it again",{'Central Ohio Transit Authority at N High St & Spruce St'},{'Central Ohio Transit Authority at N High St & Spruce St'},True
"visit Columbus Convention Center, a conference centre building, twice and never revisit it again","{'Columbus Convention Center, a conference centre building'}",{'Columbus Convention Center'},False
"make sure Char Bar pub on North High Street, Columbus Convention Center parking garage on Vine Street, Hilton Columbus Downtown commercial building, Park Street Tavern bar, and Brothers Bar & Grill on Park Street, are all visited","{'Park Street Tavern bar', 'Brothers Bar & Grill on Park Street', 'Columbus Convention Center parking garage on Vine Street', 'Hilton Columbus Downtown commercial building', 'Char Bar pub on North High Street'}","{'Park Street Tavern bar', 'Brothers Bar & Grill on Park Street', 'Columbus Convention Center parking garage on Vine Street', 'Hilton Columbus Downtown commercial building', 'Char Bar pub on North High Street'}",True
"you must go to Columbus Convention Center Vine Street Garage, exactly once",{'Columbus Convention Center Vine Street Garage'},{'Columbus Convention Center Vine Street Garage'},True
"eventually reach Hampton Inn and Suites in Columbus Downtown, and Brothers Bar & Grill on Park Street","{'Brothers Bar & Grill on Park Street', 'Hampton Inn and Suites in Columbus Downtown'}","{'Brothers Bar & Grill on Park Street', 'Hampton Inn and Suites in Columbus Downtown'}",True
"make sure Hampton Inn and Suites Columbus Downtown, Park Street District neighborhood, Bar Louie pub, and Arena Crossing Apartments, are all visited in this order there can be other locations in between","{'Park Street District neighborhood', 'Bar Louie pub', 'Arena Crossing Apartments', 'Hampton Inn and Suites Columbus Downtown'}","{'Hampton Inn and Suites Columbus Downtown', 'Bar Louie pub', 'Arena Crossing Apartments', 'Park Street District neighborhood'}",True
"whenever you visit Char Bar pub on North High Street, you have to visit Brothers Bar & Grill on Park Street, after that","{'Char Bar pub on North High Street', 'Brothers Bar & Grill on Park Street'}","{'Char Bar pub on North High Street', 'Brothers Bar & Grill on Park Street'}",True
"keep visiting Central Ohio Transit Authority at N High St & Spruce St, Hilton Columbus Downtown commercial building, and Columbus Children's Theatre, an infinite number of times","{'Central Ohio Transit Authority at N High St & Spruce St', ""Columbus Children's Theatre"", 'Hilton Columbus Downtown commercial building'}","{'Central Ohio Transit Authority at N High St & Spruce St', ""Columbus Children's Theatre"", 'Hilton Columbus Downtown commercial building'}",True
"do not visit Market Blooms florist shop, after Barley's Brewing Company pub on North High Street, is visited","{'Market Blooms florist shop', ""Barley's Brewing Company pub on North High Street""}","{'Market Blooms florist shop', ""Barley's Brewing Company pub on North High Street""}",True
"navigate to Columbus Convention Center Vine Street Garage, exactly once while staying away from Bar Louie pub, then you can go to Bar Louie pub","{'Bar Louie pub', 'Columbus Convention Center Vine Street Garage'}","{'Columbus Convention Center Vine Street Garage', 'Bar Louie pub'}",True
"visit Columbus Convention Center parking garage on Vine Street, five times and never revisit it again",{'Columbus Convention Center parking garage on Vine Street'},{'Columbus Convention Center parking garage on Vine Street'},True
"make sure you visit Bar Louie pub, two or more times",{'Bar Louie pub'},{'Bar Louie pub'},True
"navigate to North Market Parking lot, exactly three times",{'North Market Parking lot'},{'North Market Parking lot'},True
"reach Garage Bar, but not until you visit Mikey's Late Night Slice pizza restaurant, and Arena Crossing Apartments, and that specific order","{""Mikey's Late Night Slice pizza restaurant"", 'Arena Crossing Apartments', 'Garage Bar'}","{'Garage Bar', ""Mikey's Late Night Slice pizza restaurant"", 'Arena Crossing Apartments'}",True
"you have to visit Short North neighborhood, exactly once",{'Short North neighborhood'},{'Short North neighborhood'},True
"visit North Market, a commercial supermarket building, five times and never revisit it again","{'North Market, a commercial supermarket building'}","{'North Market, a commercial supermarket building'}",True
"visit Park Street Tavern bar, but do not visit Park Street Tavern bar, before you reach CoGo North Market bike rental","{'Park Street Tavern bar', 'CoGo North Market bike rental'}","{'Park Street Tavern bar', 'CoGo North Market bike rental'}",True
"you can not visit Columbus Convention Center is a conference centre building., less than four times",{'Columbus Convention Center is a conference centre building.'},{'Columbus Convention Center is a conference centre building.'},True
"visit Barley's Brewing Company pub on North High Street, at least three times or more","{""Barley's Brewing Company pub on North High Street""}","{""Barley's Brewing Company pub on North High Street""}",True
"visit Arena Crossing Apartments, Columbus Convention Center Vine Street Garage, Dahlia Nightclub, and Martinis restaurant, in this order there can be other locations in between","{'Dahlia Nightclub', 'Martinis restaurant', 'Columbus Convention Center Vine Street Garage', 'Arena Crossing Apartments'}","{'Arena Crossing Apartments', 'Martinis restaurant', 'Columbus Convention Center Vine Street Garage', 'Dahlia Nightclub'}",True
"you must keep going on Char Bar pub on North High Street, until you get to Park Street Tavern bar","{'Char Bar pub on North High Street', 'Park Street Tavern bar'}","{'Char Bar pub on North High Street', 'Park Street Tavern bar'}",True
"go to Hampton Inn and Suites Columbus Downtown, but not through Columbus Children's Theatre, BBR bar, Barley's Brewing Company pub on North High Street, or North Market, a commercial supermarket building, and then go to Columbus Children's Theatre, but not through BBR bar, Barley's Brewing Company pub on North High Street, or North Market, a commercial supermarket building, and then go to BBR bar, but not through Barley's Brewing Company pub on North High Street, or North Market, a commercial supermarket building, and then go to Barley's Brewing Company pub on North High Street, but not through North Market, a commercial supermarket building, and finally go to North Market, a commercial supermarket building, no revisiting is allowed here","{'BBR bar', ""Barley's Brewing Company pub on North High Street"", ""Columbus Children's Theatre"", 'North Market, a commercial supermarket building', 'Hampton Inn and Suites Columbus Downtown'}","{'BBR bar', ""Barley's Brewing Company pub on North High Street"", 'Hampton Inn and Suites Columbus Downtown', ""Columbus Children's Theatre"", 'North Market, a commercial supermarket building'}",True
"visit Central Ohio Transit Authority at N High St & Spruce St, equal or more than once",{'Central Ohio Transit Authority at N High St & Spruce St'},{'Central Ohio Transit Authority at N High St & Spruce St'},True
"visit Bar Louie pub, then Park Street Tavern bar, then Columbus Convention Center, a conference centre building, and then Park Street Cantina bar","{'Park Street Tavern bar', 'Park Street Cantina bar', 'Bar Louie pub', 'Columbus Convention Center, a conference centre building'}","{'Park Street Tavern bar', 'Park Street Cantina bar', 'Bar Louie pub', 'Columbus Convention Center, a conference centre building'}",True
"make sure North Market Parking area, Central Ohio Transit Authority at N High St & Spruce St, Flower shop called Market Blooms, and Mikey's pizza restaurant, are visited infinitely","{'Central Ohio Transit Authority at N High St & Spruce St', ""Mikey's pizza restaurant"", 'North Market Parking area', 'Flower shop called Market Blooms'}","{'North Market Parking area', ""Mikey's pizza restaurant"", 'Central Ohio Transit Authority at N High St & Spruce St', 'Flower shop called Market Blooms'}",True
"do not go to Hampton Inn and Suites in Columbus Downtown, Brothers Bar & Grill on Park Street, Park Street Cantina bar, BBR bar, or Arnold Schwarzenegger statue","{'Brothers Bar & Grill on Park Street', 'BBR bar', 'Park Street Cantina bar', 'Arnold Schwarzenegger statue', 'Hampton Inn and Suites in Columbus Downtown'}","{'BBR bar', 'Brothers Bar & Grill on Park Street', 'Park Street Cantina bar', 'Arnold Schwarzenegger statue', 'Hampton Inn and Suites in Columbus Downtown'}",True
"do not visit Brothers Bar & Grill on Park Street, until you go to Central Ohio Transit Authority at N High St & Spruce St","{'Brothers Bar & Grill on Park Street', 'Central Ohio Transit Authority at N High St & Spruce St'}","{'Brothers Bar & Grill on Park Street', 'Central Ohio Transit Authority at N High St & Spruce St'}",True
"do not go to Char Bar pub on North High Street, until Short North neighborhood, is visited and do not go to Short North neighborhood, until Park Street District neighborhood, is visited and do not go to Park Street District neighborhood, until Brothers Bar & Grill on Park Street, is visited along the path never return to previous location you have been to","{'Char Bar pub on North High Street', 'Brothers Bar & Grill on Park Street', 'Short North neighborhood', 'Park Street District neighborhood'}","{'Char Bar pub on North High Street', 'Brothers Bar & Grill on Park Street', 'Short North neighborhood', 'Park Street District neighborhood'}",True
"visit Martinis restaurant, Flower shop called Market Blooms, BBR bar, Park Street District neighborhood, and Char Bar pub on North High Street, in any order","{'BBR bar', 'Flower shop called Market Blooms', 'Martinis restaurant', 'Park Street District neighborhood', 'Char Bar pub on North High Street'}","{'Martinis restaurant', 'BBR bar', 'Park Street District neighborhood', 'Char Bar pub on North High Street', 'Flower shop called Market Blooms'}",True
"you have to visit Martini Modern Italian restaurant on North High Street, at least three times",{'Martini Modern Italian restaurant on North High Street'},{'Martini Modern Italian restaurant on North High Street'},True
