,nl_command,ltl,map_name,result,eq
7425,reach all the following locations Zada Jane's Nova's Bakery Subway and Dish,& F zada_jane's & F nova's_bakery & F subway F dish,Charlotte #2,& F common_market F F subway,False
7426,make sure Harris Teeter Common Market The Plaza Post Office Nova's Bakery and Wells Fargo are all visited,& F harris_teeter & F common_market & F the_plaza_post_office & F nova's_bakery F wells_fargo,Charlotte #2,"error:['&', 'F', 'lm(', 'Harris', 'Teeter', ')lm', '&', 'F', 'lm(', 'The', 'The', ')lm', '&', 'F', 'lm(', 'Post', ')lm', ')lm', ')lm', 'lm(', 'lm(', 'Wells', ')lm']",False
7427,make sure Diamond Restaurant The Plaza Post Office Wells Fargo Nova's Bakery and Common Market are all visited,& F diamond_restaurant & F the_plaza_post_office & F wells_fargo & F nova's_bakery F common_market,Charlotte #2,& F diamond_restaurant & F the_plaza_post_office & F wells_fargo F F common_market,False
7428,visit Commonwealth Animal Hospital The Plaza Post Office Diamond Restaurant Wells Fargo and Elizabeth Billiards,& F commonwealth_animal_hospital & F the_plaza_post_office & F diamond_restaurant & F wells_fargo F elizabeth_billiards,Charlotte #2,"error:['&', 'F', 'lm(', 'The', ')lm', ')lm', '&', 'F', 'lm(', 'The', 'The', ')lm', '&', 'F', 'lm(', 'lm(', 'Diamond', 'Restaurant', ')lm', 'F', 'lm(', 'lm(']",False
7429,visit Diamond Restaurant Dairy Queen Common Market Harris Teeter and The Plaza Post Office,& F diamond_restaurant & F dairy_queen & F common_market & F harris_teeter F the_plaza_post_office,Charlotte #2,"error:['&', 'F', 'lm(', 'The', 'Restaurant', ')lm', '&', 'F', 'lm(', 'lm(', 'Common', ')lm', ')lm', 'F', 'lm(', 'lm(', 'lm(', ')lm', ')lm']",False
7430,you must visit Wells Fargo Dish Commonwealth Animal Hospital Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch Fuel Pizza but it can be done in any order,& F wells_fargo & F dish & F commonwealth_animal_hospital & F public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F fuel_pizza,Charlotte #2,"error:['&', 'G', '!', 'lm(', 'Dish', ')lm', ')lm', '&', 'G', '!', 'lm(', 'lm(', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', 'Pizza', ')lm']",False
7431,you must visit Fuel Pizza Subway Common Market The Plaza Post Office Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch but it can be done in any order,& F fuel_pizza & F subway & F common_market & F the_plaza_post_office F public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch,Charlotte #2,"error:['&', 'G', '!', 'lm(', 'The', ')lm', ')lm', '&', 'G', '!', 'lm(', 'lm(', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', ')lm', 'lm(', 'Pizza', ')lm', '-', 'lm(', ')lm', ')lm', '-', ')lm']",False
7432,visit Subway Wells Fargo Nova's Bakery CVS and Harris Teeter in any order,& F subway & F wells_fargo & F nova's_bakery & F cvs F harris_teeter,Charlotte #2,"error:['&', 'F', 'lm(', 'Subway', 'Wells', ')lm', '&', 'F', 'lm(', 'Bakery', 'Bakery', ')lm', ')lm', 'lm(', 'lm(', 'lm(', ')lm']",False
7433,visit Dish Subway Nova's Bakery Common Market and Wells Fargo in any order,& F dish & F subway & F nova's_bakery & F common_market F wells_fargo,Charlotte #2,"error:['&', 'F', 'lm(', 'Dish', 'Subway', ')lm', '&', 'F', 'lm(', 'Common', 'Common', ')lm', ')lm', 'lm(', 'lm(', 'lm(', ')lm']",False
7434,reach Fuel Pizza Harris Teeter Zada Jane's Nova's Bakery and Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch in any order,& F fuel_pizza & F harris_teeter & F zada_jane's & F nova's_bakery F public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch,Charlotte #2,"error:['&', 'F', 'lm(', 'Fuel', 'Pizza', ')lm', '&', 'F', 'lm(', 'Teeter', 'Zada', ')lm', '&', 'F', 'lm(', 'lm(', ""Nova's"", ')lm', ')lm', 'F', 'lm(', 'lm(', 'County', '-', ')lm']",False
7435,reach CVS Commonwealth Animal Hospital Dish Nova's Bakery and Wells Fargo in any order,& F cvs & F commonwealth_animal_hospital & F dish & F nova's_bakery F wells_fargo,Charlotte #2,& F cvs & F dish )lm F elizabeth_billiards lm( elizabeth_billiards,False
7436,go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch and sometime afterward visit Wells Fargo,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F wells_fargo,Charlotte #2,"error:['F', '&', 'lm(', 'Public', 'Library', 'Library', 'of', 'Charlotte', ')lm', 'F', 'lm(', 'lm(', 'County', '-', '-', 'Plaza', ')lm']",False
7437,go to Diamond Restaurant and sometime afterward visit Zada Jane's,F & diamond_restaurant F zada_jane's,Charlotte #2,"error:['F', '&', 'lm(', 'Diamond', 'Restaurant', ')lm', 'F', 'lm(', 'lm(', 'Zada', ')lm']",False
7438,go to The Plaza Post Office finally go to Fuel Pizza,F & the_plaza_post_office F fuel_pizza,Charlotte #2,"error:['F', '&', 'lm(', 'The', 'Plaza', ')lm', 'F', 'lm(', 'Office', ')lm', 'Pizza', ')lm']",False
7439,go to Harris Teeter finally go to Diamond Restaurant,F & harris_teeter F diamond_restaurant,Charlotte #2,F & harris_teeter,False
7440,go to Harris Teeter after going to Dish,F & dish F harris_teeter,Charlotte #2,F & dish )lm F elizabeth_billiards lm( common_market,False
7441,go to Common Market after going to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F common_market,Charlotte #2,"error:['&', 'F', 'lm(', 'Public', 'Library', 'Library', 'of', 'Charlotte', ')lm', 'F', 'lm(', 'Mecklenburg', 'County', '-', '-', ')lm', ')lm']",False
7442,go to Subway then reach Harris Teeter,F & subway F harris_teeter,Charlotte #2,"error:['F', '&', 'lm(', 'Subway', ')lm', ')lm', 'F', 'lm(', 'Teeter', ')lm', ')lm']",False
7443,go to CVS then reach Wells Fargo,F & cvs F wells_fargo,Charlotte #2,"error:['F', '&', 'lm(', 'CVS', ')lm', ')lm', 'F', 'lm(', 'Fargo', ')lm', ')lm']",False
7444,find Nova's Bakery first then find Wells Fargo,F & nova's_bakery F wells_fargo,Charlotte #2,F & nova's_bakery F wells_fargo,True
7445,find Fuel Pizza first then find Nova's Bakery,F & fuel_pizza F nova's_bakery,Charlotte #2,F & fuel_pizza F nova's_bakery,True
7446,go to Zada Jane's and move on to Commonwealth Animal Hospital once you have been to Zada Jane's,F & zada_jane's F commonwealth_animal_hospital,Charlotte #2,"error:['&', 'i', 'lm(', 'lm(', 'Animal', ')lm', ')lm', 'U', 'lm(', 'lm(', ')lm', ')lm', ')lm', 'lm(', 'lm(', 'lm(', 'lm(']",False
7447,go to Harris Teeter and move on to The Plaza Post Office once you have been to Harris Teeter,F & harris_teeter F the_plaza_post_office,Charlotte #2,"error:['&', 'U', '!', 'lm(', 'The', 'Plaza', ')lm', 'lm(', 'lm(', 'Teeter', ')lm', ')lm', 'lm(', 'lm(', 'The', 'The', ')lm']",False
7448,go to Dish and then go to The Plaza Post Office and then go to Harris Teeter,F & dish F & the_plaza_post_office F harris_teeter,Charlotte #2,F & the_plaza_post_office )lm F & elizabeth_billiards lm( The Plaza )lm F elizabeth_billiards lm( cvs,False
7449,go to Dairy Queen and then go to Fuel Pizza and then go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch,F & dairy_queen F & fuel_pizza F public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch,Charlotte #2,F & dairy_queen & F fuel_pizza F F public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch,False
7450,reach Elizabeth Billiards then reach Nova's Bakery and then reach Wells Fargo,F & elizabeth_billiards F & nova's_bakery F wells_fargo,Charlotte #2,"error:['F', '&', 'lm(', 'Elizabeth', 'Billiards', ')lm', 'F', '&', 'lm(', ""Nova's"", ""Nova's"", ')lm', 'F', 'lm(', 'lm(', 'Wells', ')lm']",False
7451,reach The Plaza Post Office then reach Commonwealth Animal Hospital and then reach CVS,F & the_plaza_post_office F & commonwealth_animal_hospital F cvs,Charlotte #2,"error:['F', '&', 'lm(', 'The', 'Plaza', ')lm', 'F', '&', 'lm(', 'Office', ')lm', 'F', 'F', 'lm(', 'lm(', 'Commonwealth', ')lm']",False
7452,visit Commonwealth Animal Hospital then visit The Plaza Post Office finally reach CVS,F & commonwealth_animal_hospital F & the_plaza_post_office F cvs,Charlotte #2,"error:['F', '&', 'lm(', 'Commonwealth', 'Animal', ')lm', 'F', '&', 'lm(', 'The', 'The', ')lm', 'F', 'lm(', 'lm(', 'CVS', ')lm']",False
7453,visit Commonwealth Animal Hospital then visit Subway finally reach Fuel Pizza,F & commonwealth_animal_hospital F & subway F fuel_pizza,Charlotte #2,"error:['F', '&', 'lm(', 'Commonwealth', 'Animal', ')lm', 'F', '&', 'lm(', 'Subway', ')lm', ')lm', 'lm(', 'lm(', 'lm(', 'Fuel', 'Pizza']",False
7454,go to Dish then visit Diamond Restaurant then reach Common Market,F & dish F & diamond_restaurant F common_market,Charlotte #2,"error:['F', '&', 'lm(', 'Dish', ')lm', 'Restaurant', ')lm', 'F', 'lm(', 'Common', ')lm']",False
7455,go to Diamond Restaurant then visit Common Market then reach Commonwealth Animal Hospital,F & diamond_restaurant F & common_market F commonwealth_animal_hospital,Charlotte #2,"error:['F', '&', 'lm(', 'Diamond', 'Restaurant', ')lm', 'F', '&', 'lm(', 'Common', 'Market', ')lm', 'F', 'lm(', 'lm(', 'Animal']",False
7456,make your way to Subway Fuel Pizza and Nova's Bakery consecutively,F & subway F & fuel_pizza F nova's_bakery,Charlotte #2,"error:['&', 'F', 'lm(', 'Subway', 'Pizza', ')lm', 'F', 'lm(', 'lm(', ""Nova's"", ')lm']",False
7457,make your way to Wells Fargo CVS and Commonwealth Animal Hospital consecutively,F & wells_fargo F & cvs F commonwealth_animal_hospital,Charlotte #2,"error:['&', 'F', 'lm(', 'Wells', 'Fargo', ')lm', 'F', 'lm(', 'lm(', 'Animal', ')lm']",False
7458,go to Zada Jane's then go to Elizabeth Billiards then go to Diamond Restaurant,F & zada_jane's F & elizabeth_billiards F diamond_restaurant,Charlotte #2,F & zada_jane's F & elizabeth_billiards,False
7459,go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch then go to Harris Teeter then go to Wells Fargo,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & harris_teeter F wells_fargo,Charlotte #2,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F F commonwealth_animal_hospital,False
7460,travel from Common Market to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch to CVS to Subway,F & common_market F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & cvs F subway,Charlotte #2,"error:['&', 'F', 'lm(', 'Common', 'Common', ')lm', '&', 'F', 'lm(', 'Public', 'Library', 'of', 'of', ')lm', ')lm', 'F', 'lm(', 'County', 'County', '-', 'Plaza', ')lm']",False
7461,travel from Subway to Common Market to Fuel Pizza to The Plaza Post Office,F & subway F & common_market F & fuel_pizza F the_plaza_post_office,Charlotte #2,"error:['&', 'F', 'lm(', 'Subway', 'Subway', ')lm', '&', 'F', 'lm(', 'Fuel', 'Pizza', ')lm', ')lm', 'F', 'lm(', 'The', 'Plaza', ')lm']",False
7462,reach Subway then reach Dish then reach Dairy Queen and then reach Harris Teeter,F & subway F & dish F & dairy_queen F harris_teeter,Charlotte #2,"error:['F', '&', 'lm(', 'Subway', 'Subway', ')lm', 'F', '&', 'lm(', 'Dairy', 'Dairy', ')lm', 'F', 'lm(', 'lm(', 'Harris', ')lm']",False
7463,reach Nova's Bakery then reach Fuel Pizza then reach Diamond Restaurant and then reach Commonwealth Animal Hospital,F & nova's_bakery F & fuel_pizza F & diamond_restaurant F commonwealth_animal_hospital,Charlotte #2,F & nova's_bakery F & fuel_pizza F & diamond_restaurant F elizabeth_billiards,False
7464,go to Fuel Pizza then Wells Fargo then Elizabeth Billiards and then Zada Jane's,F & fuel_pizza F & wells_fargo F & elizabeth_billiards F zada_jane's,Charlotte #2,"error:['F', '&', 'lm(', 'Fuel', 'Pizza', ')lm', 'F', '&', 'lm(', 'Fargo', 'Fargo', ')lm', 'F', 'lm(', 'lm(', 'lm(', ')lm']",False
7465,go to The Plaza Post Office then Diamond Restaurant then Common Market and then CVS,F & the_plaza_post_office F & diamond_restaurant F & common_market F cvs,Charlotte #2,"error:['F', '&', 'lm(', 'The', 'Plaza', ')lm', 'F', '&', 'lm(', 'Office', 'Restaurant', ')lm', 'F', 'lm(', 'lm(', 'lm(', 'Restaurant', ')lm']",False
7466,visit The Plaza Post Office then Subway then Commonwealth Animal Hospital and then Nova's Bakery,F & the_plaza_post_office F & subway F & commonwealth_animal_hospital F nova's_bakery,Charlotte #2,"error:['F', '&', 'lm(', 'The', 'Plaza', ')lm', 'F', '&', 'lm(', 'Office', ')lm', ')lm', 'F', 'lm(', 'lm(', 'Commonwealth', 'Animal', ')lm', 'F', 'lm(', 'lm(']",False
7467,visit Common Market then Subway then The Plaza Post Office and then Diamond Restaurant,F & common_market F & subway F & the_plaza_post_office F diamond_restaurant,Charlotte #2,"error:['F', '&', 'lm(', 'The', ')lm', ')lm', 'F', '&', 'lm(', 'The', 'Plaza', ')lm', 'F', 'F', 'lm(', 'Diamond', 'Restaurant', ')lm']",False
7468,visit CVS then visit Nova's Bakery then visit Fuel Pizza then visit Wells Fargo,F & cvs F & nova's_bakery F & fuel_pizza F wells_fargo,Charlotte #2,"error:['F', '&', 'lm(', 'CVS', 'CVS', ')lm', 'F', '&', 'lm(', 'Fuel', 'Pizza', ')lm', 'F', 'lm(', 'lm(', ')lm']",False
7469,visit Fuel Pizza then visit Commonwealth Animal Hospital then visit Elizabeth Billiards then visit Nova's Bakery,F & fuel_pizza F & commonwealth_animal_hospital F & elizabeth_billiards F nova's_bakery,Charlotte #2,"error:['F', '&', 'lm(', 'Fuel', 'Pizza', ')lm', 'F', '&', 'lm(', 'Commonwealth', 'Animal', ')lm', 'F', '&', 'lm(', 'lm(', 'Elizabeth', ')lm', ')lm', 'lm(', 'lm(', 'lm(']",False
7470,go to Nova's Bakery then go to Wells Fargo then go to Subway then go to CVS finally go to Dairy Queen,F & nova's_bakery F & wells_fargo F & subway F & cvs F dairy_queen,Charlotte #2,"error:['F', '&', 'lm(', ""Nova's"", 'Bakery', ')lm', 'F', '&', 'lm(', 'Wells', 'Fargo', ')lm', 'F', '&', 'lm(', 'lm(', 'Subway', ')lm', 'F', 'lm(', 'lm(', 'Dairy', 'Dairy']",False
7471,go to Fuel Pizza then go to Subway then go to Diamond Restaurant then go to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch finally go to Dish,F & fuel_pizza F & subway F & diamond_restaurant F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F dish,Charlotte #2,"error:['F', '&', 'lm(', 'Fuel', 'Pizza', ')lm', 'F', '&', 'lm(', 'lm(', 'Diamond', 'Restaurant', ')lm', 'F', '&', 'lm(', 'Public', 'Library', 'Library', 'of', 'Charlotte', ')lm', 'F', 'lm(', 'Mecklenburg', 'County', '-', 'Plaza', ')lm']",False
7472,you have to walk to Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch and then walk to Nova's Bakery and then walk to Fuel Pizza and then walk to Elizabeth Billiards and finally walk to Commonwealth Animal Hospital,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & nova's_bakery F & fuel_pizza F & elizabeth_billiards F commonwealth_animal_hospital,Charlotte #2,F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F F & commonwealth_animal_hospital )lm F & elizabeth_billiards lm( Fuel Pizza )lm F elizabeth_billiards lm( subway,False
7473,you have to walk to Fuel Pizza and then walk to Nova's Bakery and then walk to Dairy Queen and then walk to Common Market and finally walk to Commonwealth Animal Hospital,F & fuel_pizza F & nova's_bakery F & dairy_queen F & common_market F commonwealth_animal_hospital,Charlotte #2,"error:['F', '&', 'lm(', 'Fuel', 'Pizza', ')lm', 'F', '&', 'lm(', ""Nova's"", 'Bakery', ')lm', 'F', '&', 'lm(', 'Dairy', 'Queen', ')lm', 'F', '&', 'lm(', 'Common', 'Common', ')lm', 'F', 'lm(', 'lm(', 'lm(', 'Animal', ')lm']",False
7474,visit Zada Jane's visit Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch after Zada Jane's then visit Dish after Public Library of Charlotte and Mecklenburg County - Plaza Midwood Branch then visit Elizabeth Billiards after Dish finally visit Nova's Bakery after Elizabeth Billiards,F & zada_jane's F & public_library_of_charlotte_and_mecklenburg_county_-_plaza_midwood_branch F & dish F & elizabeth_billiards F nova's_bakery,Charlotte #2,"error:['F', '&', 'lm(', 'Zada', ""Jane's"", 'Library', 'of', 'Library', ')lm', 'F', '&', 'lm(', 'lm(', 'Library', '-', 'of', ')lm', ')lm', 'F', '&', 'lm(', 'Dish', ')lm', '-', ')lm', ')lm', ')lm', 'F', 'lm(', 'Elizabeth', 'Billiards', ')lm']",False
