train_or_valid,pattern_type,nprops,prop_perm,utterances,true_ltl,output_ltl,is_correct
valid,patrolling,1,['c'],make sure you frequent c infinitely,G F c,& G! c F c,False
valid,patrolling,1,['d'],make sure you frequent d infinitely,G F d,& G! d F d,False
valid,patrolling,1,['h'],make sure you frequent h infinitely,G F h,& G! h F h,False
valid,patrolling,1,['a'],do not stop visiting a,G F a,G F a,True
valid,patrolling,1,['b'],do not stop visiting b,G F b,G F b,True
valid,patrolling,1,['c'],do not stop visiting c,G F c,G F c,True
valid,patrolling,1,['d'],do not stop visiting d,G F d,G F d,True
valid,patrolling,1,['h'],do not stop visiting h,G F h,G F h,True
valid,patrolling,1,['a'],make sure you visit a infinite times,G F a,& G! a F a,False
valid,patrolling,1,['b'],make sure you visit b infinite times,G F b,& G! b F b,False
valid,patrolling,1,['c'],make sure you visit c infinite times,G F c,& G! c F c,False
valid,patrolling,1,['d'],make sure you visit d infinite times,G F d,& G! d F d,False
valid,patrolling,1,['h'],make sure you visit h infinite times,G F h,& G! h F h,False
valid,patrolling,3,"['a', 'b', 'c']",never stop visiting a b and c,& G F a & G F b G F c,& G! a & G! b G! c,False
valid,patrolling,3,"['a', 'b', 'd']",never stop visiting a b and d,& G F a & G F b G F d,& G! a & G! b G! d,False
valid,patrolling,3,"['a', 'b', 'h']",never stop visiting a b and h,& G F a & G F b G F h,& G! a & G! b G! h,False
valid,patrolling,3,"['a', 'c', 'b']",never stop visiting a c and b,& G F a & G F c G F b,& G! a & G! c G! b,False
valid,patrolling,3,"['a', 'c', 'd']",never stop visiting a c and d,& G F a & G F c G F d,& G! a & G! c G! d,False
valid,patrolling,3,"['a', 'c', 'h']",never stop visiting a c and h,& G F a & G F c G F h,& G! a & G! c G! h,False
valid,patrolling,3,"['a', 'd', 'b']",never stop visiting a d and b,& G F a & G F d G F b,& G! a & G! d G! b,False
valid,patrolling,3,"['a', 'd', 'c']",never stop visiting a d and c,& G F a & G F d G F c,& G! a & G! d G! c,False
valid,patrolling,3,"['a', 'd', 'h']",never stop visiting a d and h,& G F a & G F d G F h,& G! a & G! d G! h,False
valid,patrolling,3,"['a', 'h', 'b']",never stop visiting a h and b,& G F a & G F h G F b,& G! a & G! h G! b,False
valid,patrolling,3,"['a', 'h', 'c']",never stop visiting a h and c,& G F a & G F h G F c,& G! a & G! h G! c,False
valid,patrolling,3,"['a', 'h', 'd']",never stop visiting a h and d,& G F a & G F h G F d,& G! a & G! h G! d,False
valid,patrolling,3,"['b', 'a', 'c']",never stop visiting b a and c,& G F b & G F a G F c,& G! b & G! a G! c,False
valid,patrolling,3,"['b', 'a', 'd']",never stop visiting b a and d,& G F b & G F a G F d,& G! b & G! a G! d,False
valid,patrolling,3,"['b', 'a', 'h']",never stop visiting b a and h,& G F b & G F a G F h,& G! b & G! a G! h,False
valid,patrolling,3,"['b', 'c', 'a']",never stop visiting b c and a,& G F b & G F c G F a,& G! b & G! c G! a,False
valid,patrolling,3,"['b', 'c', 'd']",never stop visiting b c and d,& G F b & G F c G F d,& G! b & G! c G! d,False
valid,patrolling,3,"['b', 'c', 'h']",never stop visiting b c and h,& G F b & G F c G F h,& G! b & G! c G! h,False
valid,patrolling,3,"['b', 'd', 'a']",never stop visiting b d and a,& G F b & G F d G F a,& G! b & G! d G! a,False
valid,patrolling,3,"['b', 'd', 'c']",never stop visiting b d and c,& G F b & G F d G F c,& G! b & G! d G! c,False
valid,patrolling,3,"['b', 'd', 'h']",never stop visiting b d and h,& G F b & G F d G F h,& G! b & G! d G! h,False
valid,patrolling,3,"['b', 'h', 'a']",never stop visiting b h and a,& G F b & G F h G F a,& G! b & G! h G! a,False
valid,patrolling,3,"['b', 'h', 'c']",never stop visiting b h and c,& G F b & G F h G F c,& G! b & G! h G! c,False
valid,patrolling,3,"['b', 'h', 'd']",never stop visiting b h and d,& G F b & G F h G F d,& G! b & G! h G! d,False
valid,patrolling,3,"['c', 'a', 'b']",never stop visiting c a and b,& G F c & G F a G F b,& G! c & G! a G! b,False
valid,patrolling,3,"['c', 'a', 'd']",never stop visiting c a and d,& G F c & G F a G F d,& G! c & G! a G! d,False
valid,patrolling,3,"['c', 'a', 'h']",never stop visiting c a and h,& G F c & G F a G F h,& G! c & G! a G! h,False
valid,patrolling,3,"['c', 'b', 'a']",never stop visiting c b and a,& G F c & G F b G F a,& G! c & G! b G! a,False
valid,patrolling,3,"['c', 'b', 'd']",never stop visiting c b and d,& G F c & G F b G F d,& G! c & G! b G! d,False
valid,patrolling,3,"['c', 'b', 'h']",never stop visiting c b and h,& G F c & G F b G F h,& G! c & G! b G! h,False
valid,patrolling,3,"['c', 'd', 'a']",never stop visiting c d and a,& G F c & G F d G F a,& G! c & G! d G! a,False
valid,patrolling,3,"['c', 'd', 'b']",never stop visiting c d and b,& G F c & G F d G F b,& G! c & G! d G! b,False
valid,patrolling,3,"['c', 'd', 'h']",never stop visiting c d and h,& G F c & G F d G F h,& G! c & G! d G! h,False
valid,patrolling,3,"['c', 'h', 'a']",never stop visiting c h and a,& G F c & G F h G F a,& G! c & G! h G! a,False
valid,patrolling,3,"['c', 'h', 'b']",never stop visiting c h and b,& G F c & G F h G F b,& G! c & G! h G! b,False
valid,patrolling,3,"['c', 'h', 'd']",never stop visiting c h and d,& G F c & G F h G F d,& G! c & G! h G! d,False
valid,patrolling,3,"['d', 'a', 'b']",never stop visiting d a and b,& G F d & G F a G F b,& G! d & G! a G! b,False
valid,patrolling,3,"['d', 'a', 'c']",never stop visiting d a and c,& G F d & G F a G F c,& G! d & G! a G! c,False
valid,patrolling,3,"['d', 'a', 'h']",never stop visiting d a and h,& G F d & G F a G F h,& G! d & G! a G! h,False
valid,patrolling,3,"['d', 'b', 'a']",never stop visiting d b and a,& G F d & G F b G F a,& G! d & G! b G! a,False
valid,patrolling,3,"['d', 'b', 'c']",never stop visiting d b and c,& G F d & G F b G F c,& G! d & G! b G! c,False
valid,patrolling,3,"['d', 'b', 'h']",never stop visiting d b and h,& G F d & G F b G F h,& G! d & G! b G! h,False
valid,patrolling,3,"['d', 'c', 'a']",never stop visiting d c and a,& G F d & G F c G F a,& G! d & G! c G! a,False
valid,patrolling,3,"['d', 'c', 'b']",never stop visiting d c and b,& G F d & G F c G F b,& G! d & G! c G! b,False
valid,patrolling,3,"['d', 'c', 'h']",never stop visiting d c and h,& G F d & G F c G F h,& G! d & G! c G! h,False
valid,patrolling,3,"['d', 'h', 'a']",never stop visiting d h and a,& G F d & G F h G F a,& G! d & G! h G! a,False
valid,patrolling,3,"['d', 'h', 'b']",never stop visiting d h and b,& G F d & G F h G F b,& G! d & G! h G! b,False
valid,patrolling,3,"['d', 'h', 'c']",never stop visiting d h and c,& G F d & G F h G F c,& G! d & G! h G! c,False
valid,patrolling,3,"['h', 'a', 'b']",never stop visiting h a and b,& G F h & G F a G F b,& G! h & G! a G! b,False
valid,patrolling,3,"['h', 'a', 'c']",never stop visiting h a and c,& G F h & G F a G F c,& G! h & G! a G! c,False
valid,patrolling,3,"['h', 'a', 'd']",never stop visiting h a and d,& G F h & G F a G F d,& G! h & G! a G! d,False
valid,patrolling,3,"['h', 'b', 'a']",never stop visiting h b and a,& G F h & G F b G F a,& G! h & G! b G! a,False
valid,patrolling,3,"['h', 'b', 'c']",never stop visiting h b and c,& G F h & G F b G F c,& G! h & G! b G! c,False
valid,patrolling,3,"['h', 'b', 'd']",never stop visiting h b and d,& G F h & G F b G F d,& G! h & G! b G! d,False
valid,patrolling,3,"['h', 'c', 'a']",never stop visiting h c and a,& G F h & G F c G F a,& G! h & G! c G! a,False
valid,patrolling,3,"['h', 'c', 'b']",never stop visiting h c and b,& G F h & G F c G F b,& G! h & G! c G! b,False
valid,patrolling,3,"['h', 'c', 'd']",never stop visiting h c and d,& G F h & G F c G F d,& G! h & G! c G! d,False
valid,patrolling,3,"['h', 'd', 'a']",never stop visiting h d and a,& G F h & G F d G F a,& G! h & G! d G! a,False
valid,patrolling,3,"['h', 'd', 'b']",never stop visiting h d and b,& G F h & G F d G F b,& G! h & G! d G! b,False
valid,patrolling,3,"['h', 'd', 'c']",never stop visiting h d and c,& G F h & G F d G F c,& G! h & G! d G! c,False
valid,patrolling,3,"['a', 'b', 'c']",frequent a b and c infinitely in any order,& G F a & G F b G F c,& F a & F b F c,False
valid,patrolling,3,"['a', 'b', 'd']",frequent a b and d infinitely in any order,& G F a & G F b G F d,& F a & F b F d,False
valid,patrolling,3,"['a', 'b', 'h']",frequent a b and h infinitely in any order,& G F a & G F b G F h,& F a & F b F h,False
valid,patrolling,3,"['a', 'c', 'b']",frequent a c and b infinitely in any order,& G F a & G F c G F b,& F a & F c F b,False
valid,patrolling,3,"['a', 'c', 'd']",frequent a c and d infinitely in any order,& G F a & G F c G F d,& F a & F c F d,False
valid,patrolling,3,"['a', 'c', 'h']",frequent a c and h infinitely in any order,& G F a & G F c G F h,& F a & F c F h,False
valid,patrolling,3,"['a', 'd', 'b']",frequent a d and b infinitely in any order,& G F a & G F d G F b,& F a & F d F b,False
valid,patrolling,3,"['a', 'd', 'c']",frequent a d and c infinitely in any order,& G F a & G F d G F c,& F a & F d F c,False
valid,patrolling,3,"['a', 'd', 'h']",frequent a d and h infinitely in any order,& G F a & G F d G F h,& F a & F d F h,False
valid,patrolling,3,"['a', 'h', 'b']",frequent a h and b infinitely in any order,& G F a & G F h G F b,& F a & F h F b,False
valid,patrolling,3,"['a', 'h', 'c']",frequent a h and c infinitely in any order,& G F a & G F h G F c,& F a & F h F c,False
valid,patrolling,3,"['a', 'h', 'd']",frequent a h and d infinitely in any order,& G F a & G F h G F d,& F a & F h F d,False
valid,patrolling,3,"['b', 'a', 'c']",frequent b a and c infinitely in any order,& G F b & G F a G F c,& F b & F a F c,False
valid,patrolling,3,"['b', 'a', 'd']",frequent b a and d infinitely in any order,& G F b & G F a G F d,& F b & F a F d,False
valid,patrolling,3,"['b', 'a', 'h']",frequent b a and h infinitely in any order,& G F b & G F a G F h,& F b & F a F h,False
valid,patrolling,3,"['b', 'c', 'a']",frequent b c and a infinitely in any order,& G F b & G F c G F a,& F b & F c F a,False
valid,patrolling,3,"['b', 'c', 'd']",frequent b c and d infinitely in any order,& G F b & G F c G F d,& F b & F c F d,False
valid,patrolling,3,"['b', 'c', 'h']",frequent b c and h infinitely in any order,& G F b & G F c G F h,& F b & F c F h,False
valid,patrolling,3,"['b', 'd', 'a']",frequent b d and a infinitely in any order,& G F b & G F d G F a,& F b & F d F a,False
valid,patrolling,3,"['b', 'd', 'c']",frequent b d and c infinitely in any order,& G F b & G F d G F c,& F b & F d F c,False
valid,patrolling,3,"['b', 'd', 'h']",frequent b d and h infinitely in any order,& G F b & G F d G F h,& F b & F d F h,False
valid,patrolling,3,"['b', 'h', 'a']",frequent b h and a infinitely in any order,& G F b & G F h G F a,& F b & F h F a,False
valid,patrolling,3,"['b', 'h', 'c']",frequent b h and c infinitely in any order,& G F b & G F h G F c,& F b & F h F c,False
valid,patrolling,3,"['b', 'h', 'd']",frequent b h and d infinitely in any order,& G F b & G F h G F d,& F b & F h F d,False
valid,patrolling,3,"['c', 'a', 'b']",frequent c a and b infinitely in any order,& G F c & G F a G F b,& F c & F a F b,False
valid,patrolling,3,"['c', 'a', 'd']",frequent c a and d infinitely in any order,& G F c & G F a G F d,& F c & F a F d,False
valid,patrolling,3,"['c', 'a', 'h']",frequent c a and h infinitely in any order,& G F c & G F a G F h,& F c & F a F h,False
valid,patrolling,3,"['c', 'b', 'a']",frequent c b and a infinitely in any order,& G F c & G F b G F a,& F c & F b F a,False
valid,patrolling,3,"['c', 'b', 'd']",frequent c b and d infinitely in any order,& G F c & G F b G F d,& F c & F b F d,False
valid,patrolling,3,"['c', 'b', 'h']",frequent c b and h infinitely in any order,& G F c & G F b G F h,& F c & F b F h,False
valid,patrolling,3,"['c', 'd', 'a']",frequent c d and a infinitely in any order,& G F c & G F d G F a,& F c & F d F a,False
valid,patrolling,3,"['c', 'd', 'b']",frequent c d and b infinitely in any order,& G F c & G F d G F b,& F c & F d F b,False
valid,patrolling,3,"['c', 'd', 'h']",frequent c d and h infinitely in any order,& G F c & G F d G F h,& F c & F d F h,False
valid,patrolling,3,"['c', 'h', 'a']",frequent c h and a infinitely in any order,& G F c & G F h G F a,& F c & F h F a,False
valid,patrolling,3,"['c', 'h', 'b']",frequent c h and b infinitely in any order,& G F c & G F h G F b,& F c & F h F b,False
valid,patrolling,3,"['c', 'h', 'd']",frequent c h and d infinitely in any order,& G F c & G F h G F d,& F c & F h F d,False
valid,patrolling,3,"['d', 'a', 'b']",frequent d a and b infinitely in any order,& G F d & G F a G F b,& F d & F a F b,False
valid,patrolling,3,"['d', 'a', 'c']",frequent d a and c infinitely in any order,& G F d & G F a G F c,& F d & F a F c,False
valid,patrolling,3,"['d', 'a', 'h']",frequent d a and h infinitely in any order,& G F d & G F a G F h,& F d & F a F h,False
valid,patrolling,3,"['d', 'b', 'a']",frequent d b and a infinitely in any order,& G F d & G F b G F a,& F d & F b F a,False
valid,patrolling,3,"['d', 'b', 'c']",frequent d b and c infinitely in any order,& G F d & G F b G F c,& F d & F b F c,False
valid,patrolling,3,"['d', 'b', 'h']",frequent d b and h infinitely in any order,& G F d & G F b G F h,& F d & F b F h,False
valid,patrolling,3,"['d', 'c', 'a']",frequent d c and a infinitely in any order,& G F d & G F c G F a,& F d & F c F a,False
valid,patrolling,3,"['d', 'c', 'b']",frequent d c and b infinitely in any order,& G F d & G F c G F b,& F d & F c F b,False
valid,patrolling,3,"['d', 'c', 'h']",frequent d c and h infinitely in any order,& G F d & G F c G F h,& F d & F c F h,False
valid,patrolling,3,"['d', 'h', 'a']",frequent d h and a infinitely in any order,& G F d & G F h G F a,& F d & F h F a,False
valid,patrolling,3,"['d', 'h', 'b']",frequent d h and b infinitely in any order,& G F d & G F h G F b,& F d & F h F b,False
valid,patrolling,3,"['d', 'h', 'c']",frequent d h and c infinitely in any order,& G F d & G F h G F c,& F d & F h F c,False
valid,patrolling,3,"['h', 'a', 'b']",frequent h a and b infinitely in any order,& G F h & G F a G F b,& F h & F a F b,False
valid,patrolling,3,"['h', 'a', 'c']",frequent h a and c infinitely in any order,& G F h & G F a G F c,& F h & F a F c,False
valid,patrolling,3,"['h', 'a', 'd']",frequent h a and d infinitely in any order,& G F h & G F a G F d,& F h & F a F d,False
valid,patrolling,3,"['h', 'b', 'a']",frequent h b and a infinitely in any order,& G F h & G F b G F a,& F h & F b F a,False
valid,patrolling,3,"['h', 'b', 'c']",frequent h b and c infinitely in any order,& G F h & G F b G F c,& F h & F b F c,False
valid,patrolling,3,"['h', 'b', 'd']",frequent h b and d infinitely in any order,& G F h & G F b G F d,& F h & F b F d,False
valid,patrolling,3,"['h', 'c', 'a']",frequent h c and a infinitely in any order,& G F h & G F c G F a,& F h & F c F a,False
valid,patrolling,3,"['h', 'c', 'b']",frequent h c and b infinitely in any order,& G F h & G F c G F b,& F h & F c F b,False
valid,patrolling,3,"['h', 'c', 'd']",frequent h c and d infinitely in any order,& G F h & G F c G F d,& F h & F c F d,False
valid,patrolling,3,"['h', 'd', 'a']",frequent h d and a infinitely in any order,& G F h & G F d G F a,& F h & F d F a,False
valid,patrolling,3,"['h', 'd', 'b']",frequent h d and b infinitely in any order,& G F h & G F d G F b,& F h & F d F b,False
valid,patrolling,3,"['h', 'd', 'c']",frequent h d and c infinitely in any order,& G F h & G F d G F c,& F h & F d F c,False
valid,patrolling,3,"['a', 'b', 'c']",please keep visiting a b and c without stopping,& G F a & G F b G F c,& G! a & G! b G! c,False
valid,patrolling,3,"['a', 'b', 'd']",please keep visiting a b and d without stopping,& G F a & G F b G F d,& G! a & G! b G! d,False
valid,patrolling,3,"['a', 'b', 'h']",please keep visiting a b and h without stopping,& G F a & G F b G F h,& G! a & G! b G! h,False
valid,patrolling,3,"['a', 'c', 'b']",please keep visiting a c and b without stopping,& G F a & G F c G F b,& G! a & G! c G! b,False
valid,patrolling,3,"['a', 'c', 'd']",please keep visiting a c and d without stopping,& G F a & G F c G F d,& G! a & G! c G! d,False
valid,patrolling,3,"['a', 'c', 'h']",please keep visiting a c and h without stopping,& G F a & G F c G F h,& G! a & G! c G! h,False
valid,patrolling,3,"['a', 'd', 'b']",please keep visiting a d and b without stopping,& G F a & G F d G F b,& G! a & G! d G! b,False
valid,patrolling,3,"['a', 'd', 'c']",please keep visiting a d and c without stopping,& G F a & G F d G F c,& G! a & G! d G! c,False
valid,patrolling,3,"['a', 'd', 'h']",please keep visiting a d and h without stopping,& G F a & G F d G F h,& G! a & G! d G! h,False
valid,patrolling,3,"['a', 'h', 'b']",please keep visiting a h and b without stopping,& G F a & G F h G F b,& G! a & G! h G! b,False
valid,patrolling,3,"['a', 'h', 'c']",please keep visiting a h and c without stopping,& G F a & G F h G F c,& G! a & G! h G! c,False
valid,patrolling,3,"['a', 'h', 'd']",please keep visiting a h and d without stopping,& G F a & G F h G F d,& G! a & G! h G! d,False
valid,patrolling,3,"['b', 'a', 'c']",please keep visiting b a and c without stopping,& G F b & G F a G F c,& G! b & G! a G! c,False
valid,patrolling,3,"['b', 'a', 'd']",please keep visiting b a and d without stopping,& G F b & G F a G F d,& G! b & G! a G! d,False
valid,patrolling,3,"['b', 'a', 'h']",please keep visiting b a and h without stopping,& G F b & G F a G F h,& G! b & G! a G! h,False
valid,patrolling,3,"['b', 'c', 'a']",please keep visiting b c and a without stopping,& G F b & G F c G F a,& G! b & G! c G! a,False
valid,patrolling,3,"['b', 'c', 'd']",please keep visiting b c and d without stopping,& G F b & G F c G F d,& G! b & G! c G! d,False
valid,patrolling,3,"['b', 'c', 'h']",please keep visiting b c and h without stopping,& G F b & G F c G F h,& G! b & G! c G! h,False
valid,patrolling,3,"['b', 'd', 'a']",please keep visiting b d and a without stopping,& G F b & G F d G F a,& G! b & G! d G! a,False
valid,patrolling,3,"['b', 'd', 'c']",please keep visiting b d and c without stopping,& G F b & G F d G F c,& G! b & G! d G! c,False
valid,patrolling,3,"['b', 'd', 'h']",please keep visiting b d and h without stopping,& G F b & G F d G F h,& G! b & G! d G! h,False
valid,patrolling,3,"['b', 'h', 'a']",please keep visiting b h and a without stopping,& G F b & G F h G F a,& G! b & G! h G! a,False
valid,patrolling,3,"['b', 'h', 'c']",please keep visiting b h and c without stopping,& G F b & G F h G F c,& G! b & G! h G! c,False
valid,patrolling,3,"['b', 'h', 'd']",please keep visiting b h and d without stopping,& G F b & G F h G F d,& G! b & G! h G! d,False
valid,patrolling,3,"['c', 'a', 'b']",please keep visiting c a and b without stopping,& G F c & G F a G F b,& G! c & G! a G! b,False
valid,patrolling,3,"['c', 'a', 'd']",please keep visiting c a and d without stopping,& G F c & G F a G F d,& G! c & G! a G! d,False
valid,patrolling,3,"['c', 'a', 'h']",please keep visiting c a and h without stopping,& G F c & G F a G F h,& G! c & G! a G! h,False
valid,patrolling,3,"['c', 'b', 'a']",please keep visiting c b and a without stopping,& G F c & G F b G F a,& G! c & G! b G! a,False
valid,patrolling,3,"['c', 'b', 'd']",please keep visiting c b and d without stopping,& G F c & G F b G F d,& G! c & G! b G! d,False
valid,patrolling,3,"['c', 'b', 'h']",please keep visiting c b and h without stopping,& G F c & G F b G F h,& G! c & G! b G! h,False
valid,patrolling,3,"['c', 'd', 'a']",please keep visiting c d and a without stopping,& G F c & G F d G F a,& G! c & G! d G! a,False
valid,patrolling,3,"['c', 'd', 'b']",please keep visiting c d and b without stopping,& G F c & G F d G F b,& G! c & G! d G! b,False
valid,patrolling,3,"['c', 'd', 'h']",please keep visiting c d and h without stopping,& G F c & G F d G F h,& G! c & G! d G! h,False
valid,patrolling,3,"['c', 'h', 'a']",please keep visiting c h and a without stopping,& G F c & G F h G F a,& G! c & G! h G! a,False
valid,patrolling,3,"['c', 'h', 'b']",please keep visiting c h and b without stopping,& G F c & G F h G F b,& G! c & G! h G! b,False
valid,patrolling,3,"['c', 'h', 'd']",please keep visiting c h and d without stopping,& G F c & G F h G F d,& G! c & G! h G! d,False
valid,patrolling,3,"['d', 'a', 'b']",please keep visiting d a and b without stopping,& G F d & G F a G F b,& G! d & G! a G! b,False
valid,patrolling,3,"['d', 'a', 'c']",please keep visiting d a and c without stopping,& G F d & G F a G F c,& G! d & G! a G! c,False
valid,patrolling,3,"['d', 'a', 'h']",please keep visiting d a and h without stopping,& G F d & G F a G F h,& G! d & G! a G! h,False
valid,patrolling,3,"['d', 'b', 'a']",please keep visiting d b and a without stopping,& G F d & G F b G F a,& G! d & G! b G! a,False
valid,patrolling,3,"['d', 'b', 'c']",please keep visiting d b and c without stopping,& G F d & G F b G F c,& G! d & G! b G! c,False
valid,patrolling,3,"['d', 'b', 'h']",please keep visiting d b and h without stopping,& G F d & G F b G F h,& G! d & G! b G! h,False
valid,patrolling,3,"['d', 'c', 'a']",please keep visiting d c and a without stopping,& G F d & G F c G F a,& G! d & G! c G! a,False
valid,patrolling,3,"['d', 'c', 'b']",please keep visiting d c and b without stopping,& G F d & G F c G F b,& G! d & G! c G! b,False
valid,patrolling,3,"['d', 'c', 'h']",please keep visiting d c and h without stopping,& G F d & G F c G F h,& G! d & G! c G! h,False
valid,patrolling,3,"['d', 'h', 'a']",please keep visiting d h and a without stopping,& G F d & G F h G F a,& G! d & G! h G! a,False
valid,patrolling,3,"['d', 'h', 'b']",please keep visiting d h and b without stopping,& G F d & G F h G F b,& G! d & G! h G! b,False
valid,patrolling,3,"['d', 'h', 'c']",please keep visiting d h and c without stopping,& G F d & G F h G F c,& G! d & G! h G! c,False
valid,patrolling,3,"['h', 'a', 'b']",please keep visiting h a and b without stopping,& G F h & G F a G F b,& G! h & G! a G! b,False
valid,patrolling,3,"['h', 'a', 'c']",please keep visiting h a and c without stopping,& G F h & G F a G F c,& G! h & G! a G! c,False
valid,patrolling,3,"['h', 'a', 'd']",please keep visiting h a and d without stopping,& G F h & G F a G F d,& G! h & G! a G! d,False
valid,patrolling,3,"['h', 'b', 'a']",please keep visiting h b and a without stopping,& G F h & G F b G F a,& G! h & G! b G! a,False
valid,patrolling,3,"['h', 'b', 'c']",please keep visiting h b and c without stopping,& G F h & G F b G F c,& G! h & G! b G! c,False
valid,patrolling,3,"['h', 'b', 'd']",please keep visiting h b and d without stopping,& G F h & G F b G F d,& G! h & G! b G! d,False
valid,patrolling,3,"['h', 'c', 'a']",please keep visiting h c and a without stopping,& G F h & G F c G F a,& G! h & G! c G! a,False
valid,patrolling,3,"['h', 'c', 'b']",please keep visiting h c and b without stopping,& G F h & G F c G F b,& G! h & G! c G! b,False
valid,patrolling,3,"['h', 'c', 'd']",please keep visiting h c and d without stopping,& G F h & G F c G F d,& G! h & G! c G! d,False
valid,patrolling,3,"['h', 'd', 'a']",please keep visiting h d and a without stopping,& G F h & G F d G F a,& G! h & G! d G! a,False
valid,patrolling,3,"['h', 'd', 'b']",please keep visiting h d and b without stopping,& G F h & G F d G F b,& G! h & G! d G! b,False
valid,patrolling,3,"['h', 'd', 'c']",please keep visiting h d and c without stopping,& G F h & G F d G F c,& G! h & G! d G! c,False
valid,patrolling,3,"['a', 'b', 'c']",make sure a b and c are visited infinitely,& G F a & G F b G F c,& G! a & G! b G! c,False
valid,patrolling,3,"['a', 'b', 'd']",make sure a b and d are visited infinitely,& G F a & G F b G F d,& G! a & G! b G! d,False
valid,patrolling,3,"['a', 'b', 'h']",make sure a b and h are visited infinitely,& G F a & G F b G F h,& G! a & G! b G! h,False
valid,patrolling,3,"['a', 'c', 'b']",make sure a c and b are visited infinitely,& G F a & G F c G F b,& G! a & G! c G! b,False
valid,patrolling,3,"['a', 'c', 'd']",make sure a c and d are visited infinitely,& G F a & G F c G F d,& G! a & G! c G! d,False
valid,patrolling,3,"['a', 'c', 'h']",make sure a c and h are visited infinitely,& G F a & G F c G F h,& G! a & G! c G! h,False
valid,patrolling,3,"['a', 'd', 'b']",make sure a d and b are visited infinitely,& G F a & G F d G F b,& G! a & G! d G! b,False
valid,patrolling,3,"['a', 'd', 'c']",make sure a d and c are visited infinitely,& G F a & G F d G F c,& G! a & G! d G! c,False
valid,patrolling,3,"['a', 'd', 'h']",make sure a d and h are visited infinitely,& G F a & G F d G F h,& G! a & G! d G! h,False
valid,patrolling,3,"['a', 'h', 'b']",make sure a h and b are visited infinitely,& G F a & G F h G F b,& G! a & G! h G! b,False
valid,patrolling,3,"['a', 'h', 'c']",make sure a h and c are visited infinitely,& G F a & G F h G F c,& G! a & G! h G! c,False
