Utterance,Ground truth,Output,Correct
"before visiting Doctor's office on South Weller Street, Pink Gorilla Import & Retro Gaming toy store, Realhome Network on South Weller Street, and Ambrosia Cafe on South King Street, visit New Central Hotel Apartments on South Weller Street, and never visit it again then visit Doctor's office on South Weller Street, before Pink Gorilla Import & Retro Gaming toy store, Realhome Network on South Weller Street, and Ambrosia Cafe on South King Street, and never visit it again do not visit Realhome Network on South Weller Street, and Ambrosia Cafe on South King Street, until you visit Pink Gorilla Import & Retro Gaming toy store, never visit Pink Gorilla Import & Retro Gaming toy store, again then visit Realhome Network on South Weller Street, before Ambrosia Cafe on South King Street, and never visit Ambrosia Cafe on South King Street, again finally visit Ambrosia Cafe on South King Street","{'Pink Gorilla Import & Retro Gaming toy store', 'Ambrosia Cafe on South King Street', ""Doctor's office on South Weller Street"", 'Realhome Network on South Weller Street', 'New Central Hotel Apartments on South Weller Street'}","{'Pink Gorilla Import & Retro Gaming toy store', 'Ambrosia Cafe on South King Street', 'Realhome Network on South Weller Street', ""Doctor's office on South Weller Street"", 'New Central Hotel Apartments on South Weller Street'}",True
"make sure you visit Seafood restaurant on Maynard Avenue South, at least once",{'Seafood restaurant on Maynard Avenue South'},{'Seafood restaurant on Maynard Avenue South'},True
"you must pass through Eastern Hotel on Maynard Avenue South, on at least five separate occasions",{'Eastern Hotel on Maynard Avenue South'},{'Eastern Hotel on Maynard Avenue South'},True
"visit Girls Rock Math School, then visit Sushi restaurant on South Weller Street, then reach Paris Skin Care beauty store","{'Girls Rock Math School', 'Sushi restaurant on South Weller Street', 'Paris Skin Care beauty store'}","{'Girls Rock Math School', 'Sushi restaurant on South Weller Street', 'Paris Skin Care beauty store'}",True
"do not stop visiting Eastern Hotel on Maynard Avenue South, Pink Gorilla Import & Retro Gaming toy store, Doctor Kenneth Hong's office on South Weller Street, Pacific Herb & Grocery store on South Weller Street, and Vibrant Cities, in no specific order","{'Pink Gorilla Import & Retro Gaming toy store', ""Doctor Kenneth Hong's office on South Weller Street"", 'Pacific Herb & Grocery store on South Weller Street', 'Vibrant Cities', 'Eastern Hotel on Maynard Avenue South'}","{'Pink Gorilla Import & Retro Gaming toy store', 'Pacific Herb & Grocery store on South Weller Street', 'Vibrant Cities', ""Doctor Kenneth Hong's office on South Weller Street"", 'Eastern Hotel on Maynard Avenue South'}",True
"do not go to Asia Condo on South Lane Street, until Korean BBQ restaurant on South Weller Street, is visited and do not go to Korean BBQ restaurant on South Weller Street, until Northwest Kung Fu Fitness Studios, is visited along the path never return to previous location you have been to","{'Korean BBQ restaurant on South Weller Street', 'Northwest Kung Fu Fitness Studios', 'Asia Condo on South Lane Street'}","{'Korean BBQ restaurant on South Weller Street', 'Asia Condo on South Lane Street', 'Northwest Kung Fu Fitness Studios'}",True
"go to Burger fast-food on 5th Avenue South, Vibrant Cities, Sing Keong Society on Maynard Avenue South, Seattle Pinball Museum on Maynard Avenue, and AA Travel agency on South King Street, in any order","{'Burger fast-food on 5th Avenue South', 'Seattle Pinball Museum on Maynard Avenue', 'Sing Keong Society on Maynard Avenue South', 'Vibrant Cities', 'AA Travel agency on South King Street'}","{'Burger fast-food on 5th Avenue South', 'Seattle Pinball Museum on Maynard Avenue', 'Sing Keong Society on Maynard Avenue South', 'Vibrant Cities', 'AA Travel agency on South King Street'}",True
"keep going to Paris Skin Care beauty store, and Travel agency on Maynard Avenue South, in arbitrary order","{'Travel agency on Maynard Avenue South', 'Paris Skin Care beauty store'}","{'Travel agency on Maynard Avenue South', 'Paris Skin Care beauty store'}",True
"go to New Central Hotel Apartments on South Weller Street, Acupuncture massage and herbs center on South Weller Street, Realhome Network on South Weller Street, Seafood restaurant on Maynard Avenue South, and Pacific Herb & Grocery on South Weller Street","{'Acupuncture massage and herbs center on South Weller Street', 'Pacific Herb & Grocery on South Weller Street', 'Seafood restaurant on Maynard Avenue South', 'Realhome Network on South Weller Street', 'New Central Hotel Apartments on South Weller Street'}","{'Acupuncture massage and herbs center on South Weller Street', 'Pacific Herb & Grocery on South Weller Street', 'Seafood restaurant on Maynard Avenue South', 'Realhome Network on South Weller Street', 'New Central Hotel Apartments on South Weller Street'}",True
"never visit Baba Mama, again after you have visited it twice",{'Baba Mama'},{'Baba Mama'},True
"go to Chinese restaurant Shanghai Garden on 6th Avenue South, then go to Baba Mama, then go to Realhome Network on South Weller Street, then go to Sushi restaurant on South Weller Street, then go to Asian restaurant on 5th Avenue South","{'Chinese restaurant Shanghai Garden on 6th Avenue South', 'Asian restaurant on 5th Avenue South', 'Sushi restaurant on South Weller Street', 'Realhome Network on South Weller Street', 'Baba Mama'}","{'Chinese restaurant Shanghai Garden on 6th Avenue South', 'Sushi restaurant on South Weller Street', 'Asian restaurant on 5th Avenue South', 'Realhome Network on South Weller Street', 'Baba Mama'}",True
move to Asia Condo on South Lane Street,{'Asia Condo on South Lane Street'},{'Asia Condo on South Lane Street'},True
"go to Paris Skin Care beauty store, then reach Sand Dragon on South Lane Street","{'Sand Dragon on South Lane Street', 'Paris Skin Care beauty store'}","{'Sand Dragon on South Lane Street', 'Paris Skin Care beauty store'}",True
"go to Asian restaurant on 5th Avenue South, but not through Ambrosia cafe on South King Street, Chinese restaurant Shanghai Garden on 6th Avenue South, Acupuncture and massage center on South Weller Street, or Honey Court Seafood Restaurant on Maynard Avenue South, and then go to Ambrosia cafe on South King Street, but not through Chinese restaurant Shanghai Garden on 6th Avenue South, Acupuncture and massage center on South Weller Street, or Honey Court Seafood Restaurant on Maynard Avenue South, and then go to Chinese restaurant Shanghai Garden on 6th Avenue South, but not through Acupuncture and massage center on South Weller Street, or Honey Court Seafood Restaurant on Maynard Avenue South, and then go to Acupuncture and massage center on South Weller Street, but not through Honey Court Seafood Restaurant on Maynard Avenue South, and finally go to Honey Court Seafood Restaurant on Maynard Avenue South, no revisiting is allowed here","{'Chinese restaurant Shanghai Garden on 6th Avenue South', 'Asian restaurant on 5th Avenue South', 'Honey Court Seafood Restaurant on Maynard Avenue South', 'Ambrosia cafe on South King Street', 'Acupuncture and massage center on South Weller Street'}","{'Chinese restaurant Shanghai Garden on 6th Avenue South', 'Ambrosia cafe on South King Street', 'Asian restaurant on 5th Avenue South', 'Honey Court Seafood Restaurant on Maynard Avenue South', 'Acupuncture and massage center on South Weller Street'}",True
"never go to Asian restaurant on 5th Avenue South, until you see Sing Keong Society on Maynard Avenue South","{'Asian restaurant on 5th Avenue South', 'Sing Keong Society on Maynard Avenue South'}","{'Asian restaurant on 5th Avenue South', 'Sing Keong Society on Maynard Avenue South'}",True
"you have to visit Asia building, exactly twice",{'Asia building'},{'Asia building'},True
"do not visit Fortuna Cafe, a Chinese restaurant on South King Street, less than three times","{'Fortuna Cafe, a Chinese restaurant on South King Street'}","{'Fortuna Cafe, a Chinese restaurant on South King Street'}",True
"only after you visit Ambrosia Cafe on South King Street, you can go to AI Video electronics store, only after you visit AI Video electronics store, you can go to Eastern Hotel on Maynard Avenue South, only after you visit Eastern Hotel on Maynard Avenue South, you can go to Seattle Gospel Center, a place of worship, only after you visit Seattle Gospel Center, a place of worship, you can go to Great State Burger fast food on 5th Avenue South","{'Seattle Gospel Center, a place of worship', 'Ambrosia Cafe on South King Street', 'AI Video electronics store', 'Great State Burger fast food on 5th Avenue South', 'Eastern Hotel on Maynard Avenue South'}","{'Seattle Gospel Center, a place of worship', 'Ambrosia Cafe on South King Street', 'AI Video electronics store', 'Great State Burger fast food on 5th Avenue South', 'Eastern Hotel on Maynard Avenue South'}",True
"first go to Louisa Hotel Apartments, once then go to Chinese restaurant Canton Wonton House on South Weller Street, once while avoiding Fast food restaurant on South Weller Street, finally go to Fast food restaurant on South Weller Street","{'Chinese restaurant Canton Wonton House on South Weller Street', 'Fast food restaurant on South Weller Street', 'Louisa Hotel Apartments'}","{'Chinese restaurant Canton Wonton House on South Weller Street', 'Fast food restaurant on South Weller Street', 'Louisa Hotel Apartments'}",True
"never visit AI Video electronics shop, again after you have visited it once",{'AI Video electronics shop'},{'AI Video electronics shop'},True
"you have to visit Vibrant Cities, exactly five times",{'Vibrant Cities'},{'Vibrant Cities'},True
"visit Pink Gorilla Import & Retro Gaming toy store, three times and never revisit it again",{'Pink Gorilla Import & Retro Gaming toy store'},{'Pink Gorilla Import & Retro Gaming toy store'},True
"do not stop visiting Tai Tung Chinese Restaurant on South King Street, Korean BBQ restaurant on South Weller Street, Vibrant Cities, and Doctor's office on South Weller Street, in no specific order","{'Korean BBQ restaurant on South Weller Street', 'Vibrant Cities', ""Doctor's office on South Weller Street"", 'Tai Tung Chinese Restaurant on South King Street'}","{'Korean BBQ restaurant on South Weller Street', 'Vibrant Cities', ""Doctor's office on South Weller Street"", 'Tai Tung Chinese Restaurant on South King Street'}",True
"visit Art gallery on 7th Avenue South, equal or more than five times",{'Art gallery on 7th Avenue South'},{'Art gallery on 7th Avenue South'},True
"the minimum number of times you can reach Fortuna Cafe, a Chinese restaurant on South King Street, is two","{'Fortuna Cafe, a Chinese restaurant on South King Street'}","{'Fortuna Cafe, a Chinese restaurant on South King Street'}",True
you are required to make at least four separate visits to Sushi restaurant on South Weller Street,{'Sushi restaurant on South Weller Street'},{'Sushi restaurant on South Weller Street'},True
you need at least three distinct visits to AA Travel agency on South King Street,{'AA Travel agency on South King Street'},{'AA Travel agency on South King Street'},True
"if Sushi restaurant on South Weller Street, is observed only and only then should Asian restaurant on 5th Avenue South, be visited in the next time step otherwise Asian restaurant on 5th Avenue South, should not be visited","{'Asian restaurant on 5th Avenue South', 'Sushi restaurant on South Weller Street'}","{'Asian restaurant on 5th Avenue South', 'Sushi restaurant on South Weller Street'}",True
"only visit Convenience store on South Weller Street, once followed by visiting Chinese restaurant on South Weller Street, then visiting Girls Rock Math School, once","{'Chinese restaurant on South Weller Street', 'Girls Rock Math School', 'Convenience store on South Weller Street'}","{'Chinese restaurant on South Weller Street', 'Girls Rock Math School', 'Convenience store on South Weller Street'}",True
keep visiting Cake House bakery on South Weller Street,{'Cake House bakery on South Weller Street'},{'Cake House bakery on South Weller Street'},True
you are required to make at least four separate visits to Sing Keong Society on Maynard Avenue South,{'Sing Keong Society on Maynard Avenue South'},{'Sing Keong Society on Maynard Avenue South'},True
"travel to Asia Condo on South Lane Street, then travel to New Central Hotel Apartments on South Weller Street, then go to Great State Burger fast food on 5th Avenue South, then reach Acupuncture and massage center on South Weller Street","{'Asia Condo on South Lane Street', 'Acupuncture and massage center on South Weller Street', 'Great State Burger fast food on 5th Avenue South', 'New Central Hotel Apartments on South Weller Street'}","{'New Central Hotel Apartments on South Weller Street', 'Asia Condo on South Lane Street', 'Great State Burger fast food on 5th Avenue South', 'Acupuncture and massage center on South Weller Street'}",True
find AA Travel agency on South King Street,{'AA Travel agency on South King Street'},{'AA Travel agency on South King Street'},True
"visit Asian restaurant on 5th Avenue South, followed by Girls Rock Math school, which is then to be followed by Sing Keong Society on Maynard Avenue South","{'Asian restaurant on 5th Avenue South', 'Girls Rock Math school', 'Sing Keong Society on Maynard Avenue South'}","{'Asian restaurant on 5th Avenue South', 'Girls Rock Math school', 'Sing Keong Society on Maynard Avenue South'}",True
"first visit Fortuna Cafe, a Chinese restaurant on South King Street, while avoiding bookstore on South Weller Street, then visit bookstore on South Weller Street, while avoiding Travel agency on Maynard Avenue South, then visit Travel agency on Maynard Avenue South, while avoiding Sing Keong Society on Maynard Avenue South, then visit Sing Keong Society on Maynard Avenue South, while avoiding New Central Hotel Apartments on South Weller Street, finally visit New Central Hotel Apartments on South Weller Street, visit each location once","{'Travel agency on Maynard Avenue South', 'Fortuna Cafe, a Chinese restaurant on South King Street', 'Sing Keong Society on Maynard Avenue South', 'bookstore on South Weller Street', 'New Central Hotel Apartments on South Weller Street'}","{'Travel agency on Maynard Avenue South', 'Fortuna Cafe, a Chinese restaurant on South King Street', 'bookstore on South Weller Street', 'Sing Keong Society on Maynard Avenue South', 'New Central Hotel Apartments on South Weller Street'}",True
"the maximum number of times you can visit Sand Dragon on South Lane Street, four",{'Sand Dragon on South Lane Street'},{'Sand Dragon on South Lane Street'},True
"first go to Vibrant Cities, while avoiding Seattle Gospel Center place of worship, then move to Seattle Gospel Center place of worship","{'Vibrant Cities', 'Seattle Gospel Center place of worship'}","{'Vibrant Cities', 'Seattle Gospel Center place of worship'}",True
"go to New Central Hotel Apartments on South Weller Street, after you have visited Art gallery on 7th Avenue South, and go to Korean BBQ restaurant on South Weller Street, after you have visited New Central Hotel Apartments on South Weller Street","{'Korean BBQ restaurant on South Weller Street', 'Art gallery on 7th Avenue South', 'New Central Hotel Apartments on South Weller Street'}","{'Korean BBQ restaurant on South Weller Street', 'Art gallery on 7th Avenue South', 'New Central Hotel Apartments on South Weller Street'}",True
"you must go to Eastern Hotel on Maynard Avenue South, exactly three times",{'Eastern Hotel on Maynard Avenue South'},{'Eastern Hotel on Maynard Avenue South'},True
"you must go to Baba Mama, exactly three times",{'Baba Mama'},{'Baba Mama'},True
"at any point in time if Asian restaurant on South King Street, holds then Baba Mama, should be visited at least once in the future","{'Baba Mama', 'Asian restaurant on South King Street'}","{'Asian restaurant on South King Street', 'Baba Mama'}",True
"travel to Fast food on South Weller Street, Ellenos Real Greek Yogurt cafe, Ho Ho Seafood restaurant on South Weller Street, and Doctor Kenneth Hong's office on South Weller Street","{'Ellenos Real Greek Yogurt cafe', ""Doctor Kenneth Hong's office on South Weller Street"", 'Fast food on South Weller Street', 'Ho Ho Seafood restaurant on South Weller Street'}","{'Ellenos Real Greek Yogurt cafe', ""Doctor Kenneth Hong's office on South Weller Street"", 'Fast food on South Weller Street', 'Ho Ho Seafood restaurant on South Weller Street'}",True
"you have to go to Seattle Pinball Museum on Maynard Avenue South, five or more than five times",{'Seattle Pinball Museum on Maynard Avenue South'},{'Seattle Pinball Museum on Maynard Avenue South'},True
"visit Doctor Kenneth Hong's office on South Weller Street, then Travel agency on Maynard Avenue South, then Ho Ho Seafood restaurant on South Weller Street, finally Louisa Hotel Apartment Building, you can not visit Travel agency on Maynard Avenue South, before Doctor Kenneth Hong's office on South Weller Street, you can not visit Ho Ho Seafood restaurant on South Weller Street, before Travel agency on Maynard Avenue South, you can not visit Louisa Hotel Apartment Building, before Ho Ho Seafood restaurant on South Weller Street, you can not visit Seattle Pinball Museum on Maynard Avenue South, before Louisa Hotel Apartment Building","{'Travel agency on Maynard Avenue South', 'Louisa Hotel Apartment Building', ""Doctor Kenneth Hong's office on South Weller Street"", 'Seattle Pinball Museum on Maynard Avenue South', 'Ho Ho Seafood restaurant on South Weller Street'}","{'Travel agency on Maynard Avenue South', 'Louisa Hotel Apartment Building', ""Doctor Kenneth Hong's office on South Weller Street"", 'Seattle Pinball Museum on Maynard Avenue South', 'Ho Ho Seafood restaurant on South Weller Street'}",True
"you can not stop traveling to AI Video electronics store, Acupuncture and massage center on South Weller Street, Ho Ho Seafood restaurant on South Weller Street, Baba Mama, and Dr. Kenneth Hong's clinic on South Weller Street","{'AI Video electronics store', 'Ho Ho Seafood restaurant on South Weller Street', ""Dr. Kenneth Hong's clinic on South Weller Street"", 'Baba Mama', 'Acupuncture and massage center on South Weller Street'}","{""Dr. Kenneth Hong's clinic on South Weller Street"", 'Acupuncture and massage center on South Weller Street', 'AI Video electronics store', 'Baba Mama', 'Ho Ho Seafood restaurant on South Weller Street'}",True
"move to Louisa Hotel Apartments, then move to Travel agency on Maynard Avenue South, then move to AA Travel agency on South King Street, then move to Ellenos Real Greek Yogurt cafe, finally move to Purple Dot Chinese restaurant on Maynard Avenue South","{'Travel agency on Maynard Avenue South', 'Ellenos Real Greek Yogurt cafe', 'Louisa Hotel Apartments', 'Purple Dot Chinese restaurant on Maynard Avenue South', 'AA Travel agency on South King Street'}","{'Travel agency on Maynard Avenue South', 'Ellenos Real Greek Yogurt cafe', 'Louisa Hotel Apartments', 'Purple Dot Chinese restaurant on Maynard Avenue South', 'AA Travel agency on South King Street'}",True
"visit Ambrosia cafe on South King Street, equal or more than four times",{'Ambrosia cafe on South King Street'},{'Ambrosia cafe on South King Street'},True
"visit Cake House bakery on South Weller Street, then visit Beard Papa's fast food on South Weller Street, then reach Chinese restaurant on South Weller Street","{'Chinese restaurant on South Weller Street', ""Beard Papa's fast food on South Weller Street"", 'Cake House bakery on South Weller Street'}","{'Chinese restaurant on South Weller Street', ""Beard Papa's fast food on South Weller Street"", 'Cake House bakery on South Weller Street'}",True
"do not visit Doctor Kenneth Hong's office on South Weller Street, less than three times","{""Doctor Kenneth Hong's office on South Weller Street""}","{""Doctor Kenneth Hong's office on South Weller Street""}",True
"you can not visit Sing Keong Society on Maynard Avenue South, two or more times",{'Sing Keong Society on Maynard Avenue South'},{'Sing Keong Society on Maynard Avenue South'},True
"reach Tai Tung Chinese Restaurant on South King Street, then leave Tai Tung Chinese Restaurant on South King Street, and repeat this at least four more times",{'Tai Tung Chinese Restaurant on South King Street'},{'Tai Tung Chinese Restaurant on South King Street'},True
"you have to go to Northwest Kung Fu Fitness Studios, four or more than four times",{'Northwest Kung Fu Fitness Studios'},{'Northwest Kung Fu Fitness Studios'},True
"visit Realhome Network on South Weller Street, five times and never revisit it again",{'Realhome Network on South Weller Street'},{'Realhome Network on South Weller Street'},True
"make sure you never visit Travel agency on Maynard Avenue South, Shanghai Garden Chinese restaurant on 6th Avenue South, Seattle Gospel Center, a place of worship, or Louisa Hotel Apartments","{'Travel agency on Maynard Avenue South', 'Seattle Gospel Center, a place of worship', 'Shanghai Garden Chinese restaurant on 6th Avenue South', 'Louisa Hotel Apartments'}","{'Travel agency on Maynard Avenue South', 'Seattle Gospel Center, a place of worship', 'Shanghai Garden Chinese restaurant on 6th Avenue South', 'Louisa Hotel Apartments'}",True
"go to Convenience store on South Weller Street, and only go to Sushi restaurant on South Weller Street, only after Convenience store on South Weller Street, is visited and then go to Dr. Kenneth Hong's clinic on South Weller Street, only after Convenience store on South Weller Street, and Sushi restaurant on South Weller Street, are both visited and then go to Eastern Hotel on Maynard Avenue South, only after Convenience store on South Weller Street, Sushi restaurant on South Weller Street, and Dr. Kenneth Hong's clinic on South Weller Street, are all visited","{'Sushi restaurant on South Weller Street', ""Dr. Kenneth Hong's clinic on South Weller Street"", 'Convenience store on South Weller Street', 'Eastern Hotel on Maynard Avenue South'}","{""Dr. Kenneth Hong's clinic on South Weller Street"", 'Sushi restaurant on South Weller Street', 'Convenience store on South Weller Street', 'Eastern Hotel on Maynard Avenue South'}",True
