Utterance,Ground truth,Output,Correct
"you can not go to Mexican restaurant on 4th Avenue, Gaslamp Quarter area, Goorin Bros shop, or Horton House apartments","{'Mexican restaurant on 4th Avenue', 'Goorin Bros shop', 'Gaslamp Quarter area', 'Horton House apartments'}","{'Mexican restaurant on 4th Avenue', 'Goorin Bros shop', 'Gaslamp Quarter area', 'Horton House apartments'}",True
keep going to Lions Club of San Diego's garage building,"{""Lions Club of San Diego's garage building""}","{""Lions Club of San Diego's garage building""}",True
"do not leave Parking facility on Market Street, before Sweetlabs Inc, is seen","{'Sweetlabs Inc', 'Parking facility on Market Street'}","{'Sweetlabs Inc', 'Parking facility on Market Street'}",True
"once CVS Pharmacy, is seen feel free to leave Lions Club of San Diego garages, otherwise stay at Lions Club of San Diego garages","{'Lions Club of San Diego garages', 'CVS Pharmacy'}","{'Lions Club of San Diego garages', 'CVS Pharmacy'}",True
"visit San Diego gift shop, equal or more than four times",{'San Diego gift shop'},{'San Diego gift shop'},True
"go to Sandwich fast food on 5th Avenue, but not through Nikki Fine Jewelers on 5th Avenue, Urban Outfitters clothing store, Mexican restaurant on 4th Avenue, or Steak house named Marble Room, and then go to Nikki Fine Jewelers on 5th Avenue, but not through Urban Outfitters clothing store, Mexican restaurant on 4th Avenue, or Steak house named Marble Room, and then go to Urban Outfitters clothing store, but not through Mexican restaurant on 4th Avenue, or Steak house named Marble Room, and then go to Mexican restaurant on 4th Avenue, but not through Steak house named Marble Room, and finally go to Steak house named Marble Room, no revisiting is allowed here","{'Nikki Fine Jewelers on 5th Avenue', 'Mexican restaurant on 4th Avenue', 'Sandwich fast food on 5th Avenue', 'Urban Outfitters clothing store', 'Steak house named Marble Room'}","{'Sandwich fast food on 5th Avenue', 'Urban Outfitters clothing store', 'Nikki Fine Jewelers on 5th Avenue', 'Mexican restaurant on 4th Avenue', 'Steak house named Marble Room'}",True
"the maximum allowable visits to San Diego Lions Manor apartments, is three",{'San Diego Lions Manor apartments'},{'San Diego Lions Manor apartments'},True
"you can not make any visit to Starbucks coffee shop on Market Street, when Sandwich fast food on 5th Avenue, remains unseen","{'Sandwich fast food on 5th Avenue', 'Starbucks coffee shop on Market Street'}","{'Sandwich fast food on 5th Avenue', 'Starbucks coffee shop on Market Street'}",True
"visit Gaslamp Quarter area, exactly once avoid Ike's Place, a sandwich fast food on 5th Avenue, or Gift shop at San Diego Trading Company, before Gaslamp Quarter area, then reach Ike's Place, a sandwich fast food on 5th Avenue, exactly once avoid Gift shop at San Diego Trading Company, before Ike's Place, a sandwich fast food on 5th Avenue, finally move to Gift shop at San Diego Trading Company","{'Gift shop at San Diego Trading Company', 'Gaslamp Quarter area', ""Ike's Place, a sandwich fast food on 5th Avenue""}","{'Gift shop at San Diego Trading Company', 'Gaslamp Quarter area', ""Ike's Place, a sandwich fast food on 5th Avenue""}",True
"go to Irish pub on 4th Avenue, only then go to Searsucker pub, and only then go to The Amazing Picture Booth Co. on 5th Avenue","{'The Amazing Picture Booth Co. on 5th Avenue', 'Searsucker pub', 'Irish pub on 4th Avenue'}","{'Irish pub on 4th Avenue', 'Searsucker pub', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
"stay at Searsucker pub, till Alta building, occurs","{'Alta building', 'Searsucker pub'}","{'Alta building', 'Searsucker pub'}",True
"visit Sandwich fast food on 5th Avenue, then visit BarleyMash pub","{'Sandwich fast food on 5th Avenue', 'BarleyMash pub'}","{'Sandwich fast food on 5th Avenue', 'BarleyMash pub'}",True
"go to the following locations Irish pub on 4th Avenue, Smocking Gun restaurant, and William Heath Davis House Museum","{'Smocking Gun restaurant', 'William Heath Davis House Museum', 'Irish pub on 4th Avenue'}","{'Smocking Gun restaurant', 'William Heath Davis House Museum', 'Irish pub on 4th Avenue'}",True
"you have to visit Alta building, exactly twice",{'Alta building'},{'Alta building'},True
"you can go anywhere but Hostelling International San Diego on Market Street, Tivoli Bar, Fluxx bar, Double Standard Kitchenetta & Bar, and William Heath Davis House Museum","{'Double Standard Kitchenetta & Bar', 'William Heath Davis House Museum', 'Hostelling International San Diego on Market Street', 'Tivoli Bar', 'Fluxx bar'}","{'William Heath Davis House Museum', 'Hostelling International San Diego on Market Street', 'Tivoli Bar', 'Double Standard Kitchenetta & Bar', 'Fluxx bar'}",True
"do not visit Irish pub on 4th Avenue, more than five times",{'Irish pub on 4th Avenue'},{'Irish pub on 4th Avenue'},True
"do not go to Urban Outfitters clothing store, Mexican restaurant on 4th Avenue, or Commercial building with parking on Market Street","{'Urban Outfitters clothing store', 'Mexican restaurant on 4th Avenue', 'Commercial building with parking on Market Street'}","{'Urban Outfitters clothing store', 'Mexican restaurant on 4th Avenue', 'Commercial building with parking on Market Street'}",True
"once Bang Bang bar, is visited you can not go to Commercial building with parking on Market Street, any more","{'Commercial building with parking on Market Street', 'Bang Bang bar'}","{'Commercial building with parking on Market Street', 'Bang Bang bar'}",True
"reach all the following locations Smoking Gun restaurant, Alta building, Ghirardelli ice cream restaurant on 5th Avenue, and The Amazing Picture Booth Co. on 5th Avenue","{'Smoking Gun restaurant', 'Ghirardelli ice cream restaurant on 5th Avenue', 'Alta building', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'Smoking Gun restaurant', 'Ghirardelli ice cream restaurant on 5th Avenue', 'Alta building', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
"if Irish pub on 4th Avenue, happens only and only then is American Junkie bar, allowed to happen at the very next time instant","{'American Junkie bar', 'Irish pub on 4th Avenue'}","{'American Junkie bar', 'Irish pub on 4th Avenue'}",True
"visit Goorin Bros shop, Sing Sing Restaurant bar, San Diego Trading Company gift shop, William Heath Davis House Museum, and The Amazing Picture Booth Co. on 5th Avenue, in any order","{'Sing Sing Restaurant bar', 'Goorin Bros shop', 'William Heath Davis House Museum', 'San Diego Trading Company gift shop', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'William Heath Davis House Museum', 'Sing Sing Restaurant bar', 'Goorin Bros shop', 'San Diego Trading Company gift shop', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
"you can not stop traveling to Sweetlabs Inc, Gaslamp Quarter, Sing Sing Restaurant Bar, Ciro's fast food, and Commercial building with parking on Market Street","{'Gaslamp Quarter', 'Commercial building with parking on Market Street', 'Sweetlabs Inc', 'Sing Sing Restaurant Bar', ""Ciro's fast food""}","{'Gaslamp Quarter', 'Sweetlabs Inc', 'Commercial building with parking on Market Street', 'Sing Sing Restaurant Bar', ""Ciro's fast food""}",True
"head to Nouvelle Latin Cuisine bar, BarleyMash pub, Ciro's fast food, and Searsucker pub, in this order without skipping or revisiting any one of them","{""Ciro's fast food"", 'Nouvelle Latin Cuisine bar', 'BarleyMash pub', 'Searsucker pub'}","{'Nouvelle Latin Cuisine bar', ""Ciro's fast food"", 'BarleyMash pub', 'Searsucker pub'}",True
"move to Urban Outfitters clothing store, then move to Goorin Bros shop, then move to Nouvelle Latin Cuisine bar, then move to Jewelry shop on 5th Avenue, finally move to The Amazing Picture Booth Co. on 5th Avenue","{'Nouvelle Latin Cuisine bar', 'Jewelry shop on 5th Avenue', 'Goorin Bros shop', 'Urban Outfitters clothing store', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'Urban Outfitters clothing store', 'Nouvelle Latin Cuisine bar', 'Jewelry shop on 5th Avenue', 'Goorin Bros shop', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
"do not make any single visit to Sandwich fast food on 5th Avenue, Searsucker pub, Blue Point Restaurant, Gift shop at San Diego Trading Company, or Indian restaurant on Market Street","{'Blue Point Restaurant', 'Indian restaurant on Market Street', 'Sandwich fast food on 5th Avenue', 'Searsucker pub', 'Gift shop at San Diego Trading Company'}","{'Sandwich fast food on 5th Avenue', 'Blue Point Restaurant', 'Searsucker pub', 'Gift shop at San Diego Trading Company', 'Indian restaurant on Market Street'}",True
"visit Commercial building with parking on Market Street, four times and never revisit it again",{'Commercial building with parking on Market Street'},{'Commercial building with parking on Market Street'},True
"do not visit The Amazing Picture Booth Co. on 5th Avenue, any fewer than three times",{'The Amazing Picture Booth Co. on 5th Avenue'},{'The Amazing Picture Booth Co. on 5th Avenue'},True
"frequent Jewelry shop on 5th Avenue, and William Heath Davis House Museum, but the order can be arbitrary","{'Jewelry shop on 5th Avenue', 'William Heath Davis House Museum'}","{'Jewelry shop on 5th Avenue', 'William Heath Davis House Museum'}",True
"visit Gift shop at San Diego Trading Company, then Library Towers, then Lions Club of San Diego garage building, then Jewelry store on 5th Avenue, and then Commercial building with parking on Market Street","{'Lions Club of San Diego garage building', 'Commercial building with parking on Market Street', 'Jewelry store on 5th Avenue', 'Library Towers', 'Gift shop at San Diego Trading Company'}","{'Commercial building with parking on Market Street', 'Jewelry store on 5th Avenue', 'Library Towers', 'Lions Club of San Diego garage building', 'Gift shop at San Diego Trading Company'}",True
"at any point in time you must visit Brazilian steakhouse on 6th Avenue, and CVS Pharmacy, at least once after","{'Brazilian steakhouse on 6th Avenue', 'CVS Pharmacy'}","{'Brazilian steakhouse on 6th Avenue', 'CVS Pharmacy'}",True
"you can leave after The Amazing Picture Booth Co. on 5th Avenue, is observed otherwise stay at Library Towers","{'Library Towers', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'Library Towers', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
keep visiting Hotel Z with Pineapple Hospitality,{'Hotel Z with Pineapple Hospitality'},{'Hotel Z with Pineapple Hospitality'},True
"go to Blue Point restaurant, and go to Goorin Bros shop","{'Goorin Bros shop', 'Blue Point restaurant'}","{'Goorin Bros shop', 'Blue Point restaurant'}",True
"do not go to Alta building, until Lucky Brand clothing store, is visited and do not go to Lucky Brand clothing store, until Lions Club of San Diego's garage building, is visited along the path never return to previous location you have been to","{'Alta building', ""Lions Club of San Diego's garage building"", 'Lucky Brand clothing store'}","{'Alta building', ""Lions Club of San Diego's garage building"", 'Lucky Brand clothing store'}",True
"go to Irish pub on 4th Avenue, then visit Searsucker pub, then reach Mexican restaurant on 4th Avenue","{'Mexican restaurant on 4th Avenue', 'Searsucker pub', 'Irish pub on 4th Avenue'}","{'Mexican restaurant on 4th Avenue', 'Searsucker pub', 'Irish pub on 4th Avenue'}",True
"you have to go to Tivoli Bar, three or more than three times",{'Tivoli Bar'},{'Tivoli Bar'},True
"do not stop until Blue Point restaurant, Sing Sing Restaurant Bar, and Gift shop at San Diego Trading Company, are visited","{'Sing Sing Restaurant Bar', 'Gift shop at San Diego Trading Company', 'Blue Point restaurant'}","{'Sing Sing Restaurant Bar', 'Gift shop at San Diego Trading Company', 'Blue Point restaurant'}",True
"after visiting Ghirardelli ice cream on 5th Avenue, you have to visit Indian restaurant Royal India on Market Street, at least once","{'Indian restaurant Royal India on Market Street', 'Ghirardelli ice cream on 5th Avenue'}","{'Indian restaurant Royal India on Market Street', 'Ghirardelli ice cream on 5th Avenue'}",True
"at any point in time you must visit Fluxx bar, and Indian restaurant Royal India on Market Street, at least once after","{'Indian restaurant Royal India on Market Street', 'Fluxx bar'}","{'Indian restaurant Royal India on Market Street', 'Fluxx bar'}",True
"you must pass through Alta building, on at least five separate occasions",{'Alta building'},{'Alta building'},True
"go to Alta building, and only go to Marble Room steak house restaurant, only after Alta building, is visited and then go to Nikki Fine Jewelers on 5th Avenue, only after Alta building, and Marble Room steak house restaurant, are both visited and then go to American Junkie bar, only after Alta building, Marble Room steak house restaurant, and Nikki Fine Jewelers on 5th Avenue, are all visited","{'Nikki Fine Jewelers on 5th Avenue', 'Alta building', 'American Junkie bar', 'Marble Room steak house restaurant'}","{'Nikki Fine Jewelers on 5th Avenue', 'Alta building', 'American Junkie bar', 'Marble Room steak house restaurant'}",True
"do not visit Jewelry shop on 5th Avenue, any more or any fewer than four times",{'Jewelry shop on 5th Avenue'},{'Jewelry shop on 5th Avenue'},True
"visit CVS Pharmacy, and visit only once then eventually visit American Junkie bar, do not visit American Junkie bar, before visiting CVS Pharmacy","{'American Junkie bar', 'CVS Pharmacy'}","{'American Junkie bar', 'CVS Pharmacy'}",True
"once Indian restaurant Royal India on Market Street, is seen feel free to leave San Diego Trading Company gift shop, otherwise stay at San Diego Trading Company gift shop","{'Indian restaurant Royal India on Market Street', 'San Diego Trading Company gift shop'}","{'Indian restaurant Royal India on Market Street', 'San Diego Trading Company gift shop'}",True
"visit Bang Bang bar, but before visiting Bang Bang bar, you must visit Alta building","{'Alta building', 'Bang Bang bar'}","{'Alta building', 'Bang Bang bar'}",True
"after you visit Lions Club of San Diego's garage building, you must visit Tivoli Bar, right after Lions Club of San Diego's garage building, and you can only visit Tivoli Bar, immediately after visiting Lions Club of San Diego's garage building","{'Tivoli Bar', ""Lions Club of San Diego's garage building""}","{'Tivoli Bar', ""Lions Club of San Diego's garage building""}",True
"visit Nouvelle Latin Cuisine bar, four times and never revisit it again",{'Nouvelle Latin Cuisine bar'},{'Nouvelle Latin Cuisine bar'},True
"visit Gaslamp Quarter, then eventually visit Fluxx bar, do not visit Fluxx bar, before visiting Gaslamp Quarter","{'Gaslamp Quarter', 'Fluxx bar'}","{'Gaslamp Quarter', 'Fluxx bar'}",True
"always avoid going to Mexican restaurant on 4th Avenue, and never visit Tivoli Bar","{'Mexican restaurant on 4th Avenue', 'Tivoli Bar'}","{'Mexican restaurant on 4th Avenue', 'Tivoli Bar'}",True
"visit American Junkie bar, once while staying away from Gaslamp Quarter, then visit Gaslamp Quarter, once while staying away from Double Standard Kitchenetta & Bar, finally visit Double Standard Kitchenetta & Bar","{'Gaslamp Quarter', 'Double Standard Kitchenetta & Bar', 'American Junkie bar'}","{'Gaslamp Quarter', 'Double Standard Kitchenetta & Bar', 'American Junkie bar'}",True
"move to Gaslamp Quarter, then move to Gift shop at San Diego Trading Company, then move to Blue Point restaurant, then move to Mexican restaurant on 4th Avenue, finally move to Searsucker pub","{'Gaslamp Quarter', 'Mexican restaurant on 4th Avenue', 'Blue Point restaurant', 'Searsucker pub', 'Gift shop at San Diego Trading Company'}","{'Gaslamp Quarter', 'Blue Point restaurant', 'Searsucker pub', 'Mexican restaurant on 4th Avenue', 'Gift shop at San Diego Trading Company'}",True
"you can not visit Mexican restaurant on 4th Avenue, more than twice",{'Mexican restaurant on 4th Avenue'},{'Mexican restaurant on 4th Avenue'},True
"reach all the following locations Mexican restaurant on 4th Avenue, Hostelling International San Diego on Market Street, Project Management Academy on 6th Avenue, and Alta building","{'Hostelling International San Diego on Market Street', 'Mexican restaurant on 4th Avenue', 'Alta building', 'Project Management Academy on 6th Avenue'}","{'Hostelling International San Diego on Market Street', 'Mexican restaurant on 4th Avenue', 'Alta building', 'Project Management Academy on 6th Avenue'}",True
"stay away from San Diego Lions Manor apartments, until you visit Searsucker pub, exactly once and then go to San Diego Lions Manor apartments, while staying away from Searsucker pub","{'San Diego Lions Manor apartments', 'Searsucker pub'}","{'San Diego Lions Manor apartments', 'Searsucker pub'}",True
"reach BarleyMash pub, Tivoli Bar, Mexican restaurant on 4th Avenue, Goorin Bros shop, and Irish pub on 4th Avenue, sequentially","{'Irish pub on 4th Avenue', 'Mexican restaurant on 4th Avenue', 'Goorin Bros shop', 'BarleyMash pub', 'Tivoli Bar'}","{'BarleyMash pub', 'Irish pub on 4th Avenue', 'Mexican restaurant on 4th Avenue', 'Goorin Bros shop', 'Tivoli Bar'}",True
"at any point in time if Tivoli Bar, holds then Lions Club of San Diego's garage building, should be visited at least once in the future","{'Tivoli Bar', ""Lions Club of San Diego's garage building""}","{'Tivoli Bar', ""Lions Club of San Diego's garage building""}",True
"visit Blue Point Restaurant, and visit only once then eventually visit Double Standard Kitchenetta & Bar, do not visit Double Standard Kitchenetta & Bar, before visiting Blue Point Restaurant","{'Double Standard Kitchenetta & Bar', 'Blue Point Restaurant'}","{'Double Standard Kitchenetta & Bar', 'Blue Point Restaurant'}",True
"go to Nouvelle Latin Cuisine bar, American Junkie bar, Parking facility on Market Street, Goorin Bros shop, and Double Standard Kitchenetta & Bar, in any order","{'Nouvelle Latin Cuisine bar', 'Parking facility on Market Street', 'Goorin Bros shop', 'Double Standard Kitchenetta & Bar', 'American Junkie bar'}","{'Nouvelle Latin Cuisine bar', 'Parking facility on Market Street', 'Goorin Bros shop', 'Double Standard Kitchenetta & Bar', 'American Junkie bar'}",True
"first go to Blue Point restaurant, once then go to Lions Club of San Diego garages, once while avoiding Nouvelle Latin Cuisine bar, then go to Nouvelle Latin Cuisine bar, once while avoiding William Heath Davis House Museum, finally go to William Heath Davis House Museum","{'Nouvelle Latin Cuisine bar', 'Lions Club of San Diego garages', 'Blue Point restaurant', 'William Heath Davis House Museum'}","{'Nouvelle Latin Cuisine bar', 'Lions Club of San Diego garages', 'Blue Point restaurant', 'William Heath Davis House Museum'}",True
"please keep visiting Starbucks coffee shop on Market Street, and Marble Room steak house restaurant, without stopping","{'Starbucks coffee shop on Market Street', 'Marble Room steak house restaurant'}","{'Starbucks coffee shop on Market Street', 'Marble Room steak house restaurant'}",True
"reach Fluxx bar, and then leave Fluxx bar, then never come back to Fluxx bar",{'Fluxx bar'},{'Fluxx bar'},True
"visit San Diego Trading Company gift shop, then Fluxx Bar, then Sweetlabs Inc, then Hostelling International on Market Street, San Diego, follow this strict order and visit each location only once","{'Sweetlabs Inc', 'Fluxx Bar', 'San Diego Trading Company gift shop', 'Hostelling International on Market Street, San Diego'}","{'San Diego Trading Company gift shop', 'Hostelling International on Market Street, San Diego', 'Fluxx Bar', 'Sweetlabs Inc'}",True
"you must go to Indian restaurant on Market Street, exactly once",{'Indian restaurant on Market Street'},{'Indian restaurant on Market Street'},True
"go to Hostelling International San Diego on Market Street, but only after visiting Indian restaurant Royal India on Market Street, Ciro's fast food, Starbucks coffee shop on Market Street, Mexican restaurant on 4th Avenue, in that specific order","{'Mexican restaurant on 4th Avenue', 'Indian restaurant Royal India on Market Street', 'Hostelling International San Diego on Market Street', ""Ciro's fast food"", 'Starbucks coffee shop on Market Street'}","{'Indian restaurant Royal India on Market Street', 'Hostelling International San Diego on Market Street', 'Mexican restaurant on 4th Avenue', ""Ciro's fast food"", 'Starbucks coffee shop on Market Street'}",True
"stay away from Library Towers, until you visit Ciro's fast food, exactly once and then go to Library Towers, while staying away from Ciro's fast food","{'Library Towers', ""Ciro's fast food""}","{'Library Towers', ""Ciro's fast food""}",True
"never go to San Diego Trading Company gift shop, until you see Sweetlabs Inc","{'Sweetlabs Inc', 'San Diego Trading Company gift shop'}","{'San Diego Trading Company gift shop', 'Sweetlabs Inc'}",True
"make sure you never visit Goorin Bros shop, Ghirardelli ice cream restaurant on 5th Avenue, Starbucks coffee shop on Market Street, or Urban Outfitters clothing store","{'Urban Outfitters clothing store', 'Goorin Bros shop', 'Ghirardelli ice cream restaurant on 5th Avenue', 'Starbucks coffee shop on Market Street'}","{'Urban Outfitters clothing store', 'Goorin Bros shop', 'Ghirardelli ice cream restaurant on 5th Avenue', 'Starbucks coffee shop on Market Street'}",True
"go to Nikki Fine Jewelers on 5th Avenue, only then go to Sweetlabs Inc, and only then go to Urban Outfitters clothes store","{'Urban Outfitters clothes store', 'Nikki Fine Jewelers on 5th Avenue', 'Sweetlabs Inc'}","{'Nikki Fine Jewelers on 5th Avenue', 'Urban Outfitters clothes store', 'Sweetlabs Inc'}",True
"you have to go to American Junkie bar, two or more than two times",{'American Junkie bar'},{'American Junkie bar'},True
"do not go to Double Standard Kitchenetta & Bar, until Steak house named Marble Room, is visited and do not go to Steak house named Marble Room, until Hostelling International San Diego on Market Street, is visited and do not go to Hostelling International San Diego on Market Street, until Hotel Z, part of Pineapple Hospitality, is visited along the path never return to previous location you have been to","{'Hostelling International San Diego on Market Street', 'Steak house named Marble Room', 'Double Standard Kitchenetta & Bar', 'Hotel Z, part of Pineapple Hospitality'}","{'Hostelling International San Diego on Market Street', 'Steak house named Marble Room', 'Double Standard Kitchenetta & Bar', 'Hotel Z, part of Pineapple Hospitality'}",True
"do not visit Alta building, less than three times",{'Alta building'},{'Alta building'},True
"you are prohibited from not infinitely going to Lucky Brand clothing store, Ciro's fast food, CVS Pharmacy, and Bang Bang bar","{'Bang Bang bar', ""Ciro's fast food"", 'Lucky Brand clothing store', 'CVS Pharmacy'}","{""Ciro's fast food"", 'CVS Pharmacy', 'Lucky Brand clothing store', 'Bang Bang bar'}",True
"make sure Library Towers, Lions Club of San Diego garage building, and San Diego gift shop, are visited infinitely","{'Library Towers', 'San Diego gift shop', 'Lions Club of San Diego garage building'}","{'Library Towers', 'San Diego gift shop', 'Lions Club of San Diego garage building'}",True
"do not stop visiting Brazilian steakhouse on 6th Avenue, featuring a meats and appetizer buffet, The Amazing Picture Booth Co. on 5th Avenue, Irish pub on 4th Avenue, BarleyMash pub, and Nikki Fine Jewelers on 5th Avenue, in no specific order","{'Irish pub on 4th Avenue', 'Nikki Fine Jewelers on 5th Avenue', 'BarleyMash pub', 'Brazilian steakhouse on 6th Avenue, featuring a meats and appetizer buffet', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'BarleyMash pub', 'Brazilian steakhouse on 6th Avenue, featuring a meats and appetizer buffet', 'Irish pub on 4th Avenue', 'Nikki Fine Jewelers on 5th Avenue', 'The Amazing Picture Booth Co. on 5th Avenue'}",True
"do not stop visiting Indian restaurant Royal India on Market Street, BarleyMash pub, and Mexican restaurant on 4th Avenue","{'Mexican restaurant on 4th Avenue', 'Indian restaurant Royal India on Market Street', 'BarleyMash pub'}","{'Mexican restaurant on 4th Avenue', 'Indian restaurant Royal India on Market Street', 'BarleyMash pub'}",True
"do not make any single visit to San Diego Lions Manor apartments, BarleyMash pub, Mexican restaurant on 4th Avenue, or Fluxx bar","{'San Diego Lions Manor apartments', 'BarleyMash pub', 'Fluxx bar', 'Mexican restaurant on 4th Avenue'}","{'San Diego Lions Manor apartments', 'BarleyMash pub', 'Fluxx bar', 'Mexican restaurant on 4th Avenue'}",True
"you can not visit Nouvelle Latin Cuisine bar, more than three times",{'Nouvelle Latin Cuisine bar'},{'Nouvelle Latin Cuisine bar'},True
"visit American Junkie bar, Hostelling International San Diego on Market Street, The Amazing Picture Booth Co. on 5th Avenue, and Indian restaurant on Market Street, in this order there can be other locations in between","{'Indian restaurant on Market Street', 'Hostelling International San Diego on Market Street', 'American Junkie bar', 'The Amazing Picture Booth Co. on 5th Avenue'}","{'Hostelling International San Diego on Market Street', 'The Amazing Picture Booth Co. on 5th Avenue', 'American Junkie bar', 'Indian restaurant on Market Street'}",True
"the required number of separate visits to Mexican restaurant on 4th Avenue, is exactly five",{'Mexican restaurant on 4th Avenue'},{'Mexican restaurant on 4th Avenue'},True
