Utterance,Ground truth,Output,Correct
"stay away from Ann Sather restaurant on North Broadway, until you visit Jacqueline's bar on North Broadway, exactly once and then go to Ann Sather restaurant on North Broadway, while staying away from Jacqueline's bar on North Broadway","{""Jacqueline's bar on North Broadway"", 'Ann Sather restaurant on North Broadway'}","{'Ann Sather restaurant on North Broadway', ""Jacqueline's bar on North Broadway""}",True
"the minimum number of times you can reach XO beauty shop, is two",{'XO beauty shop'},{'XO beauty shop'},True
"travel to Town Hall Pub bar on North Halsted Street, American bistro on North Halsted Street, The Chicago Diner on North Halsted Street, and Sidetrack bar on North Halsted Street","{'Town Hall Pub bar on North Halsted Street', 'American bistro on North Halsted Street', 'Sidetrack bar on North Halsted Street', 'The Chicago Diner on North Halsted Street'}","{'Town Hall Pub bar on North Halsted Street', 'American bistro on North Halsted Street', 'Sidetrack bar on North Halsted Street', 'The Chicago Diner on North Halsted Street'}",True
"reach Rolled Around Bakery on West Roscoe Street, and then leave Rolled Around Bakery on West Roscoe Street, then never come back to Rolled Around Bakery on West Roscoe Street",{'Rolled Around Bakery on West Roscoe Street'},{'Rolled Around Bakery on West Roscoe Street'},True
find Rolled Around Bakery on West Roscoe Street,{'Rolled Around Bakery on West Roscoe Street'},{'Rolled Around Bakery on West Roscoe Street'},True
"go to Town Hall Pub on North Halsted Street, then visit Yefseis Cafe on North Halsted Street, then reach The Chicago Diner on North Halsted Street","{'Town Hall Pub on North Halsted Street', 'Yefseis Cafe on North Halsted Street', 'The Chicago Diner on North Halsted Street'}","{'Town Hall Pub on North Halsted Street', 'Yefseis Cafe on North Halsted Street', 'The Chicago Diner on North Halsted Street'}",True
"first go to Nookie's restaurant, then move to Boystown quarter, then go visit Roscoe's Tavern & Cafe bar, then visit Rolled Around Bakery on West Roscoe Street, finally reach Wendt Playlot playground","{""Nookie's restaurant"", 'Boystown quarter', 'Wendt Playlot playground', ""Roscoe's Tavern & Cafe bar"", 'Rolled Around Bakery on West Roscoe Street'}","{""Nookie's restaurant"", ""Roscoe's Tavern & Cafe bar"", 'Wendt Playlot playground', 'Rolled Around Bakery on West Roscoe Street', 'Boystown quarter'}",True
you can not go to Christian church named Broadway United Methodist Church,{'Christian church named Broadway United Methodist Church'},{'Broadway United Methodist Church'},False
"you can not visit Shiawase Japanese Restaurant, more than five times",{'Shiawase Japanese Restaurant'},{'Shiawase Japanese Restaurant'},True
"make sure Town Hall Pub on North Halsted Street, Shiawase Japanese Restaurant, Minibar, Broadway & Roscoe SB operated by Chicago Transit Authority, and Pets First veterinary clinic, are visited infinitely","{'Minibar', 'Shiawase Japanese Restaurant', 'Pets First veterinary clinic', 'Broadway & Roscoe SB operated by Chicago Transit Authority', 'Town Hall Pub on North Halsted Street'}","{'Minibar', 'Shiawase Japanese Restaurant', 'Pets First veterinary clinic', 'Broadway & Roscoe SB operated by Chicago Transit Authority', 'Town Hall Pub on North Halsted Street'}",True
"if you visit Christian church named Broadway United Methodist Church, make sure you will visit Town Hall Pub bar on North Halsted Street, immediately after that if you visit Town Hall Pub bar on North Halsted Street, make sure you have visited Christian church named Broadway United Methodist Church, right before that","{'Town Hall Pub bar on North Halsted Street', 'Christian church named Broadway United Methodist Church'}","{'Town Hall Pub bar on North Halsted Street', 'Christian church named Broadway United Methodist Church'}",True
"you must go to Roscoe's Tavern & Cafe bar, exactly three times","{""Roscoe's Tavern & Cafe bar""}","{""Roscoe's Tavern & Cafe bar""}",True
"find 7-Eleven convenience store, and Chicago Transit Authority at Halsted & Roscoe","{'7-Eleven convenience store', 'Chicago Transit Authority at Halsted & Roscoe'}","{'7-Eleven convenience store', 'Chicago Transit Authority at Halsted & Roscoe'}",True
"eventually reach Best Western Plus Hawthorne Terrace on N Broadway St, and Yefseis Cafe on North Halsted Street","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Yefseis Cafe on North Halsted Street'}","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Yefseis Cafe on North Halsted Street'}",True
"visit El Mariache Restaurant, Pets First veterinary clinic, Nookie's Restaurant, and Rolled Around Bakery on West Roscoe Street, one after another","{'Pets First veterinary clinic', ""Nookie's Restaurant"", 'El Mariache Restaurant', 'Rolled Around Bakery on West Roscoe Street'}","{'Pets First veterinary clinic', ""Nookie's Restaurant"", 'El Mariache Restaurant', 'Rolled Around Bakery on West Roscoe Street'}",True
"visit Roscoe's Tavern & Cafe bar, then visit The Chicago Diner on North Halsted Street, then reach Chicago Transit Authority at Halsted & Roscoe","{'Chicago Transit Authority at Halsted & Roscoe', ""Roscoe's Tavern & Cafe bar"", 'The Chicago Diner on North Halsted Street'}","{'Chicago Transit Authority at Halsted & Roscoe', ""Roscoe's Tavern & Cafe bar"", 'The Chicago Diner on North Halsted Street'}",True
"visit Wood restaurant on North Halsted Street, exactly once avoid Shiawase Japanese Restaurant, or Wendt Playlot playground, before Wood restaurant on North Halsted Street, then reach Shiawase Japanese Restaurant, exactly once avoid Wendt Playlot playground, before Shiawase Japanese Restaurant, finally move to Wendt Playlot playground","{'Wendt Playlot playground', 'Wood restaurant on North Halsted Street', 'Shiawase Japanese Restaurant'}","{'Wendt Playlot playground', 'Shiawase Japanese Restaurant', 'Wood restaurant on North Halsted Street'}",True
"go to Wood restaurant on North Halsted Street, then reach Chicago Transit Authority stop at Broadway & Roscoe","{'Wood restaurant on North Halsted Street', 'Chicago Transit Authority stop at Broadway & Roscoe'}","{'Wood restaurant on North Halsted Street', 'Chicago Transit Authority stop at Broadway & Roscoe'}",True
"you are prohibited from not infinitely going to Jacqueline's bar on North Broadway, Nookie's restaurant, Shiawase Japanese Restaurant, and El Mariache Restaurant","{'El Mariache Restaurant', ""Jacqueline's bar on North Broadway"", ""Nookie's restaurant"", 'Shiawase Japanese Restaurant'}","{""Jacqueline's bar on North Broadway"", ""Nookie's restaurant"", 'Shiawase Japanese Restaurant', 'El Mariache Restaurant'}",True
"visit Shiawase Japanese Restaurant, again and again",{'Shiawase Japanese Restaurant'},{'Shiawase Japanese Restaurant'},True
"visit Town Hall Pub on North Halsted Street, once and never revisit it again",{'Town Hall Pub on North Halsted Street'},{'Town Hall Pub on North Halsted Street'},True
"never go to Best Western Plus Hawthorne Terrace on N Broadway St, more than three times",{'Best Western Plus Hawthorne Terrace on N Broadway St'},{'Best Western Plus Hawthorne Terrace on N Broadway St'},True
"once you leave Yefseis Cafe on North Halsted Street, for the second time you can not come back to it",{'Yefseis Cafe on North Halsted Street'},{'Yefseis Cafe on North Halsted Street'},True
"explore Jacqueline's bar on North Broadway, Ann Sather restaurant on North Broadway, and Wood restaurant on North Halsted Street, endlessy","{'Ann Sather restaurant on North Broadway', ""Jacqueline's bar on North Broadway"", 'Cocktail bar', 'Wood restaurant on North Halsted Street'}","{""Jacqueline's bar on North Broadway"", 'Wood restaurant on North Halsted Street', 'Ann Sather restaurant on North Broadway'}",False
"never visit Roscoe's Tavern & Cafe bar, again after you have visited it twice","{""Roscoe's Tavern & Cafe bar""}","{""Roscoe's Tavern & Cafe bar""}",True
"go to all of Sidetrack bar on North Halsted Street, The Chicago Diner on North Halsted Street, and Wendt Playlot playground","{'Sidetrack bar on North Halsted Street', 'Wendt Playlot playground', 'The Chicago Diner on North Halsted Street'}","{'Sidetrack bar on North Halsted Street', 'Wendt Playlot playground', 'The Chicago Diner on North Halsted Street'}",True
"do not visit Wood restaurant on North Halsted Street, any more than three times",{'Wood restaurant on North Halsted Street'},{'Wood restaurant on North Halsted Street'},True
"you have to visit Christian place of worship at Broadway United Methodist Church, exactly three times",{'Christian place of worship at Broadway United Methodist Church'},{'Christian place of worship at Broadway United Methodist Church'},True
"never visit El Mariache Restaurant, again after you have visited it five times",{'El Mariache Restaurant'},{'El Mariache Restaurant'},True
"visit Gift shop named Beatnix, infinitely often",{'Gift shop named Beatnix'},{'Gift shop named Beatnix'},True
"go to all of 7-Eleven convenience store, Best Western Plus Hawthorne Terrace on Broadway St., and Roscoe's Tavern & Cafe bar","{'7-Eleven convenience store', ""Roscoe's Tavern & Cafe bar"", 'Best Western Plus Hawthorne Terrace on Broadway St.'}","{'7-Eleven convenience store', 'Best Western Plus Hawthorne Terrace on Broadway St.', ""Roscoe's Tavern & Cafe bar""}",True
"you have to visit Best Western Plus Hawthorne Terrace on Broadway St., exactly once",{'Best Western Plus Hawthorne Terrace on Broadway St.'},{'Best Western Plus Hawthorne Terrace on Broadway St.'},True
"you have to visit Cocktail bar, exactly three times",{'Cocktail bar'},{'Cocktail bar'},True
"you can not go to Roscoe's Tavern & Cafe bar, or Christian place of worship at Broadway United Methodist Church","{""Roscoe's Tavern & Cafe bar"", 'Christian place of worship at Broadway United Methodist Church'}","{""Roscoe's Tavern & Cafe bar"", 'Christian place of worship at Broadway United Methodist Church'}",True
"at any point in time you must visit Chicago Transit Authority at Halsted & Roscoe, and Pets First veterinary clinic, at least once after","{'Pets First veterinary clinic', 'Chicago Transit Authority at Halsted & Roscoe'}","{'Pets First veterinary clinic', 'Chicago Transit Authority at Halsted & Roscoe'}",True
"only after you visit Cocktail bar, you can go to 7-Eleven convenience store, only after you visit 7-Eleven convenience store, you can go to Nookie's restaurant, only after you visit Nookie's restaurant, you can go to Chicago Transit Authority at Halsted & Roscoe, only after you visit Chicago Transit Authority at Halsted & Roscoe, you can go to Boystown quarter","{'7-Eleven convenience store', 'Chicago Transit Authority at Halsted & Roscoe', ""Nookie's restaurant"", 'Boystown quarter', 'Cocktail bar'}","{'7-Eleven convenience store', 'Chicago Transit Authority at Halsted & Roscoe', ""Nookie's restaurant"", 'Cocktail bar', 'Boystown quarter'}",True
"do not go to XO beauty shop, more than once",{'XO beauty shop'},{'XO beauty shop'},True
"you must go to Sidetrack bar on North Halsted Street, exactly four times",{'Sidetrack bar on North Halsted Street'},{'Sidetrack bar on North Halsted Street'},True
"go to Bicycle rental at Halsted St & Roscoe St operated by Divvy, XO beauty shop, Cocktail bar, and 7-Eleven convenience store, in arbitrary order","{'7-Eleven convenience store', 'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'XO beauty shop', 'Cocktail bar'}","{'7-Eleven convenience store', 'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'XO beauty shop', 'Cocktail bar'}",True
visit XO beauty shop,{'XO beauty shop'},{'XO beauty shop'},True
"once Chicago Transit Authority stop at Broadway & Roscoe SB, is visited you can not go to Cocktail bar, any more","{'Cocktail bar', 'Chicago Transit Authority stop at Broadway & Roscoe SB'}","{'Cocktail bar', 'Chicago Transit Authority stop at Broadway & Roscoe SB'}",True
"you can not visit Chicago Transit Authority at Halsted & Roscoe, more than four times",{'Chicago Transit Authority at Halsted & Roscoe'},{'Chicago Transit Authority at Halsted & Roscoe'},True
"you can not go to Best Western Plus Hawthorne Terrace on N Broadway St, Nookie's restaurant, or XO beauty shop","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'XO beauty shop', ""Nookie's restaurant""}","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'XO beauty shop', ""Nookie's restaurant""}",True
"you can visit American bistro on North Halsted Street, but only after you see Yefseis Cafe on North Halsted Street","{'American bistro on North Halsted Street', 'Yefseis Cafe on North Halsted Street'}","{'American bistro on North Halsted Street', 'Yefseis Cafe on North Halsted Street'}",True
"you have to go to Chicago Transit Authority stop at Broadway & Roscoe, five or more than five times",{'Chicago Transit Authority stop at Broadway & Roscoe'},{'Chicago Transit Authority stop at Broadway & Roscoe'},True
"visit Rolled Around Bakery on West Roscoe Street, first while avoiding El Mariache Restaurant, and then move to El Mariache Restaurant, while avoiding Roscoe's Tavern & Cafe bar, then visit Roscoe's Tavern & Cafe bar","{""Roscoe's Tavern & Cafe bar"", 'El Mariache Restaurant', 'Rolled Around Bakery on West Roscoe Street'}","{""Roscoe's Tavern & Cafe bar"", 'El Mariache Restaurant', 'Rolled Around Bakery on West Roscoe Street'}",True
"Minibar, can not be visited at any time",{'Minibar'},{'Minibar'},True
"never go to Boystown quarter, more than once",{'Boystown quarter'},{'Boystown quarter'},True
"please visit Wendt Playlot playground, XO beauty shop, and Nookie's Restaurant, in any order","{'XO beauty shop', ""Nookie's Restaurant"", 'Wendt Playlot playground'}","{'XO beauty shop', ""Nookie's Restaurant"", 'Wendt Playlot playground'}",True
"keep going to Cocktail bar, and Bicycle rental at Halsted St & Roscoe St operated by Divvy, an infinite number of times","{'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'Cocktail bar'}","{'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'Cocktail bar'}",True
"visit Boystown quarter, equal or more than five times",{'Boystown quarter'},{'Boystown quarter'},True
"avoid Shiawase Japanese Restaurant, initially when Town Hall Pub on North Halsted Street, is not visited and then just visit Town Hall Pub on North Halsted Street, once and then visit Shiawase Japanese Restaurant, while avoiding Town Hall Pub on North Halsted Street","{'Town Hall Pub on North Halsted Street', 'Shiawase Japanese Restaurant'}","{'Town Hall Pub on North Halsted Street', 'Shiawase Japanese Restaurant'}",True
"the required number of separate visits to Nookie's restaurant, is two","{""Nookie's restaurant""}","{""Nookie's restaurant""}",True
"you have to visit Wendt Playlot playground, at least three times",{'Wendt Playlot playground'},{'Wendt Playlot playground'},True
"go to El Mariache Restaurant, once without visiting Roscoe's Tavern & Cafe bar, then go to Roscoe's Tavern & Cafe bar, once without visiting 7-Eleven convenience store, then go to 7-Eleven convenience store, once without visiting Broadway & Roscoe SB operated by Chicago Transit Authority, then go to Broadway & Roscoe SB operated by Chicago Transit Authority, once without visiting Christian place of worship at Broadway United Methodist Church, finally go to Christian place of worship at Broadway United Methodist Church","{'7-Eleven convenience store', 'Broadway & Roscoe SB operated by Chicago Transit Authority', 'El Mariache Restaurant', ""Roscoe's Tavern & Cafe bar"", 'Christian place of worship at Broadway United Methodist Church'}","{'7-Eleven convenience store', ""Roscoe's Tavern & Cafe bar"", 'Christian place of worship at Broadway United Methodist Church', 'Broadway & Roscoe SB operated by Chicago Transit Authority', 'El Mariache Restaurant'}",True
"make sure to go to Nookie's restaurant, after you visit Shiawase Japanese Restaurant","{""Nookie's restaurant"", 'Shiawase Japanese Restaurant'}","{""Nookie's restaurant"", 'Shiawase Japanese Restaurant'}",True
"go to Chicago Transit Authority at Halsted & Roscoe, leave and then go to Chicago Transit Authority at Halsted & Roscoe, once again",{'Chicago Transit Authority at Halsted & Roscoe'},{'Chicago Transit Authority at Halsted & Roscoe'},True
"once you observe Jacqueline's bar on North Broadway, only then are you allowed to go to Sidetrack bar on North Halsted Street","{""Jacqueline's bar on North Broadway"", 'Sidetrack bar on North Halsted Street'}","{""Jacqueline's bar on North Broadway"", 'Sidetrack bar on North Halsted Street'}",True
"you can not go to Cocktail bar, Shiawase Japanese Restaurant, Nookie's Restaurant, XO beauty shop, or Rolled Around Bakery on West Roscoe Street","{'XO beauty shop', 'Shiawase Japanese Restaurant', 'Cocktail bar', 'Rolled Around Bakery on West Roscoe Street', ""Nookie's Restaurant""}","{'XO beauty shop', 'Cocktail bar', 'Shiawase Japanese Restaurant', 'Rolled Around Bakery on West Roscoe Street', ""Nookie's Restaurant""}",True
"make sure to go to both Best Western Plus Hawthorne Terrace on N Broadway St, and XO beauty shop","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'XO beauty shop'}","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'XO beauty shop'}",True
travel to 7-Eleven convenience store,{'7-Eleven convenience store'},{'7-Eleven convenience store'},True
"go to Jacqueline's bar on North Broadway, then leave Jacqueline's bar on North Broadway, and then repeat this exactly two more times","{""Jacqueline's bar on North Broadway""}","{""Jacqueline's bar on North Broadway""}",True
"reach Shiawase Japanese Restaurant, Cocktail bar, 7-Eleven convenience store, Pets First veterinary clinic, and Sidetrack bar on North Halsted Street, in any order","{'7-Eleven convenience store', 'Shiawase Japanese Restaurant', 'Pets First veterinary clinic', 'Sidetrack bar on North Halsted Street', 'Cocktail bar'}","{'7-Eleven convenience store', 'Sidetrack bar on North Halsted Street', 'Cocktail bar', 'Shiawase Japanese Restaurant', 'Pets First veterinary clinic'}",True
"go to Rolled Around Bakery on West Roscoe Street, after Broadway & Roscoe SB operated by Chicago Transit Authority, go to Broadway & Roscoe SB operated by Chicago Transit Authority, after going to Minibar","{'Broadway & Roscoe SB operated by Chicago Transit Authority', 'Minibar', 'Rolled Around Bakery on West Roscoe Street'}","{'Broadway & Roscoe SB operated by Chicago Transit Authority', 'Minibar', 'Rolled Around Bakery on West Roscoe Street'}",True
"you can not go to El Mariache Restaurant, Wendt Playlot playground, American bistro on North Halsted Street, 7-Eleven convenience store, or XO beauty shop","{'7-Eleven convenience store', 'American bistro on North Halsted Street', 'XO beauty shop', 'Wendt Playlot playground', 'El Mariache Restaurant'}","{'7-Eleven convenience store', 'American bistro on North Halsted Street', 'XO beauty shop', 'Wendt Playlot playground', 'El Mariache Restaurant'}",True
you must never go to Minibar,{'Minibar'},{'Minibar'},True
"visit Bicycle rental at Halsted St & Roscoe St operated by Divvy, three times and never revisit it again",{'Bicycle rental at Halsted St & Roscoe St operated by Divvy'},{'Bicycle rental at Halsted St & Roscoe St operated by Divvy'},True
"visit Boystown quarter, Roscoe's Tavern & Cafe bar, and Town Hall Pub bar on North Halsted Street, in order but keep avoiding latter ones when you are heading to former ones","{'Town Hall Pub bar on North Halsted Street', ""Roscoe's Tavern & Cafe bar"", 'Boystown quarter'}","{'Town Hall Pub bar on North Halsted Street', ""Roscoe's Tavern & Cafe bar"", 'Boystown quarter'}",True
"visit El Mariache Restaurant, exactly three separate times",{'El Mariache Restaurant'},{'El Mariache Restaurant'},True
"do not visit Town Hall Pub on North Halsted Street, any more or any fewer than four times",{'Town Hall Pub on North Halsted Street'},{'Town Hall Pub on North Halsted Street'},True
"visit Wood restaurant on North Halsted Street, five times and never revisit it again",{'Wood restaurant on North Halsted Street'},{'Wood restaurant on North Halsted Street'},True
"you can visit nowhere else except Wendt Playlot playground, right after Shiawase Japanese Restaurant, and you can visit nowhere else except Shiawase Japanese Restaurant, right before Wendt Playlot playground","{'Wendt Playlot playground', 'Shiawase Japanese Restaurant'}","{'Wendt Playlot playground', 'Shiawase Japanese Restaurant'}",True
"reach American restaurant on North Halsted Street, without going to 7-Eleven convenience store, then go to 7-Eleven convenience store, without passing Jacqueline's bar on North Broadway, then go to Jacqueline's bar on North Broadway, without passing Sidetrack bar on North Halsted Street, finally go to Sidetrack bar on North Halsted Street","{'7-Eleven convenience store', ""Jacqueline's bar on North Broadway"", 'Sidetrack bar on North Halsted Street', 'American restaurant on North Halsted Street'}","{'7-Eleven convenience store', ""Jacqueline's bar on North Broadway"", 'Sidetrack bar on North Halsted Street', 'American restaurant on North Halsted Street'}",True
"make your way to Town Hall Pub bar on North Halsted Street, at least four times",{'Town Hall Pub bar on North Halsted Street'},{'Town Hall Pub bar on North Halsted Street'},True
"visit Minibar, once and never revisit it again",{'Minibar'},{'Minibar'},True
"at any point in time if XO beauty shop, holds then Cocktail bar, should be visited at least once in the future","{'XO beauty shop', 'Cocktail bar'}","{'XO beauty shop', 'Cocktail bar'}",True
"keep going to Best Western Plus Hawthorne Terrace on N Broadway St, and Wood restaurant on North Halsted Street, an infinite number of times","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Wood restaurant on North Halsted Street'}","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Wood restaurant on North Halsted Street'}",True
"the minimum number of times you must reach Nookie's Restaurant, is two","{""Nookie's Restaurant""}","{""Nookie's Restaurant""}",True
"go to Beatnix gift shop, The Chicago Diner on North Halsted Street, Minibar, Chicago Transit Authority stop at Broadway & Roscoe SB, and Jacqueline's bar on North Broadway","{""Jacqueline's bar on North Broadway"", 'Minibar', 'Chicago Transit Authority stop at Broadway & Roscoe SB', 'Beatnix gift shop', 'The Chicago Diner on North Halsted Street'}","{""Jacqueline's bar on North Broadway"", 'Minibar', 'Chicago Transit Authority stop at Broadway & Roscoe SB', 'Beatnix gift shop', 'The Chicago Diner on North Halsted Street'}",True
"you have to visit Pets First veterinary clinic, exactly twice",{'Pets First veterinary clinic'},{'Pets First veterinary clinic'},True
"visit Cocktail bar, equal or more than twice",{'Cocktail bar'},{'Cocktail bar'},True
"visit Ann Sather restaurant on North Broadway, Minibar, Jacqueline's bar on North Broadway, and El Mariache Restaurant, in this order there can be other locations in between","{'Ann Sather restaurant on North Broadway', ""Jacqueline's bar on North Broadway"", 'Minibar', 'El Mariache Restaurant'}","{'Ann Sather restaurant on North Broadway', ""Jacqueline's bar on North Broadway"", 'Minibar', 'El Mariache Restaurant'}",True
"go to Beatnix gift shop, then visit Nookie's restaurant, then reach Bicycle rental at Halsted St & Roscoe St operated by Divvy","{'Beatnix gift shop', 'Bicycle rental at Halsted St & Roscoe St operated by Divvy', ""Nookie's restaurant""}","{'Beatnix gift shop', 'Bicycle rental at Halsted St & Roscoe St operated by Divvy', ""Nookie's restaurant""}",True
"you must go to Best Western Plus Hawthorne Terrace on N Broadway St, exactly four times",{'Best Western Plus Hawthorne Terrace on N Broadway St'},{'Best Western Plus Hawthorne Terrace on N Broadway St'},True
"visit The Chicago Diner on North Halsted Street, Pets First veterinary clinic, Beatnix gift shop, and Boystown quarter, one after another","{'Pets First veterinary clinic', 'Beatnix gift shop', 'Boystown quarter', 'The Chicago Diner on North Halsted Street'}","{'Pets First veterinary clinic', 'Beatnix gift shop', 'Boystown quarter', 'The Chicago Diner on North Halsted Street'}",True
"find El Mariache Restaurant, and Wendt Playlot playground","{'Wendt Playlot playground', 'El Mariache Restaurant'}","{'Wendt Playlot playground', 'El Mariache Restaurant'}",True
"reach Minibar, Bicycle rental at Halsted St & Roscoe St operated by Divvy, Sidetrack bar on North Halsted Street, Wood restaurant on North Halsted Street, and XO beauty shop, sequentially","{'XO beauty shop', 'Minibar', 'Wood restaurant on North Halsted Street', 'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'Sidetrack bar on North Halsted Street'}","{'Bicycle rental at Halsted St & Roscoe St operated by Divvy', 'XO beauty shop', 'Sidetrack bar on North Halsted Street', 'Minibar', 'Wood restaurant on North Halsted Street'}",True
"make sure Sidetrack bar on North Halsted Street, XO beauty shop, Town Hall Pub on North Halsted Street, and Minibar, are visited infinitely","{'Town Hall Pub on North Halsted Street', 'Sidetrack bar on North Halsted Street', 'XO beauty shop', 'Minibar'}","{'Sidetrack bar on North Halsted Street', 'XO beauty shop', 'Town Hall Pub on North Halsted Street', 'Minibar'}",True
"visit Yefseis Cafe on North Halsted Street, followed by Christian place of worship at Broadway United Methodist Church, which is then to be followed by Best Western Plus Hawthorne Terrace on N Broadway St","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Yefseis Cafe on North Halsted Street', 'Christian place of worship at Broadway United Methodist Church'}","{'Best Western Plus Hawthorne Terrace on N Broadway St', 'Yefseis Cafe on North Halsted Street', 'Christian place of worship at Broadway United Methodist Church'}",True
