Utterance,Ground truth,Output,Correct
"move to Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, Hero House comic book store, Smokehouse restaurant on Shelby Street, and Pure sandwich restaurant on Virginia Avenue, in any order","{'Smokehouse restaurant on Shelby Street', 'Pure sandwich restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Hero House comic book store'}","{'Smokehouse restaurant on Shelby Street', 'Hero House comic book store', 'Pure sandwich restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue'}",True
"you have to go to PNC Bank Drive-Thru with a roof, one or more than one time",{'PNC Bank Drive-Thru with a roof'},{'PNC Bank Drive-Thru with a roof'},True
"go to Mexican restaurant on Virginia Avenue, Fountain Square Branch Library on Virginia Avenue, Smokehouse restaurant on Shelby Street, and Fountain Square with bicycle rental, in any order","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Library on Virginia Avenue', 'Fountain Square with bicycle rental', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Library on Virginia Avenue', 'Mexican restaurant on Virginia Avenue', 'Fountain Square with bicycle rental'}",True
"direct yourself to Hero House comic book store, but keep away from Fountain Square Branch Library on Virginia Avenue, and Pure sandwich restaurant on Virginia Avenue, then go to Fountain Square Branch Library on Virginia Avenue, but bypass Pure sandwich restaurant on Virginia Avenue, and eventually make your way to Pure sandwich restaurant on Virginia Avenue","{'Fountain Square Branch Library on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue', 'Hero House comic book store'}","{'Fountain Square Branch Library on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue', 'Hero House comic book store'}",True
"never visit Fountain Square with bicycle rental, more than four times",{'Fountain Square with bicycle rental'},{'Fountain Square with bicycle rental'},True
"reach Peruvian restaurant on Virginia Avenue, Mexican restaurant on Virginia Avenue, and Mexican restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"make sure you visit Comic book store, one or more times",{'Comic book store'},{'Comic book store'},True
"visit Comic book store, equal or more than three times",{'Comic book store'},{'Comic book store'},True
"visit Mexican restaurant on Virginia Avenue, only once while avoiding Mexican restaurant on Virginia Avenue, then visit Mexican restaurant on Virginia Avenue, once while avoiding Smokehouse restaurant on Shelby Street, only after visiting Smokehouse restaurant on Shelby Street, once visit Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"reach Pure sandwich restaurant on Virginia Avenue, Mexican restaurant on Virginia Avenue, Fountain Square Branch Library on Virginia Avenue, PNC Bank Drive-Thru with a roof, and Smokehouse restaurant on Shelby Street, sequentially","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof', 'Fountain Square Branch Library on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof', 'Fountain Square Branch Library on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"never visit Smokehouse restaurant on Shelby Street, again after you have visited it five times",{'Smokehouse restaurant on Shelby Street'},{'Smokehouse restaurant on Shelby Street'},True
"visit Smokehouse restaurant on Shelby Street, then visit PNC Bank, then reach Mexican restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Mexican restaurant on Virginia Avenue', 'PNC Bank'}","{'Smokehouse restaurant on Shelby Street', 'PNC Bank', 'Mexican restaurant on Virginia Avenue'}",True
"visit Bicycle rental at Fountain Square, followed by visiting Mexican restaurant on Virginia Avenue, then visit Peruvian restaurant on Virginia Avenue, Pure sandwich restaurant on Virginia Avenue, and Comic book store, in this exact order visit all locations once","{'Peruvian restaurant on Virginia Avenue', 'Comic book store', 'Bicycle rental at Fountain Square', 'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Bicycle rental at Fountain Square', 'Pure sandwich restaurant on Virginia Avenue', 'Comic book store', 'Mexican restaurant on Virginia Avenue'}",True
"avoid reaching Hero House comic book store, and PNC Bank Drive-Thru with a roof","{'PNC Bank Drive-Thru with a roof', 'Hero House comic book store'}","{'Hero House comic book store', 'PNC Bank Drive-Thru with a roof'}",True
"make sure you never visit Comic book store, Mexican restaurant on Virginia Avenue, Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, Smokehouse restaurant on Shelby Street, or Pure sandwich restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Comic book store', 'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Pure sandwich restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Comic book store', 'Mexican restaurant on Virginia Avenue'}",True
"go to PNC Bank Drive-Thru with a roof, then go to Peruvian restaurant on Virginia Avenue, then go to Fountain Square with bicycle rental, then go to Fountain Square Branch Library on Virginia Avenue, finally go to Smokehouse restaurant on Shelby Street","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square with bicycle rental', 'PNC Bank Drive-Thru with a roof', 'Fountain Square Branch Library on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Library on Virginia Avenue', 'Fountain Square with bicycle rental'}",True
"keep going to Sandwich restaurant on Virginia Avenue, Fountain Square with bicycle rental, PNC Bank Drive-Thru with a roof, PNC Bank, and Comic book store","{'Sandwich restaurant on Virginia Avenue', 'Comic book store', 'Fountain Square with bicycle rental', 'PNC Bank', 'PNC Bank Drive-Thru with a roof'}","{'PNC Bank Drive-Thru with a roof', 'PNC Bank', 'Sandwich restaurant on Virginia Avenue', 'Comic book store', 'Fountain Square with bicycle rental'}",True
"you must go to Peruvian restaurant on Virginia Avenue, exactly once",{'Peruvian restaurant on Virginia Avenue'},{'Peruvian restaurant on Virginia Avenue'},True
"pick one from PNC Bank Drive-Thru with a roof, and Smokehouse restaurant on Shelby Street, go there and then head to the other one","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof'}","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof'}",True
"never go to Bicycle rental at Fountain Square, more than five times",{'Bicycle rental at Fountain Square'},{'Bicycle rental at Fountain Square'},True
"visit each of Mexican restaurant on Virginia Avenue, PNC Bank Drive-Thru with a roof, Fountain Square Branch Library on Virginia Avenue, and Mexican restaurant on Virginia Avenue, exactly once in this order","{'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}","{'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}",True
"do not visit Mexican restaurant on Virginia Avenue, before you visit Peruvian restaurant on Virginia Avenue, and then go to Mexican restaurant on Virginia Avenue, without revisiting Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"go to Smokehouse restaurant on Shelby Street, after going to Sandwich restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Sandwich restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Sandwich restaurant on Virginia Avenue'}",True
"go to PNC Bank Drive-Thru with a roof, then Fountain Square Branch Library on Virginia Avenue, then Mexican restaurant on Virginia Avenue, and then Hero House comic book store","{'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue', 'Hero House comic book store'}","{'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue', 'Hero House comic book store'}",True
"you have to go to Comic book store, three or more than three times",{'Comic book store'},{'Comic book store'},True
"visit Smokehouse restaurant on Shelby Street, three times and never revisit it again",{'Smokehouse restaurant on Shelby Street'},{'Smokehouse restaurant on Shelby Street'},True
"you can not visit Mexican restaurant on Virginia Avenue, less than four times",{'Mexican restaurant on Virginia Avenue'},{'Mexican restaurant on Virginia Avenue'},True
"never go to PNC Bank, more than four times",{'PNC Bank'},{'PNC Bank'},True
"immediately after you visit Pure sandwich restaurant on Virginia Avenue, you must visit Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Pure sandwich restaurant on Virginia Avenue'}",True
"you can not visit Mexican restaurant on Virginia Avenue, less than twice",{'Mexican restaurant on Virginia Avenue'},{'Mexican restaurant on Virginia Avenue'},True
"go to Fountain Square with bicycle rental, then go to PNC Bank","{'PNC Bank', 'Fountain Square with bicycle rental'}","{'Fountain Square with bicycle rental', 'PNC Bank'}",True
"go to PNC Bank, Sandwich restaurant on Virginia Avenue, Fountain Square with bicycle rental, Mexican restaurant on Virginia Avenue, and Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'Fountain Square with bicycle rental', 'PNC Bank', 'Mexican restaurant on Virginia Avenue'}","{'Fountain Square with bicycle rental', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue', 'PNC Bank'}",True
"once Mexican restaurant on Virginia Avenue, is visited you can not go to Fountain Square with bicycle rental, any more","{'Fountain Square with bicycle rental', 'Mexican restaurant on Virginia Avenue'}","{'Mexican restaurant on Virginia Avenue', 'Fountain Square with bicycle rental'}",True
"you have to visit Comic book store, at least twice",{'Comic book store'},{'Comic book store'},True
"make sure Fountain Square Branch Library on Virginia Avenue, Mexican restaurant on Virginia Avenue, and Bicycle rental at Fountain Square, are visited infinitely","{'Fountain Square Branch Library on Virginia Avenue', 'Mexican restaurant on Virginia Avenue', 'Bicycle rental at Fountain Square'}","{'Fountain Square Branch Library on Virginia Avenue', 'Mexican restaurant on Virginia Avenue', 'Bicycle rental at Fountain Square'}",True
"reach Bicycle rental at Fountain Square, Hero House comic book store, and PNC Bank Drive-Thru with a roof","{'PNC Bank Drive-Thru with a roof', 'Bicycle rental at Fountain Square', 'Hero House comic book store'}","{'Bicycle rental at Fountain Square', 'PNC Bank Drive-Thru with a roof', 'Hero House comic book store'}",True
"if you visit PNC Bank, make your way right to Mexican restaurant on Virginia Avenue, right after that","{'Mexican restaurant on Virginia Avenue', 'PNC Bank'}","{'PNC Bank', 'Mexican restaurant on Virginia Avenue'}",True
"never go to Smokehouse restaurant on Shelby Street, less than once",{'Smokehouse restaurant on Shelby Street'},{'Smokehouse restaurant on Shelby Street'},True
"right after you visit PNC Bank Drive-Thru with a roof, you must go to Comic book store","{'PNC Bank Drive-Thru with a roof', 'Comic book store'}","{'PNC Bank Drive-Thru with a roof', 'Comic book store'}",True
"go to Sandwich restaurant on Virginia Avenue, four times and do not visit it anymore",{'Sandwich restaurant on Virginia Avenue'},{'Sandwich restaurant on Virginia Avenue'},True
"visit Pure sandwich restaurant on Virginia Avenue, five times and never revisit it again",{'Pure sandwich restaurant on Virginia Avenue'},{'Pure sandwich restaurant on Virginia Avenue'},True
"do not visit successor without visiting the predecessor in the following strict order Comic book store, Sandwich restaurant on Virginia Avenue, Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, and Peruvian restaurant on Virginia Avenue","{'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'Comic book store'}","{'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Comic book store'}",True
"go to Comic book store, not before going to Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, do not go to Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, before going to PNC Bank, do not go to PNC Bank, before going to Smokehouse restaurant on Shelby Street, and do not go to Smokehouse restaurant on Shelby Street, before going to Pure sandwich restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Comic book store', 'PNC Bank', 'Pure sandwich restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Pure sandwich restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'Comic book store', 'PNC Bank'}",True
"reach Sandwich restaurant on Virginia Avenue, but not until you visit Smokehouse restaurant on Shelby Street, and Peruvian restaurant on Virginia Avenue, and that specific order","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue'}",True
"go to PNC Bank, but not through Fountain Square with bicycle rental, Sandwich restaurant on Virginia Avenue, Peruvian restaurant on Virginia Avenue, or Smokehouse restaurant on Shelby Street, and then go to Fountain Square with bicycle rental, but not through Sandwich restaurant on Virginia Avenue, Peruvian restaurant on Virginia Avenue, or Smokehouse restaurant on Shelby Street, and then go to Sandwich restaurant on Virginia Avenue, but not through Peruvian restaurant on Virginia Avenue, or Smokehouse restaurant on Shelby Street, and then go to Peruvian restaurant on Virginia Avenue, but not through Smokehouse restaurant on Shelby Street, and finally go to Smokehouse restaurant on Shelby Street, no revisiting is allowed here","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'Fountain Square with bicycle rental', 'PNC Bank'}","{'Smokehouse restaurant on Shelby Street', 'Fountain Square with bicycle rental', 'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'PNC Bank'}",True
"you have to avoid Mexican restaurant on Virginia Avenue, and Peruvian restaurant on Virginia Avenue, at all costs","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"visit Sandwich restaurant on Virginia Avenue, three times and never revisit it again",{'Sandwich restaurant on Virginia Avenue'},{'Sandwich restaurant on Virginia Avenue'},True
"go to Comic book store, then PNC Bank","{'Comic book store', 'PNC Bank'}","{'Comic book store', 'PNC Bank'}",True
"move to Comic book store, then move to PNC Bank","{'Comic book store', 'PNC Bank'}","{'Comic book store', 'PNC Bank'}",True
"you can not visit Fountain Square Branch Library on Virginia Avenue, more than four times",{'Fountain Square Branch Library on Virginia Avenue'},{'Fountain Square Branch Library on Virginia Avenue'},True
"you have to go to Pure sandwich restaurant on Virginia Avenue, two or more than two times",{'Pure sandwich restaurant on Virginia Avenue'},{'Pure sandwich restaurant on Virginia Avenue'},True
"move to Smokehouse restaurant on Shelby Street, then move to Fountain Square with bicycle rental, then move to Peruvian restaurant on Virginia Avenue, then move to PNC Bank Drive-Thru with a roof, finally move to Fountain Square Branch Library on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square with bicycle rental', 'PNC Bank Drive-Thru with a roof', 'Fountain Square Branch Library on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'PNC Bank Drive-Thru with a roof', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Library on Virginia Avenue', 'Fountain Square with bicycle rental'}",True
"visit Comic book store, Smokehouse restaurant on Shelby Street, Mexican restaurant on Virginia Avenue, PNC Bank, once do not visit Smokehouse restaurant on Shelby Street, without visiting Comic book store, and do not visit Smokehouse restaurant on Shelby Street, without visiting Mexican restaurant on Virginia Avenue, do not visit PNC Bank, without visiting Mexican restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'PNC Bank', 'Comic book store', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Mexican restaurant on Virginia Avenue', 'Comic book store', 'PNC Bank'}",True
"do not go to Peruvian restaurant on Virginia Avenue, Comic book store, or Mexican restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Comic book store', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Comic book store', 'Mexican restaurant on Virginia Avenue'}",True
keep going to Bicycle rental at Fountain Square,{'Bicycle rental at Fountain Square'},{'Bicycle rental at Fountain Square'},True
"never go to Smokehouse restaurant on Shelby Street, never go to Peruvian restaurant on Virginia Avenue, never go to Mexican restaurant on Virginia Avenue, and never go to Hero House comic book store","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Hero House comic book store', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Hero House comic book store', 'Mexican restaurant on Virginia Avenue'}",True
"go to Pure sandwich restaurant on Virginia Avenue, and move on to Mexican restaurant on Virginia Avenue, once you have been to Pure sandwich restaurant on Virginia Avenue","{'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}","{'Pure sandwich restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue'}",True
"do not visit Mexican restaurant on Virginia Avenue, after PNC Bank Drive-Thru with a roof, is visited","{'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}","{'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}",True
"keep visiting Mexican restaurant on Virginia Avenue, Peruvian restaurant on Virginia Avenue, and PNC Bank Drive-Thru with a roof, an infinite number of times","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}",True
"go to PNC Bank Drive-Thru with a roof, then go to Mexican restaurant on Virginia Avenue, then go to Comic book store","{'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue', 'Comic book store'}","{'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue', 'Comic book store'}",True
"do not go to PNC Bank, until you go to PNC Bank Drive-Thru with a roof","{'PNC Bank Drive-Thru with a roof', 'PNC Bank'}","{'PNC Bank Drive-Thru with a roof', 'PNC Bank'}",True
"go to Mexican restaurant on Virginia Avenue, but do not visit Peruvian restaurant on Virginia Avenue, or Hero House comic book store, and then go to Peruvian restaurant on Virginia Avenue, but do not visit Hero House comic book store, or revisit Mexican restaurant on Virginia Avenue, and then go to Hero House comic book store, but do not revisit Mexican restaurant on Virginia Avenue, or Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Hero House comic book store', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Hero House comic book store', 'Mexican restaurant on Virginia Avenue'}",True
"you can visit nowhere else except PNC Bank, right after Peruvian restaurant on Virginia Avenue, and you can visit nowhere else except Peruvian restaurant on Virginia Avenue, right before PNC Bank","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank'}","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank'}",True
"visit Smokehouse restaurant on Shelby Street, then PNC Bank, then Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue, and then Peruvian restaurant on Virginia Avenue","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'PNC Bank'}","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Indianapolis-Marion County Public Library on Virginia Avenue', 'PNC Bank'}",True
"visit Smokehouse restaurant on Shelby Street, equal or more than five times",{'Smokehouse restaurant on Shelby Street'},{'Smokehouse restaurant on Shelby Street'},True
"go to PNC Bank, but not through Fountain Square Branch Library on Virginia Avenue, Peruvian restaurant on Virginia Avenue, or Smokehouse restaurant on Shelby Street, and then go to Fountain Square Branch Library on Virginia Avenue, but not through Peruvian restaurant on Virginia Avenue, or Smokehouse restaurant on Shelby Street, and then go to Peruvian restaurant on Virginia Avenue, but not through Smokehouse restaurant on Shelby Street, and finally go to Smokehouse restaurant on Shelby Street","{'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank', 'Smokehouse restaurant on Shelby Street'}","{'Peruvian restaurant on Virginia Avenue', 'Fountain Square Branch Library on Virginia Avenue', 'PNC Bank', 'Smokehouse restaurant on Shelby Street'}",True
"you have to go to PNC Bank Drive-Thru with a roof, four or more than four times",{'PNC Bank Drive-Thru with a roof'},{'PNC Bank Drive-Thru with a roof'},True
"navigate to Peruvian restaurant on Virginia Avenue, exactly twice",{'Peruvian restaurant on Virginia Avenue'},{'Peruvian restaurant on Virginia Avenue'},True
"do not go to PNC Bank Drive-Thru with a roof, until PNC Bank, is visited and do not go to PNC Bank, until Fountain Square with bicycle rental, is visited and do not go to Fountain Square with bicycle rental, until Comic book store, is visited along the path never return to previous location you have been to","{'PNC Bank', 'PNC Bank Drive-Thru with a roof', 'Comic book store', 'Fountain Square with bicycle rental'}","{'PNC Bank', 'PNC Bank Drive-Thru with a roof', 'Fountain Square with bicycle rental', 'Comic book store'}",True
"you can go anywhere but PNC Bank Drive-Thru with a roof, Sandwich restaurant on Virginia Avenue, and Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'PNC Bank Drive-Thru with a roof'}","{'Peruvian restaurant on Virginia Avenue', 'Sandwich restaurant on Virginia Avenue', 'PNC Bank Drive-Thru with a roof'}",True
"go to Peruvian restaurant on Virginia Avenue, four times and do not visit it anymore",{'Peruvian restaurant on Virginia Avenue'},{'Peruvian restaurant on Virginia Avenue'},True
"do not go to Peruvian restaurant on Virginia Avenue, until PNC Bank, is visited and do not go to PNC Bank, until Smokehouse restaurant on Shelby Street, is visited along the path never return to previous location you have been to","{'Smokehouse restaurant on Shelby Street', 'Peruvian restaurant on Virginia Avenue', 'PNC Bank'}","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank', 'Smokehouse restaurant on Shelby Street'}",True
"go to Mexican restaurant on Virginia Avenue, but not through PNC Bank Drive-Thru with a roof, PNC Bank, or Peruvian restaurant on Virginia Avenue, and then go to PNC Bank Drive-Thru with a roof, but not through PNC Bank, or Peruvian restaurant on Virginia Avenue, and then go to PNC Bank, but not through Peruvian restaurant on Virginia Avenue, and finally go to Peruvian restaurant on Virginia Avenue","{'Peruvian restaurant on Virginia Avenue', 'PNC Bank', 'PNC Bank Drive-Thru with a roof', 'Mexican restaurant on Virginia Avenue'}","{'Peruvian restaurant on Virginia Avenue', 'Mexican restaurant on Virginia Avenue', 'PNC Bank Drive-Thru with a roof', 'PNC Bank'}",True
"keep visiting PNC Bank, Mexican restaurant on Virginia Avenue, and Mexican restaurant on Virginia Avenue, infinitely often","{'Mexican restaurant on Virginia Avenue', 'PNC Bank'}","{'PNC Bank', 'Mexican restaurant on Virginia Avenue'}",True
"whenever you visit Mexican restaurant on Virginia Avenue, you have to visit Smokehouse restaurant on Shelby Street, after that","{'Smokehouse restaurant on Shelby Street', 'Mexican restaurant on Virginia Avenue'}","{'Smokehouse restaurant on Shelby Street', 'Mexican restaurant on Virginia Avenue'}",True
